948,Select an image from the following choices for which information provided in the passage holds true.  ?,1,0,Image [0],0
949,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
950,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
951,Select an image from the following choices for which information provided in the passage holds true.  ?,0,0,Image [0],1
952,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
953,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
954,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
955,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
956,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
957,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
958,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
959,Select an image from the following choices for which information provided in the passage holds true.  ?,0,0,Image [0],1
960,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
961,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
962,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
963,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
964,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
965,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
966,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
967,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
968,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
969,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
970,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
971,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
972,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
973,Select an image from the following choices for which information provided in the passage holds true.  ?,1,0,Image [0],0
974,Select an image from the following choices for which information provided in the passage holds true.  ?,0,1,Image [1],0
975,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
976,Select an image from the following choices for which information provided in the passage holds true.  ?,1,1,Image [1],1
