index,fileid,qid,question,origanswer,generatedanswer,correctness
0,27,9707632,Choose the correct order of the events?,3,0,0
1,27,9707698,Choose the correct order of the events?,3,1,0
2,27,9707838,Choose the correct order of the events?,3,0,0
3,27,9707844,Choose the correct order of the events?,3,1,0
4,27,9707855,Choose the correct order of the events?,2,0,0
5,27,9707911,Choose the correct order of the events?,1,0,0
6,27,9708055,Choose the correct order of the events?,0,2,0
7,27,9708137,Choose the correct order of the events?,2,0,0
8,27,9708278,Choose the correct order of the events?,2,1,0
9,27,9708285,Choose the correct order of the events?,2,2,1
10,27,9708317,Choose the correct order of the events?,3,0,0
11,27,9708357,Choose the correct order of the events?,0,1,0
12,27,9708390,Choose the correct order of the events?,1,3,0
13,27,9708418,Choose the correct order of the events?,2,0,0
14,27,9708508,Choose the correct order of the events?,0,3,0
15,27,970870,Choose the correct order of the events?,3,3,1
16,27,9708801,Choose the correct order of the events?,3,0,0
17,27,9708843,Choose the correct order of the events?,1,0,0
18,27,9708881,Choose the correct order of the events?,0,2,0
19,27,9708886,Choose the correct order of the events?,0,3,0
20,27,9708905,Choose the correct order of the events?,0,1,0
21,27,9709047,Choose the correct order of the events?,0,1,0
22,27,9709085,Choose the correct order of the events?,2,3,0
23,27,9709175,Choose the correct order of the events?,1,1,1
24,27,9709332,Choose the correct order of the events?,2,3,0
25,27,97094,Choose the correct order of the events?,3,1,0
26,27,9710440,Choose the correct order of the events?,2,0,0
27,27,9710458,Choose the correct order of the events?,2,2,1
28,27,9710496,Choose the correct order of the events?,3,2,0
29,27,9710675,Choose the correct order of the events?,3,0,0
30,27,9710712,Choose the correct order of the events?,0,1,0
31,27,9710765,Choose the correct order of the events?,0,0,1
32,27,9710768,Choose the correct order of the events?,3,0,0
33,27,9710940,Choose the correct order of the events?,1,1,1
34,27,9710974,Choose the correct order of the events?,1,2,0
35,27,9711208,Choose the correct order of the events?,1,0,0
36,27,9711372,Choose the correct order of the events?,2,2,1
37,27,9711577,Choose the correct order of the events?,3,3,1
