index,fileid,qid,question,origanswer,generatedanswer,correctness
0,26,9358464,Choose the correct order of the events?,2,3,0
1,26,93584,Choose the correct order of the events?,0,3,0
2,26,9359238,Choose the correct order of the events?,0,0,1
3,26,9359405,Choose the correct order of the events?,3,1,0
4,26,9359,Choose the correct order of the events?,2,2,1
5,26,9360033,Choose the correct order of the events?,3,2,0
6,26,9360573,Choose the correct order of the events?,2,2,1
7,26,9360909,Choose the correct order of the events?,3,2,0
8,26,9360928,Choose the correct order of the events?,1,0,0
9,26,9360948,Choose the correct order of the events?,2,1,0
10,26,9361869,Choose the correct order of the events?,0,3,0
11,26,936210,Choose the correct order of the events?,1,0,0
12,26,9362123,Choose the correct order of the events?,3,1,0
13,26,9362183,Choose the correct order of the events?,2,2,1
14,26,9362220,Choose the correct order of the events?,3,3,1
15,26,9362509,Choose the correct order of the events?,3,1,0
16,26,9363023,Choose the correct order of the events?,2,2,1
17,26,9363082,Choose the correct order of the events?,1,2,0
18,26,9363734,Choose the correct order of the events?,3,2,0
19,26,936461,Choose the correct order of the events?,0,2,0
20,26,9364747,Choose the correct order of the events?,0,0,1
21,26,936479,Choose the correct order of the events?,2,2,1
22,26,9364833,Choose the correct order of the events?,2,3,0
23,26,9364878,Choose the correct order of the events?,0,2,0
24,26,9364973,Choose the correct order of the events?,1,0,0
25,26,9364996,Choose the correct order of the events?,1,3,0
26,26,9365314,Choose the correct order of the events?,0,2,0
27,26,9365320,Choose the correct order of the events?,3,2,0
28,26,9365440,Choose the correct order of the events?,2,1,0
29,26,9365513,Choose the correct order of the events?,1,1,1
30,26,9365564,Choose the correct order of the events?,1,1,1
31,26,9366040,Choose the correct order of the events?,0,3,0
32,26,93663,Choose the correct order of the events?,2,0,0
33,26,9366727,Choose the correct order of the events?,1,0,0
34,26,9366893,Choose the correct order of the events?,1,3,0
35,26,936698,Choose the correct order of the events?,2,2,1
36,26,9367356,Choose the correct order of the events?,3,0,0
37,26,9367603,Choose the correct order of the events?,2,1,0
38,26,9367613,Choose the correct order of the events?,2,1,0
39,26,9367730,Choose the correct order of the events?,3,1,0
40,26,9367774,Choose the correct order of the events?,3,2,0
41,26,9367792,Choose the correct order of the events?,0,1,0
42,26,9367798,Choose the correct order of the events?,3,0,0
43,26,9367881,Choose the correct order of the events?,0,2,0
44,26,9367926,Choose the correct order of the events?,3,3,1
45,26,9367952,Choose the correct order of the events?,2,2,1
46,26,93679,Choose the correct order of the events?,0,1,0
47,26,93681,Choose the correct order of the events?,1,2,0
48,26,9368338,Choose the correct order of the events?,0,1,0
49,26,9368413,Choose the correct order of the events?,2,0,0
50,26,9368418,Choose the correct order of the events?,2,3,0
51,26,9368472,Choose the correct order of the events?,1,2,0
52,26,936899,Choose the correct order of the events?,1,3,0
53,26,937063,Choose the correct order of the events?,0,3,0
54,26,937068,Choose the correct order of the events?,0,2,0
55,26,9371067,Choose the correct order of the events?,3,0,0
56,26,9371141,Choose the correct order of the events?,0,0,1
57,26,9371584,Choose the correct order of the events?,0,1,0
58,26,9371639,Choose the correct order of the events?,1,3,0
59,26,9371660,Choose the correct order of the events?,2,2,1
60,26,9371733,Choose the correct order of the events?,2,3,0
61,26,9372042,Choose the correct order of the events?,0,0,1
62,26,9372135,Choose the correct order of the events?,2,0,0
63,26,9372141,Choose the correct order of the events?,2,2,1
64,26,9372397,Choose the correct order of the events?,1,2,0
65,26,9372412,Choose the correct order of the events?,0,0,1
66,26,9373560,Choose the correct order of the events?,2,2,1
67,26,9373675,Choose the correct order of the events?,3,1,0
68,26,9373713,Choose the correct order of the events?,2,1,0
69,26,9374056,Choose the correct order of the events?,1,3,0
70,26,9374326,Choose the correct order of the events?,1,2,0
71,26,9374674,Choose the correct order of the events?,3,1,0
72,26,9374977,Choose the correct order of the events?,2,2,1
73,26,9376139,Choose the correct order of the events?,2,3,0
74,26,9376533,Choose the correct order of the events?,2,0,0
75,26,9376609,Choose the correct order of the events?,0,0,1
76,26,937717,Choose the correct order of the events?,1,3,0
77,26,9377342,Choose the correct order of the events?,1,0,0
78,26,937734,Choose the correct order of the events?,2,3,0
79,26,9377516,Choose the correct order of the events?,2,0,0
80,26,937786,Choose the correct order of the events?,2,1,0
81,26,937896,Choose the correct order of the events?,3,3,1
82,26,937953,Choose the correct order of the events?,1,3,0
83,26,937978,Choose the correct order of the events?,3,1,0
84,26,938020,Choose the correct order of the events?,2,1,0
85,26,9381646,Choose the correct order of the events?,2,0,0
86,26,9381768,Choose the correct order of the events?,3,2,0
87,26,938220,Choose the correct order of the events?,3,3,1
88,26,9382476,Choose the correct order of the events?,1,1,1
89,26,9382520,Choose the correct order of the events?,1,2,0
90,26,9382569,Choose the correct order of the events?,1,2,0
91,26,93826,Choose the correct order of the events?,2,2,1
92,26,9382886,Choose the correct order of the events?,3,0,0
93,26,9383459,Choose the correct order of the events?,2,1,0
94,26,938370,Choose the correct order of the events?,2,0,0
95,26,93847,Choose the correct order of the events?,3,0,0
96,26,9384871,Choose the correct order of the events?,3,2,0
97,26,9385084,Choose the correct order of the events?,0,3,0
98,26,9385087,Choose the correct order of the events?,0,1,0
99,26,9385846,Choose the correct order of the events?,2,1,0
100,26,9386279,Choose the correct order of the events?,3,2,0
101,26,9386596,Choose the correct order of the events?,2,3,0
102,26,9386601,Choose the correct order of the events?,3,3,1
103,26,9386618,Choose the correct order of the events?,0,1,0
104,26,9386860,Choose the correct order of the events?,2,0,0
105,26,938687,Choose the correct order of the events?,0,2,0
106,26,9386893,Choose the correct order of the events?,3,2,0
107,26,9386905,Choose the correct order of the events?,1,2,0
108,26,9386996,Choose the correct order of the events?,2,1,0
109,26,9387541,Choose the correct order of the events?,1,0,0
110,26,9387594,Choose the correct order of the events?,2,0,0
111,26,9387621,Choose the correct order of the events?,2,0,0
112,26,9387713,Choose the correct order of the events?,1,0,0
113,26,93882,Choose the correct order of the events?,1,2,0
114,26,9388907,Choose the correct order of the events?,2,1,0
115,26,9389138,Choose the correct order of the events?,0,1,0
116,26,9389154,Choose the correct order of the events?,3,1,0
117,26,93892,Choose the correct order of the events?,1,3,0
118,26,9389624,Choose the correct order of the events?,1,0,0
119,26,9389851,Choose the correct order of the events?,0,2,0
120,26,9389969,Choose the correct order of the events?,0,2,0
121,26,939005,Choose the correct order of the events?,0,0,1
122,26,9390134,Choose the correct order of the events?,0,0,1
123,26,9390190,Choose the correct order of the events?,0,2,0
124,26,939019,Choose the correct order of the events?,1,3,0
