index,fileid,qid,question,origanswer,generatedanswer,correctness
0,18,5501206,Choose the correct order of the events?,3,1,0
1,18,5501301,Choose the correct order of the events?,2,2,1
2,18,55017,Choose the correct order of the events?,1,3,0
3,18,5501,Choose the correct order of the events?,0,0,1
4,18,5502002,Choose the correct order of the events?,3,2,0
5,18,5502047,Choose the correct order of the events?,3,2,0
6,18,5502055,Choose the correct order of the events?,3,0,0
7,18,5502209,Choose the correct order of the events?,3,0,0
8,18,550249,Choose the correct order of the events?,2,2,1
9,18,550282,Choose the correct order of the events?,3,1,0
10,18,55035,Choose the correct order of the events?,0,0,1
11,18,550393,Choose the correct order of the events?,1,2,0
12,18,5504642,Choose the correct order of the events?,1,3,0
13,18,5504648,Choose the correct order of the events?,2,1,0
14,18,5504703,Choose the correct order of the events?,2,2,1
15,18,550472,Choose the correct order of the events?,1,0,0
16,18,5504735,Choose the correct order of the events?,1,3,0
17,18,5504887,Choose the correct order of the events?,3,3,1
18,18,5504949,Choose the correct order of the events?,3,2,0
19,18,550543,Choose the correct order of the events?,0,1,0
20,18,5505616,Choose the correct order of the events?,3,2,0
21,18,5506380,Choose the correct order of the events?,3,0,0
22,18,5506494,Choose the correct order of the events?,2,1,0
23,18,5506523,Choose the correct order of the events?,0,2,0
24,18,5506821,Choose the correct order of the events?,3,0,0
25,18,550712,Choose the correct order of the events?,0,2,0
26,18,5507571,Choose the correct order of the events?,1,3,0
27,18,550768,Choose the correct order of the events?,2,3,0
28,18,5507801,Choose the correct order of the events?,3,0,0
29,18,5508570,Choose the correct order of the events?,0,2,0
30,18,5508909,Choose the correct order of the events?,3,2,0
31,18,5509424,Choose the correct order of the events?,1,0,0
32,18,550969,Choose the correct order of the events?,1,3,0
33,18,5510363,Choose the correct order of the events?,2,2,1
34,18,5510394,Choose the correct order of the events?,3,0,0
35,18,5510614,Choose the correct order of the events?,0,1,0
36,18,5510707,Choose the correct order of the events?,1,1,1
37,18,5510799,Choose the correct order of the events?,0,2,0
38,18,5510856,Choose the correct order of the events?,3,3,1
39,18,5511044,Choose the correct order of the events?,1,3,0
40,18,5511054,Choose the correct order of the events?,2,0,0
41,18,5511071,Choose the correct order of the events?,0,2,0
42,18,5511074,Choose the correct order of the events?,1,3,0
43,18,5511092,Choose the correct order of the events?,0,0,1
44,18,55110,Choose the correct order of the events?,1,2,0
45,18,551126,Choose the correct order of the events?,3,0,0
46,18,5511357,Choose the correct order of the events?,0,0,1
47,18,551156,Choose the correct order of the events?,2,0,0
