index,fileid,qid,question,origanswer,generatedanswer,correctness
0,3,1106689,Choose the correct order of the events?,3,1,0
1,3,1106723,Choose the correct order of the events?,2,0,0
2,3,11068164,Choose the correct order of the events?,1,3,0
3,3,11068495,Choose the correct order of the events?,0,1,0
4,3,1106907,Choose the correct order of the events?,2,3,0
5,3,1106964,Choose the correct order of the events?,0,0,1
6,3,11069834,Choose the correct order of the events?,0,0,1
7,3,11069841,Choose the correct order of the events?,1,0,0
8,3,11069849,Choose the correct order of the events?,2,2,1
9,3,11069935,Choose the correct order of the events?,1,2,0
10,3,11070017,Choose the correct order of the events?,0,0,1
11,3,11070038,Choose the correct order of the events?,3,0,0
12,3,11070202,Choose the correct order of the events?,2,2,1
13,3,11070276,Choose the correct order of the events?,3,3,1
14,3,11070508,Choose the correct order of the events?,2,1,0
15,3,1107083,Choose the correct order of the events?,3,3,1
16,3,1107127,Choose the correct order of the events?,1,0,0
17,3,1107148,Choose the correct order of the events?,1,0,0
18,3,11071704,Choose the correct order of the events?,2,1,0
19,3,11071948,Choose the correct order of the events?,0,3,0
20,3,11072905,Choose the correct order of the events?,2,3,0
21,3,11072971,Choose the correct order of the events?,0,0,1
22,3,11073174,Choose the correct order of the events?,2,0,0
23,3,1107337,Choose the correct order of the events?,2,2,1
24,3,1107341,Choose the correct order of the events?,2,1,0
25,3,11073687,Choose the correct order of the events?,0,0,1
26,3,11076920,Choose the correct order of the events?,1,0,0
27,3,11077247,Choose the correct order of the events?,1,1,1
28,3,11077526,Choose the correct order of the events?,1,1,1
29,3,11077591,Choose the correct order of the events?,0,0,1
30,3,11077615,Choose the correct order of the events?,3,2,0
31,3,1107771,Choose the correct order of the events?,3,1,0
32,3,11077884,Choose the correct order of the events?,3,2,0
33,3,1107805,Choose the correct order of the events?,1,1,1
34,3,1107807,Choose the correct order of the events?,0,1,0
35,3,1107808,Choose the correct order of the events?,3,1,0
36,3,1107810,Choose the correct order of the events?,0,2,0
37,3,1107811,Choose the correct order of the events?,0,2,0
38,3,1107814,Choose the correct order of the events?,1,0,0
39,3,1107815,Choose the correct order of the events?,1,0,0
40,3,1107816,Choose the correct order of the events?,0,1,0
41,3,1107817,Choose the correct order of the events?,2,0,0
42,3,1107819,Choose the correct order of the events?,2,1,0
43,3,1107820,Choose the correct order of the events?,2,0,0
44,3,1107822,Choose the correct order of the events?,1,1,1
45,3,1107823,Choose the correct order of the events?,2,0,0
46,3,1107824,Choose the correct order of the events?,1,1,1
47,3,1107825,Choose the correct order of the events?,3,2,0
48,3,1107909,Choose the correct order of the events?,2,3,0
49,3,110794,Choose the correct order of the events?,3,0,0
50,3,11080130,Choose the correct order of the events?,1,3,0
51,3,11080149,Choose the correct order of the events?,1,0,0
52,3,1108035,Choose the correct order of the events?,3,0,0
53,3,1108061,Choose the correct order of the events?,2,1,0
54,3,1108139,Choose the correct order of the events?,3,3,1
55,3,11081924,Choose the correct order of the events?,1,3,0
56,3,11082053,Choose the correct order of the events?,0,3,0
57,3,11082082,Choose the correct order of the events?,1,2,0
58,3,11082436,Choose the correct order of the events?,0,0,1
59,3,1108273,Choose the correct order of the events?,2,2,1
60,3,11084449,Choose the correct order of the events?,1,3,0
61,3,11084728,Choose the correct order of the events?,1,1,1
62,3,110848,Choose the correct order of the events?,0,0,1
63,3,11084905,Choose the correct order of the events?,2,2,1
64,3,11084950,Choose the correct order of the events?,0,0,1
65,3,1108500,Choose the correct order of the events?,2,0,0
66,3,11085059,Choose the correct order of the events?,1,2,0
67,3,11085070,Choose the correct order of the events?,2,2,1
68,3,11085293,Choose the correct order of the events?,3,1,0
69,3,11085343,Choose the correct order of the events?,1,3,0
70,3,11085487,Choose the correct order of the events?,3,0,0
71,3,11085607,Choose the correct order of the events?,1,1,1
72,3,11085697,Choose the correct order of the events?,2,1,0
73,3,11087793,Choose the correct order of the events?,3,0,0
74,3,11087939,Choose the correct order of the events?,0,2,0
75,3,110882,Choose the correct order of the events?,1,3,0
76,3,11088370,Choose the correct order of the events?,0,0,1
77,3,11088403,Choose the correct order of the events?,3,1,0
78,3,110884,Choose the correct order of the events?,1,2,0
79,3,1108879,Choose the correct order of the events?,2,0,0
80,3,1108880,Choose the correct order of the events?,3,2,0
81,3,1108881,Choose the correct order of the events?,3,1,0
82,3,1108884,Choose the correct order of the events?,3,3,1
83,3,1108887,Choose the correct order of the events?,2,3,0
84,3,1108889,Choose the correct order of the events?,1,1,1
85,3,1108890,Choose the correct order of the events?,3,3,1
86,3,1108894,Choose the correct order of the events?,2,2,1
87,3,1108895,Choose the correct order of the events?,3,3,1
88,3,1108896,Choose the correct order of the events?,2,2,1
89,3,1108897,Choose the correct order of the events?,2,0,0
90,3,1108898,Choose the correct order of the events?,3,3,1
91,3,1108901,Choose the correct order of the events?,2,3,0
92,3,1108902,Choose the correct order of the events?,1,3,0
93,3,11089599,Choose the correct order of the events?,1,0,0
94,3,11091247,Choose the correct order of the events?,2,3,0
95,3,11091257,Choose the correct order of the events?,3,3,1
96,3,11091260,Choose the correct order of the events?,3,1,0
97,3,1109332,Choose the correct order of the events?,3,2,0
98,3,1109361,Choose the correct order of the events?,0,1,0
99,3,1109396,Choose the correct order of the events?,0,0,1
100,3,1109397,Choose the correct order of the events?,0,1,0
101,3,11094730,Choose the correct order of the events?,0,0,1
102,3,11094778,Choose the correct order of the events?,1,2,0
103,3,110951,Choose the correct order of the events?,1,2,0
104,3,11095535,Choose the correct order of the events?,3,0,0
105,3,110956,Choose the correct order of the events?,0,1,0
106,3,1109579,Choose the correct order of the events?,3,2,0
107,3,11096748,Choose the correct order of the events?,3,0,0
108,3,11096849,Choose the correct order of the events?,1,1,1
109,3,11097752,Choose the correct order of the events?,3,3,1
110,3,110979,Choose the correct order of the events?,0,1,0
111,3,1109881,Choose the correct order of the events?,0,1,0
112,3,11099099,Choose the correct order of the events?,1,0,0
113,3,11099239,Choose the correct order of the events?,1,2,0
114,3,11099245,Choose the correct order of the events?,3,2,0
115,3,11099302,Choose the correct order of the events?,2,0,0
116,3,11099460,Choose the correct order of the events?,3,1,0
117,3,11099911,Choose the correct order of the events?,2,2,1
118,3,1109992,Choose the correct order of the events?,2,3,0
119,3,11100080,Choose the correct order of the events?,2,2,1
120,3,11100186,Choose the correct order of the events?,3,0,0
121,3,1110103,Choose the correct order of the events?,3,3,1
122,3,1110106,Choose the correct order of the events?,1,1,1
123,3,1110109,Choose the correct order of the events?,3,1,0
124,3,1110110,Choose the correct order of the events?,0,2,0
125,3,1110112,Choose the correct order of the events?,2,2,1
126,3,1110114,Choose the correct order of the events?,1,2,0
127,3,1110116,Choose the correct order of the events?,1,0,0
128,3,1110119,Choose the correct order of the events?,0,0,1
129,3,1110122,Choose the correct order of the events?,3,2,0
130,3,1110123,Choose the correct order of the events?,3,3,1
131,3,111014,Choose the correct order of the events?,0,3,0
132,3,11102445,Choose the correct order of the events?,3,0,0
133,3,11102528,Choose the correct order of the events?,3,3,1
134,3,11102687,Choose the correct order of the events?,2,2,1
135,3,11102716,Choose the correct order of the events?,2,0,0
136,3,11102878,Choose the correct order of the events?,3,1,0
137,3,11102882,Choose the correct order of the events?,3,1,0
138,3,11103049,Choose the correct order of the events?,2,1,0
139,3,11103201,Choose the correct order of the events?,0,3,0
140,3,11103221,Choose the correct order of the events?,3,1,0
141,3,11103571,Choose the correct order of the events?,0,3,0
142,3,111038,Choose the correct order of the events?,1,1,1
143,3,111044,Choose the correct order of the events?,0,0,1
144,3,11104586,Choose the correct order of the events?,3,0,0
145,3,11105119,Choose the correct order of the events?,3,0,0
146,3,11105143,Choose the correct order of the events?,3,1,0
147,3,1110516,Choose the correct order of the events?,3,3,1
148,3,11105614,Choose the correct order of the events?,3,3,1
149,3,11105717,Choose the correct order of the events?,3,1,0
150,3,1110609,Choose the correct order of the events?,0,0,1
151,3,11106785,Choose the correct order of the events?,3,0,0
152,3,11107579,Choose the correct order of the events?,3,0,0
153,3,11107624,Choose the correct order of the events?,1,2,0
154,3,11107727,Choose the correct order of the events?,1,3,0
155,3,11107829,Choose the correct order of the events?,1,2,0
156,3,1111066,Choose the correct order of the events?,2,1,0
157,3,1111104,Choose the correct order of the events?,2,1,0
158,3,1111107,Choose the correct order of the events?,3,0,0
159,3,1111108,Choose the correct order of the events?,2,1,0
160,3,1111110,Choose the correct order of the events?,2,3,0
161,3,1111111,Choose the correct order of the events?,2,1,0
162,3,1111113,Choose the correct order of the events?,0,1,0
163,3,1111114,Choose the correct order of the events?,0,0,1
164,3,1111115,Choose the correct order of the events?,2,1,0
165,3,1111117,Choose the correct order of the events?,1,2,0
166,3,1111120,Choose the correct order of the events?,3,2,0
167,3,1111121,Choose the correct order of the events?,0,0,1
168,3,1111123,Choose the correct order of the events?,2,2,1
169,3,1111125,Choose the correct order of the events?,0,1,0
170,3,11111261,Choose the correct order of the events?,3,2,0
171,3,1111126,Choose the correct order of the events?,2,2,1
172,3,11111701,Choose the correct order of the events?,1,1,1
173,3,1111191,Choose the correct order of the events?,0,3,0
174,3,11112853,Choose the correct order of the events?,3,0,0
175,3,11112879,Choose the correct order of the events?,3,0,0
176,3,11112974,Choose the correct order of the events?,2,1,0
177,3,11113003,Choose the correct order of the events?,2,3,0
178,3,111135,Choose the correct order of the events?,3,1,0
179,3,11114080,Choose the correct order of the events?,2,1,0
180,3,1111448,Choose the correct order of the events?,2,1,0
181,3,11114673,Choose the correct order of the events?,2,1,0
182,3,11114736,Choose the correct order of the events?,3,1,0
183,3,11114739,Choose the correct order of the events?,3,2,0
184,3,11115007,Choose the correct order of the events?,2,3,0
185,3,1111556,Choose the correct order of the events?,0,0,1
186,3,1111640,Choose the correct order of the events?,2,1,0
187,3,1111641,Choose the correct order of the events?,0,3,0
188,3,11116452,Choose the correct order of the events?,3,0,0
189,3,11116758,Choose the correct order of the events?,0,3,0
190,3,1111678,Choose the correct order of the events?,0,3,0
191,3,11116844,Choose the correct order of the events?,1,3,0
192,3,11116873,Choose the correct order of the events?,3,2,0
193,3,11117276,Choose the correct order of the events?,3,2,0
194,3,1111757,Choose the correct order of the events?,3,3,1
195,3,1111782,Choose the correct order of the events?,2,1,0
196,3,1111816,Choose the correct order of the events?,0,1,0
197,3,11118330,Choose the correct order of the events?,0,0,1
198,3,11118463,Choose the correct order of the events?,3,1,0
199,3,11118468,Choose the correct order of the events?,1,1,1
200,3,11118541,Choose the correct order of the events?,1,1,1
201,3,11118722,Choose the correct order of the events?,2,1,0
202,3,1111990,Choose the correct order of the events?,2,1,0
203,3,1112072,Choose the correct order of the events?,3,3,1
204,3,11125365,Choose the correct order of the events?,0,3,0
205,3,11125514,Choose the correct order of the events?,2,1,0
206,3,11125557,Choose the correct order of the events?,2,0,0
207,3,11125691,Choose the correct order of the events?,0,1,0
208,3,11125785,Choose the correct order of the events?,1,1,1
209,3,11125893,Choose the correct order of the events?,1,1,1
