index,fileid,qid,question,origanswer,generatedanswer,correctness
0,24,8554580,Choose the correct order of the events?,1,1,1
1,24,855463,Choose the correct order of the events?,3,1,0
2,24,8554947,Choose the correct order of the events?,0,3,0
3,24,8555077,Choose the correct order of the events?,0,1,0
4,24,8555113,Choose the correct order of the events?,2,2,1
5,24,8555317,Choose the correct order of the events?,0,3,0
6,24,855542,Choose the correct order of the events?,0,2,0
7,24,8555879,Choose the correct order of the events?,1,1,1
8,24,8555894,Choose the correct order of the events?,0,0,1
9,24,8555971,Choose the correct order of the events?,2,0,0
10,24,8555976,Choose the correct order of the events?,1,1,1
11,24,855611,Choose the correct order of the events?,2,2,1
12,24,8556265,Choose the correct order of the events?,0,0,1
13,24,8556286,Choose the correct order of the events?,2,1,0
14,24,8556295,Choose the correct order of the events?,1,0,0
15,24,8556493,Choose the correct order of the events?,3,1,0
16,24,8556588,Choose the correct order of the events?,1,0,0
17,24,8556594,Choose the correct order of the events?,2,3,0
18,24,8556613,Choose the correct order of the events?,3,0,0
19,24,8556662,Choose the correct order of the events?,1,2,0
20,24,8556685,Choose the correct order of the events?,2,0,0
21,24,8556727,Choose the correct order of the events?,0,1,0
22,24,8556771,Choose the correct order of the events?,0,1,0
23,24,8556839,Choose the correct order of the events?,0,1,0
24,24,8556858,Choose the correct order of the events?,3,2,0
25,24,8557766,Choose the correct order of the events?,3,0,0
26,24,8557867,Choose the correct order of the events?,1,2,0
27,24,8558045,Choose the correct order of the events?,2,2,1
28,24,85581,Choose the correct order of the events?,1,1,1
29,24,8558428,Choose the correct order of the events?,1,1,1
30,24,85585,Choose the correct order of the events?,0,1,0
31,24,8558666,Choose the correct order of the events?,3,3,1
32,24,8558863,Choose the correct order of the events?,3,3,1
33,24,8559040,Choose the correct order of the events?,2,3,0
34,24,8559068,Choose the correct order of the events?,1,3,0
35,24,8559195,Choose the correct order of the events?,2,1,0
36,24,85591,Choose the correct order of the events?,3,2,0
37,24,8559202,Choose the correct order of the events?,3,2,0
38,24,8559224,Choose the correct order of the events?,3,0,0
39,24,8559302,Choose the correct order of the events?,1,2,0
40,24,8559303,Choose the correct order of the events?,0,3,0
41,24,8559329,Choose the correct order of the events?,0,0,1
42,24,8559330,Choose the correct order of the events?,2,3,0
43,24,8559360,Choose the correct order of the events?,0,0,1
44,24,8559363,Choose the correct order of the events?,3,0,0
45,24,8559383,Choose the correct order of the events?,1,0,0
46,24,8559388,Choose the correct order of the events?,3,0,0
47,24,8559400,Choose the correct order of the events?,1,2,0
48,24,8559491,Choose the correct order of the events?,0,0,1
49,24,8559568,Choose the correct order of the events?,0,3,0
50,24,855958,Choose the correct order of the events?,0,1,0
51,24,8559646,Choose the correct order of the events?,1,1,1
52,24,8559726,Choose the correct order of the events?,0,1,0
53,24,8560022,Choose the correct order of the events?,2,3,0
54,24,856002,Choose the correct order of the events?,2,1,0
55,24,8560052,Choose the correct order of the events?,3,3,1
56,24,8560107,Choose the correct order of the events?,2,2,1
57,24,8560221,Choose the correct order of the events?,3,2,0
58,24,8560234,Choose the correct order of the events?,2,0,0
59,24,8560241,Choose the correct order of the events?,2,1,0
60,24,8560284,Choose the correct order of the events?,2,2,1
61,24,8560354,Choose the correct order of the events?,2,0,0
62,24,8560610,Choose the correct order of the events?,2,0,0
63,24,8560785,Choose the correct order of the events?,0,2,0
64,24,8560845,Choose the correct order of the events?,3,1,0
