index,fileid,qid,question,origanswer,generatedanswer,correctness
0,4,11509812,Choose the correct order of the events?,0,1,0
1,4,11509843,Choose the correct order of the events?,2,0,0
2,4,115103,Choose the correct order of the events?,1,1,1
3,4,1151168,Choose the correct order of the events?,2,1,0
4,4,1151175,Choose the correct order of the events?,2,0,0
5,4,1151189,Choose the correct order of the events?,1,1,1
6,4,11512476,Choose the correct order of the events?,0,0,1
7,4,11512651,Choose the correct order of the events?,3,0,0
8,4,11512661,Choose the correct order of the events?,0,1,0
9,4,11512969,Choose the correct order of the events?,2,0,0
10,4,11513326,Choose the correct order of the events?,1,2,0
11,4,11513369,Choose the correct order of the events?,3,1,0
12,4,11513444,Choose the correct order of the events?,3,0,0
13,4,1151499,Choose the correct order of the events?,0,2,0
14,4,11514,Choose the correct order of the events?,0,2,0
15,4,1151576,Choose the correct order of the events?,3,1,0
16,4,11515790,Choose the correct order of the events?,1,1,1
17,4,1151581,Choose the correct order of the events?,0,1,0
18,4,1151584,Choose the correct order of the events?,1,1,1
19,4,1151585,Choose the correct order of the events?,1,0,0
20,4,11515873,Choose the correct order of the events?,0,3,0
21,4,1151587,Choose the correct order of the events?,3,2,0
22,4,1151588,Choose the correct order of the events?,2,3,0
23,4,11515895,Choose the correct order of the events?,0,2,0
24,4,1151589,Choose the correct order of the events?,1,2,0
25,4,1151590,Choose the correct order of the events?,0,3,0
26,4,1151594,Choose the correct order of the events?,3,0,0
27,4,1151595,Choose the correct order of the events?,3,2,0
28,4,1151596,Choose the correct order of the events?,2,2,1
29,4,1151599,Choose the correct order of the events?,3,2,0
30,4,1151600,Choose the correct order of the events?,1,2,0
31,4,1151601,Choose the correct order of the events?,0,3,0
32,4,1151603,Choose the correct order of the events?,3,3,1
33,4,1151604,Choose the correct order of the events?,3,1,0
34,4,1151605,Choose the correct order of the events?,2,3,0
35,4,11516112,Choose the correct order of the events?,1,3,0
36,4,11516137,Choose the correct order of the events?,1,0,0
37,4,11516388,Choose the correct order of the events?,2,3,0
38,4,11516554,Choose the correct order of the events?,0,3,0
39,4,11517429,Choose the correct order of the events?,3,0,0
40,4,11517446,Choose the correct order of the events?,1,2,0
41,4,1151769,Choose the correct order of the events?,2,3,0
42,4,11517723,Choose the correct order of the events?,2,1,0
43,4,11517938,Choose the correct order of the events?,2,2,1
44,4,11518181,Choose the correct order of the events?,1,0,0
45,4,11519857,Choose the correct order of the events?,2,2,1
46,4,1152001,Choose the correct order of the events?,1,2,0
47,4,11520182,Choose the correct order of the events?,3,3,1
48,4,115203,Choose the correct order of the events?,2,2,1
49,4,1152206,Choose the correct order of the events?,3,2,0
50,4,1152332,Choose the correct order of the events?,3,3,1
51,4,115236,Choose the correct order of the events?,3,3,1
52,4,1152397,Choose the correct order of the events?,1,2,0
53,4,11523989,Choose the correct order of the events?,3,0,0
54,4,11524263,Choose the correct order of the events?,1,3,0
55,4,11524433,Choose the correct order of the events?,2,0,0
56,4,11524491,Choose the correct order of the events?,1,0,0
57,4,11524540,Choose the correct order of the events?,3,2,0
58,4,11524598,Choose the correct order of the events?,2,1,0
59,4,1152481,Choose the correct order of the events?,0,0,1
60,4,115249,Choose the correct order of the events?,1,1,1
61,4,1152530,Choose the correct order of the events?,1,3,0
62,4,1152551,Choose the correct order of the events?,1,3,0
63,4,11525,Choose the correct order of the events?,2,3,0
64,4,1152624,Choose the correct order of the events?,3,1,0
65,4,11526470,Choose the correct order of the events?,0,2,0
66,4,1152654,Choose the correct order of the events?,1,3,0
67,4,1152655,Choose the correct order of the events?,2,2,1
68,4,1152656,Choose the correct order of the events?,3,1,0
69,4,1152657,Choose the correct order of the events?,3,1,0
70,4,1152658,Choose the correct order of the events?,1,0,0
71,4,1152661,Choose the correct order of the events?,3,3,1
72,4,1152663,Choose the correct order of the events?,0,3,0
73,4,1152666,Choose the correct order of the events?,0,3,0
74,4,1152669,Choose the correct order of the events?,1,1,1
75,4,11526727,Choose the correct order of the events?,1,2,0
76,4,1152673,Choose the correct order of the events?,2,3,0
77,4,11526981,Choose the correct order of the events?,3,3,1
78,4,11527074,Choose the correct order of the events?,0,0,1
79,4,11527310,Choose the correct order of the events?,3,2,0
80,4,11527411,Choose the correct order of the events?,1,0,0
81,4,1152786,Choose the correct order of the events?,3,1,0
82,4,11528900,Choose the correct order of the events?,0,1,0
83,4,11528947,Choose the correct order of the events?,1,2,0
84,4,1152918,Choose the correct order of the events?,2,3,0
85,4,1152929,Choose the correct order of the events?,1,2,0
86,4,11529362,Choose the correct order of the events?,3,2,0
87,4,11529402,Choose the correct order of the events?,2,3,0
88,4,11529599,Choose the correct order of the events?,3,1,0
89,4,11530333,Choose the correct order of the events?,3,1,0
