index,fileid,qid,question,origanswer,generatedanswer,correctness
0,7,1406060,Choose the correct order of the events?,3,2,0
1,7,1406061,Choose the correct order of the events?,3,3,1
2,7,1406062,Choose the correct order of the events?,0,3,0
3,7,1406144,Choose the correct order of the events?,3,2,0
4,7,1406145,Choose the correct order of the events?,0,1,0
5,7,1406146,Choose the correct order of the events?,0,3,0
6,7,1406147,Choose the correct order of the events?,3,1,0
7,7,1406148,Choose the correct order of the events?,1,2,0
8,7,140621,Choose the correct order of the events?,0,0,1
9,7,1406249,Choose the correct order of the events?,3,1,0
10,7,1406250,Choose the correct order of the events?,1,1,1
11,7,140633,Choose the correct order of the events?,3,3,1
12,7,1406349,Choose the correct order of the events?,2,1,0
13,7,1406351,Choose the correct order of the events?,0,0,1
14,7,1406638,Choose the correct order of the events?,3,0,0
15,7,1406678,Choose the correct order of the events?,0,1,0
16,7,1406681,Choose the correct order of the events?,2,3,0
17,7,1406802,Choose the correct order of the events?,0,0,1
18,7,1406803,Choose the correct order of the events?,0,3,0
19,7,1406804,Choose the correct order of the events?,3,2,0
20,7,1406805,Choose the correct order of the events?,3,1,0
21,7,1406825,Choose the correct order of the events?,0,1,0
22,7,1406944,Choose the correct order of the events?,1,0,0
23,7,1406945,Choose the correct order of the events?,3,0,0
24,7,1407074,Choose the correct order of the events?,0,3,0
25,7,1407077,Choose the correct order of the events?,1,2,0
26,7,1407079,Choose the correct order of the events?,0,1,0
27,7,1407183,Choose the correct order of the events?,3,2,0
28,7,14071,Choose the correct order of the events?,0,3,0
29,7,1407341,Choose the correct order of the events?,0,1,0
30,7,1407342,Choose the correct order of the events?,2,0,0
31,7,1407522,Choose the correct order of the events?,1,3,0
32,7,1407661,Choose the correct order of the events?,3,2,0
33,7,1407662,Choose the correct order of the events?,3,0,0
34,7,1407803,Choose the correct order of the events?,2,2,1
35,7,1407804,Choose the correct order of the events?,3,1,0
36,7,1407805,Choose the correct order of the events?,0,1,0
37,7,1407852,Choose the correct order of the events?,1,2,0
38,7,1408047,Choose the correct order of the events?,0,3,0
39,7,1408111,Choose the correct order of the events?,1,1,1
40,7,140831,Choose the correct order of the events?,3,2,0
41,7,140832,Choose the correct order of the events?,0,2,0
42,7,1408343,Choose the correct order of the events?,0,0,1
43,7,140846,Choose the correct order of the events?,1,2,0
44,7,140853,Choose the correct order of the events?,3,2,0
45,7,1408587,Choose the correct order of the events?,1,2,0
46,7,1408683,Choose the correct order of the events?,2,0,0
47,7,1408687,Choose the correct order of the events?,3,1,0
48,7,1408738,Choose the correct order of the events?,2,1,0
49,7,1408871,Choose the correct order of the events?,2,3,0
50,7,1408906,Choose the correct order of the events?,3,2,0
51,7,1408914,Choose the correct order of the events?,2,3,0
52,7,1408917,Choose the correct order of the events?,0,0,1
53,7,1408919,Choose the correct order of the events?,2,0,0
54,7,1408920,Choose the correct order of the events?,3,0,0
55,7,1409043,Choose the correct order of the events?,0,2,0
56,7,1409044,Choose the correct order of the events?,3,0,0
57,7,1409045,Choose the correct order of the events?,1,0,0
58,7,1409046,Choose the correct order of the events?,3,3,1
59,7,1409048,Choose the correct order of the events?,1,3,0
60,7,1409100,Choose the correct order of the events?,3,1,0
61,7,1409223,Choose the correct order of the events?,3,3,1
62,7,1409224,Choose the correct order of the events?,1,2,0
63,7,1409347,Choose the correct order of the events?,1,2,0
64,7,1409348,Choose the correct order of the events?,0,1,0
65,7,1409351,Choose the correct order of the events?,2,2,1
66,7,1409352,Choose the correct order of the events?,1,3,0
67,7,140941,Choose the correct order of the events?,1,3,0
68,7,1409470,Choose the correct order of the events?,2,3,0
69,7,1409473,Choose the correct order of the events?,0,2,0
70,7,1409474,Choose the correct order of the events?,3,2,0
71,7,1409616,Choose the correct order of the events?,0,3,0
72,7,1409617,Choose the correct order of the events?,0,1,0
73,7,1409649,Choose the correct order of the events?,0,3,0
74,7,140970,Choose the correct order of the events?,0,0,1
75,7,1409711,Choose the correct order of the events?,2,3,0
76,7,1409794,Choose the correct order of the events?,1,1,1
77,7,1409797,Choose the correct order of the events?,1,3,0
78,7,1409798,Choose the correct order of the events?,2,2,1
79,7,1409914,Choose the correct order of the events?,0,3,0
80,7,1409915,Choose the correct order of the events?,1,3,0
81,7,140997,Choose the correct order of the events?,1,1,1
82,7,1410079,Choose the correct order of the events?,0,2,0
83,7,1410080,Choose the correct order of the events?,0,1,0
84,7,1410082,Choose the correct order of the events?,3,2,0
85,7,1410118,Choose the correct order of the events?,3,3,1
86,7,1410307,Choose the correct order of the events?,3,0,0
87,7,1410308,Choose the correct order of the events?,2,1,0
88,7,1410425,Choose the correct order of the events?,2,3,0
89,7,1410426,Choose the correct order of the events?,0,0,1
90,7,1410427,Choose the correct order of the events?,3,2,0
91,7,1410545,Choose the correct order of the events?,2,3,0
92,7,1410546,Choose the correct order of the events?,1,0,0
93,7,1410640,Choose the correct order of the events?,3,3,1
94,7,1410641,Choose the correct order of the events?,1,3,0
95,7,1410797,Choose the correct order of the events?,0,3,0
96,7,1410798,Choose the correct order of the events?,3,2,0
97,7,1410799,Choose the correct order of the events?,3,1,0
98,7,1410800,Choose the correct order of the events?,2,3,0
99,7,1411247,Choose the correct order of the events?,3,3,1
100,7,1411248,Choose the correct order of the events?,2,1,0
101,7,1411249,Choose the correct order of the events?,0,3,0
102,7,1411268,Choose the correct order of the events?,3,0,0
103,7,1411284,Choose the correct order of the events?,0,2,0
104,7,1411302,Choose the correct order of the events?,2,2,1
105,7,14113,Choose the correct order of the events?,0,3,0
106,7,1411447,Choose the correct order of the events?,0,0,1
107,7,1411574,Choose the correct order of the events?,2,3,0
108,7,1411679,Choose the correct order of the events?,3,0,0
109,7,1411680,Choose the correct order of the events?,2,1,0
110,7,1411681,Choose the correct order of the events?,1,3,0
111,7,1411822,Choose the correct order of the events?,2,3,0
112,7,1412076,Choose the correct order of the events?,2,1,0
113,7,1412077,Choose the correct order of the events?,1,1,1
114,7,1412078,Choose the correct order of the events?,0,3,0
115,7,1412187,Choose the correct order of the events?,1,0,0
116,7,1412191,Choose the correct order of the events?,2,1,0
117,7,14121,Choose the correct order of the events?,0,0,1
118,7,1412309,Choose the correct order of the events?,1,0,0
119,7,141237,Choose the correct order of the events?,3,2,0
120,7,141238,Choose the correct order of the events?,2,3,0
121,7,1412562,Choose the correct order of the events?,3,3,1
122,7,1412660,Choose the correct order of the events?,3,2,0
123,7,1412849,Choose the correct order of the events?,0,2,0
