index,fileid,qid,question,origanswer,generatedanswer,correctness
0,11,216656,Choose the correct order of the events?,1,2,0
1,11,2166593,Choose the correct order of the events?,3,0,0
2,11,216659,Choose the correct order of the events?,0,3,0
3,11,2166945,Choose the correct order of the events?,3,1,0
4,11,2167133,Choose the correct order of the events?,1,0,0
5,11,2167309,Choose the correct order of the events?,2,1,0
6,11,2167326,Choose the correct order of the events?,1,2,0
7,11,2167499,Choose the correct order of the events?,3,1,0
8,11,2167524,Choose the correct order of the events?,2,1,0
9,11,2167527,Choose the correct order of the events?,3,3,1
10,11,216757,Choose the correct order of the events?,0,0,1
11,11,2167603,Choose the correct order of the events?,3,2,0
12,11,2167715,Choose the correct order of the events?,2,2,1
13,11,2167728,Choose the correct order of the events?,3,3,1
14,11,2167734,Choose the correct order of the events?,2,3,0
15,11,2167741,Choose the correct order of the events?,0,3,0
16,11,216775,Choose the correct order of the events?,2,0,0
17,11,2167770,Choose the correct order of the events?,0,1,0
18,11,2167875,Choose the correct order of the events?,2,2,1
19,11,2168169,Choose the correct order of the events?,2,3,0
20,11,2168359,Choose the correct order of the events?,1,2,0
21,11,2168926,Choose the correct order of the events?,1,3,0
22,11,216896,Choose the correct order of the events?,2,1,0
23,11,2169132,Choose the correct order of the events?,2,2,1
24,11,2169261,Choose the correct order of the events?,2,2,1
25,11,2169277,Choose the correct order of the events?,3,1,0
26,11,2169280,Choose the correct order of the events?,3,2,0
27,11,2169373,Choose the correct order of the events?,2,0,0
28,11,2169492,Choose the correct order of the events?,3,0,0
29,11,2169516,Choose the correct order of the events?,0,2,0
30,11,2169552,Choose the correct order of the events?,3,2,0
31,11,2169629,Choose the correct order of the events?,0,3,0
32,11,2170101,Choose the correct order of the events?,1,0,0
33,11,2170376,Choose the correct order of the events?,3,1,0
34,11,2170718,Choose the correct order of the events?,2,0,0
35,11,2171294,Choose the correct order of the events?,0,0,1
36,11,2171464,Choose the correct order of the events?,2,2,1
37,11,2171600,Choose the correct order of the events?,3,3,1
38,11,2171952,Choose the correct order of the events?,0,1,0
39,11,2172004,Choose the correct order of the events?,3,0,0
40,11,2172034,Choose the correct order of the events?,1,0,0
41,11,2172290,Choose the correct order of the events?,3,0,0
42,11,2172489,Choose the correct order of the events?,1,2,0
43,11,217257,Choose the correct order of the events?,1,0,0
44,11,2172699,Choose the correct order of the events?,2,1,0
45,11,2172905,Choose the correct order of the events?,0,3,0
46,11,2172920,Choose the correct order of the events?,1,0,0
47,11,2173008,Choose the correct order of the events?,3,0,0
48,11,217358,Choose the correct order of the events?,2,1,0
49,11,217365,Choose the correct order of the events?,3,1,0
50,11,2173956,Choose the correct order of the events?,3,0,0
51,11,217402,Choose the correct order of the events?,0,0,1
52,11,217404,Choose the correct order of the events?,1,3,0
53,11,2174442,Choose the correct order of the events?,0,2,0
54,11,2174455,Choose the correct order of the events?,2,2,1
55,11,2174697,Choose the correct order of the events?,2,0,0
56,11,2174785,Choose the correct order of the events?,0,1,0
57,11,2174959,Choose the correct order of the events?,1,3,0
58,11,21749,Choose the correct order of the events?,1,2,0
59,11,2175081,Choose the correct order of the events?,3,2,0
60,11,2175308,Choose the correct order of the events?,3,2,0
61,11,2175555,Choose the correct order of the events?,2,2,1
62,11,217597,Choose the correct order of the events?,1,2,0
63,11,2176092,Choose the correct order of the events?,1,1,1
64,11,2176431,Choose the correct order of the events?,3,0,0
65,11,217645,Choose the correct order of the events?,0,3,0
66,11,2176763,Choose the correct order of the events?,1,0,0
67,11,2176813,Choose the correct order of the events?,0,0,1
68,11,2177114,Choose the correct order of the events?,2,1,0
69,11,2177239,Choose the correct order of the events?,1,0,0
70,11,2177262,Choose the correct order of the events?,3,1,0
71,11,2177555,Choose the correct order of the events?,2,0,0
72,11,2178450,Choose the correct order of the events?,3,1,0
73,11,2178569,Choose the correct order of the events?,1,2,0
74,11,217879,Choose the correct order of the events?,3,1,0
75,11,2178967,Choose the correct order of the events?,0,2,0
76,11,21789,Choose the correct order of the events?,1,1,1
77,11,2179153,Choose the correct order of the events?,2,0,0
78,11,217933,Choose the correct order of the events?,1,2,0
79,11,217960,Choose the correct order of the events?,2,0,0
80,11,2179689,Choose the correct order of the events?,3,1,0
81,11,2179765,Choose the correct order of the events?,1,0,0
82,11,217983,Choose the correct order of the events?,2,0,0
83,11,217984,Choose the correct order of the events?,1,3,0
84,11,217993,Choose the correct order of the events?,2,3,0
85,11,218058,Choose the correct order of the events?,2,2,1
86,11,21805,Choose the correct order of the events?,1,3,0
87,11,2180837,Choose the correct order of the events?,3,0,0
88,11,2180875,Choose the correct order of the events?,2,1,0
89,11,218088,Choose the correct order of the events?,2,2,1
90,11,2180992,Choose the correct order of the events?,0,2,0
91,11,2181402,Choose the correct order of the events?,1,1,1
92,11,218163,Choose the correct order of the events?,0,0,1
93,11,2181691,Choose the correct order of the events?,1,2,0
94,11,2181763,Choose the correct order of the events?,2,3,0
95,11,2181870,Choose the correct order of the events?,0,0,1
96,11,218194,Choose the correct order of the events?,2,3,0
97,11,2182346,Choose the correct order of the events?,3,1,0
98,11,2182609,Choose the correct order of the events?,0,1,0
99,11,2182994,Choose the correct order of the events?,3,0,0
100,11,218320,Choose the correct order of the events?,0,2,0
101,11,2183954,Choose the correct order of the events?,1,3,0
102,11,2184046,Choose the correct order of the events?,1,3,0
103,11,218418,Choose the correct order of the events?,3,2,0
104,11,2184247,Choose the correct order of the events?,3,0,0
105,11,2184405,Choose the correct order of the events?,1,2,0
