index,fileid,qid,question,origanswer,generatedanswer,correctness
0,16,4535665,Choose the correct order of the events?,1,0,0
1,16,4535,Choose the correct order of the events?,3,2,0
2,16,4536010,Choose the correct order of the events?,2,0,0
3,16,45360,Choose the correct order of the events?,1,0,0
4,16,45362,Choose the correct order of the events?,0,0,1
5,16,45374,Choose the correct order of the events?,0,1,0
6,16,4538333,Choose the correct order of the events?,1,3,0
7,16,4538505,Choose the correct order of the events?,3,0,0
8,16,453860,Choose the correct order of the events?,0,2,0
9,16,45391,Choose the correct order of the events?,1,3,0
10,16,4539637,Choose the correct order of the events?,2,0,0
11,16,4539828,Choose the correct order of the events?,3,0,0
12,16,4540247,Choose the correct order of the events?,1,1,1
13,16,454031,Choose the correct order of the events?,0,1,0
14,16,4540348,Choose the correct order of the events?,2,3,0
15,16,4540590,Choose the correct order of the events?,0,2,0
16,16,454069,Choose the correct order of the events?,2,0,0
17,16,4540874,Choose the correct order of the events?,1,0,0
18,16,4541508,Choose the correct order of the events?,0,3,0
19,16,454164,Choose the correct order of the events?,0,3,0
20,16,454268,Choose the correct order of the events?,3,0,0
21,16,4542790,Choose the correct order of the events?,3,1,0
22,16,454414,Choose the correct order of the events?,2,3,0
23,16,4544216,Choose the correct order of the events?,2,3,0
24,16,454488,Choose the correct order of the events?,0,2,0
25,16,45451,Choose the correct order of the events?,3,1,0
26,16,4545352,Choose the correct order of the events?,2,2,1
27,16,4546886,Choose the correct order of the events?,1,2,0
28,16,45475,Choose the correct order of the events?,3,2,0
29,16,4547680,Choose the correct order of the events?,0,2,0
30,16,4547888,Choose the correct order of the events?,2,1,0
31,16,4547889,Choose the correct order of the events?,2,1,0
32,16,4548317,Choose the correct order of the events?,3,3,1
33,16,4548810,Choose the correct order of the events?,2,2,1
34,16,4548850,Choose the correct order of the events?,3,0,0
35,16,4549031,Choose the correct order of the events?,1,2,0
36,16,4549477,Choose the correct order of the events?,3,1,0
37,16,4549603,Choose the correct order of the events?,3,3,1
38,16,4549685,Choose the correct order of the events?,1,0,0
39,16,45496,Choose the correct order of the events?,1,2,0
40,16,454976,Choose the correct order of the events?,0,3,0
41,16,454989,Choose the correct order of the events?,1,1,1
42,16,4549905,Choose the correct order of the events?,3,1,0
43,16,454994,Choose the correct order of the events?,3,0,0
44,16,4550013,Choose the correct order of the events?,3,0,0
45,16,4550039,Choose the correct order of the events?,0,3,0
46,16,4550285,Choose the correct order of the events?,3,0,0
47,16,4550308,Choose the correct order of the events?,0,1,0
48,16,4550312,Choose the correct order of the events?,1,1,1
49,16,45506,Choose the correct order of the events?,3,0,0
50,16,4550940,Choose the correct order of the events?,3,0,0
51,16,4551051,Choose the correct order of the events?,0,0,1
52,16,4551429,Choose the correct order of the events?,2,3,0
53,16,4551993,Choose the correct order of the events?,0,3,0
54,16,4552045,Choose the correct order of the events?,3,1,0
55,16,45520,Choose the correct order of the events?,0,3,0
56,16,4552298,Choose the correct order of the events?,1,0,0
57,16,4552417,Choose the correct order of the events?,2,1,0
58,16,4552964,Choose the correct order of the events?,0,0,1
59,16,4553038,Choose the correct order of the events?,1,2,0
60,16,4553127,Choose the correct order of the events?,0,1,0
61,16,4553250,Choose the correct order of the events?,3,1,0
62,16,4553275,Choose the correct order of the events?,2,0,0
63,16,4553361,Choose the correct order of the events?,3,0,0
64,16,4553499,Choose the correct order of the events?,0,3,0
65,16,4553642,Choose the correct order of the events?,3,2,0
66,16,4553918,Choose the correct order of the events?,3,3,1
67,16,455401,Choose the correct order of the events?,2,0,0
68,16,4554236,Choose the correct order of the events?,3,2,0
69,16,4554442,Choose the correct order of the events?,0,0,1
70,16,4554464,Choose the correct order of the events?,3,0,0
71,16,4554609,Choose the correct order of the events?,3,0,0
72,16,4554,Choose the correct order of the events?,3,2,0
73,16,4555200,Choose the correct order of the events?,2,2,1
74,16,4556051,Choose the correct order of the events?,3,3,1
75,16,4556112,Choose the correct order of the events?,3,0,0
76,16,45561,Choose the correct order of the events?,0,1,0
77,16,4556224,Choose the correct order of the events?,0,1,0
78,16,45562,Choose the correct order of the events?,3,2,0
79,16,45563,Choose the correct order of the events?,1,0,0
80,16,4556427,Choose the correct order of the events?,3,2,0
81,16,455661,Choose the correct order of the events?,3,0,0
82,16,455669,Choose the correct order of the events?,1,2,0
83,16,4556849,Choose the correct order of the events?,2,1,0
84,16,4556994,Choose the correct order of the events?,0,2,0
85,16,4557545,Choose the correct order of the events?,3,2,0
86,16,4557557,Choose the correct order of the events?,1,2,0
87,16,4557659,Choose the correct order of the events?,1,1,1
88,16,4557871,Choose the correct order of the events?,1,1,1
89,16,4558101,Choose the correct order of the events?,1,3,0
90,16,45581,Choose the correct order of the events?,0,0,1
91,16,4558253,Choose the correct order of the events?,2,0,0
92,16,45585,Choose the correct order of the events?,0,1,0
93,16,45587,Choose the correct order of the events?,1,2,0
94,16,4559005,Choose the correct order of the events?,0,3,0
95,16,456037,Choose the correct order of the events?,2,3,0
96,16,4560406,Choose the correct order of the events?,2,2,1
97,16,4560665,Choose the correct order of the events?,1,2,0
98,16,45606,Choose the correct order of the events?,0,1,0
99,16,4560755,Choose the correct order of the events?,0,3,0
100,16,4560813,Choose the correct order of the events?,3,1,0
101,16,4561337,Choose the correct order of the events?,2,1,0
102,16,4561354,Choose the correct order of the events?,1,3,0
