index,fileid,qid,question,origanswer,generatedanswer,correctness
0,23,8250863,Choose the correct order of the events?,1,1,1
1,23,8251118,Choose the correct order of the events?,2,0,0
2,23,8251122,Choose the correct order of the events?,2,2,1
3,23,8251127,Choose the correct order of the events?,3,1,0
4,23,8251306,Choose the correct order of the events?,3,0,0
5,23,8251314,Choose the correct order of the events?,1,3,0
6,23,82514,Choose the correct order of the events?,1,3,0
7,23,8251586,Choose the correct order of the events?,0,0,1
8,23,8251646,Choose the correct order of the events?,1,2,0
9,23,8251656,Choose the correct order of the events?,1,1,1
10,23,8251891,Choose the correct order of the events?,3,1,0
11,23,8251913,Choose the correct order of the events?,2,0,0
12,23,8252178,Choose the correct order of the events?,1,2,0
13,23,8252215,Choose the correct order of the events?,2,3,0
14,23,8252276,Choose the correct order of the events?,3,2,0
15,23,8252357,Choose the correct order of the events?,1,1,1
16,23,8252412,Choose the correct order of the events?,2,0,0
17,23,8252454,Choose the correct order of the events?,0,3,0
18,23,8252751,Choose the correct order of the events?,3,0,0
19,23,8253025,Choose the correct order of the events?,2,2,1
20,23,825341,Choose the correct order of the events?,1,0,0
21,23,8254010,Choose the correct order of the events?,1,0,0
22,23,8254178,Choose the correct order of the events?,1,1,1
23,23,8254622,Choose the correct order of the events?,0,3,0
24,23,8254634,Choose the correct order of the events?,3,3,1
25,23,825463,Choose the correct order of the events?,3,2,0
26,23,8254663,Choose the correct order of the events?,0,1,0
27,23,8254706,Choose the correct order of the events?,1,1,1
28,23,8254716,Choose the correct order of the events?,0,0,1
29,23,8254743,Choose the correct order of the events?,1,1,1
30,23,8254790,Choose the correct order of the events?,0,2,0
31,23,8254799,Choose the correct order of the events?,0,0,1
32,23,8255012,Choose the correct order of the events?,2,1,0
33,23,8255134,Choose the correct order of the events?,2,3,0
34,23,8255217,Choose the correct order of the events?,3,0,0
35,23,8255234,Choose the correct order of the events?,2,0,0
36,23,8255241,Choose the correct order of the events?,0,0,1
37,23,8255244,Choose the correct order of the events?,0,0,1
38,23,8255251,Choose the correct order of the events?,2,0,0
39,23,8255285,Choose the correct order of the events?,0,2,0
40,23,8255300,Choose the correct order of the events?,2,3,0
41,23,8255393,Choose the correct order of the events?,1,1,1
42,23,8255509,Choose the correct order of the events?,0,0,1
43,23,825568,Choose the correct order of the events?,1,2,0
44,23,8255941,Choose the correct order of the events?,0,3,0
45,23,825626,Choose the correct order of the events?,0,2,0
46,23,825656,Choose the correct order of the events?,0,1,0
47,23,8256979,Choose the correct order of the events?,2,0,0
48,23,8256982,Choose the correct order of the events?,2,3,0
49,23,825714,Choose the correct order of the events?,0,2,0
50,23,8257233,Choose the correct order of the events?,1,2,0
51,23,8257829,Choose the correct order of the events?,1,3,0
52,23,8257921,Choose the correct order of the events?,1,1,1
53,23,8257979,Choose the correct order of the events?,2,3,0
54,23,8257991,Choose the correct order of the events?,3,2,0
55,23,8258055,Choose the correct order of the events?,0,3,0
56,23,8258089,Choose the correct order of the events?,0,0,1
57,23,8258110,Choose the correct order of the events?,3,1,0
58,23,8258180,Choose the correct order of the events?,3,3,1
59,23,8258184,Choose the correct order of the events?,2,2,1
60,23,8258408,Choose the correct order of the events?,1,2,0
61,23,8258409,Choose the correct order of the events?,3,2,0
62,23,8258411,Choose the correct order of the events?,0,0,1
63,23,8258443,Choose the correct order of the events?,0,2,0
64,23,8258493,Choose the correct order of the events?,0,3,0
65,23,8258516,Choose the correct order of the events?,1,2,0
66,23,8258541,Choose the correct order of the events?,3,1,0
67,23,82585,Choose the correct order of the events?,0,0,1
68,23,8258631,Choose the correct order of the events?,2,1,0
69,23,8258642,Choose the correct order of the events?,1,3,0
70,23,8258766,Choose the correct order of the events?,3,0,0
71,23,8258792,Choose the correct order of the events?,0,2,0
72,23,8258846,Choose the correct order of the events?,0,0,1
73,23,8258872,Choose the correct order of the events?,1,2,0
74,23,8259034,Choose the correct order of the events?,1,3,0
75,23,8259241,Choose the correct order of the events?,1,0,0
76,23,8259576,Choose the correct order of the events?,2,3,0
77,23,8259581,Choose the correct order of the events?,2,0,0
78,23,8259603,Choose the correct order of the events?,1,3,0
79,23,8259644,Choose the correct order of the events?,3,0,0
80,23,8259674,Choose the correct order of the events?,0,0,1
81,23,8259686,Choose the correct order of the events?,1,2,0
82,23,8259877,Choose the correct order of the events?,1,2,0
83,23,8259883,Choose the correct order of the events?,2,0,0
84,23,8259890,Choose the correct order of the events?,0,0,1
85,23,8260004,Choose the correct order of the events?,3,3,1
86,23,826006,Choose the correct order of the events?,2,0,0
87,23,8260083,Choose the correct order of the events?,3,1,0
88,23,8260087,Choose the correct order of the events?,2,3,0
89,23,8260177,Choose the correct order of the events?,3,3,1
90,23,8260245,Choose the correct order of the events?,2,0,0
91,23,826030,Choose the correct order of the events?,1,3,0
92,23,8260364,Choose the correct order of the events?,2,1,0
93,23,8260397,Choose the correct order of the events?,0,1,0
94,23,8260399,Choose the correct order of the events?,0,1,0
95,23,8260404,Choose the correct order of the events?,0,2,0
96,23,8260411,Choose the correct order of the events?,0,1,0
97,23,8260419,Choose the correct order of the events?,3,3,1
98,23,8260474,Choose the correct order of the events?,0,3,0
99,23,8260498,Choose the correct order of the events?,0,2,0
100,23,8260626,Choose the correct order of the events?,1,1,1
101,23,8260708,Choose the correct order of the events?,1,3,0
102,23,826219,Choose the correct order of the events?,0,2,0
103,23,8263075,Choose the correct order of the events?,3,3,1
104,23,8263785,Choose the correct order of the events?,0,0,1
105,23,8263852,Choose the correct order of the events?,3,0,0
106,23,8264156,Choose the correct order of the events?,0,2,0
107,23,8264178,Choose the correct order of the events?,2,1,0
108,23,8264192,Choose the correct order of the events?,0,3,0
109,23,8264227,Choose the correct order of the events?,1,1,1
110,23,8264724,Choose the correct order of the events?,1,0,0
111,23,8264734,Choose the correct order of the events?,3,3,1
112,23,8264740,Choose the correct order of the events?,2,3,0
113,23,826477,Choose the correct order of the events?,3,2,0
114,23,8265004,Choose the correct order of the events?,3,0,0
115,23,826543,Choose the correct order of the events?,3,2,0
116,23,826552,Choose the correct order of the events?,2,1,0
117,23,8266528,Choose the correct order of the events?,0,0,1
118,23,8266594,Choose the correct order of the events?,3,1,0
119,23,8266746,Choose the correct order of the events?,0,1,0
120,23,8266889,Choose the correct order of the events?,3,3,1
