index,fileid,qid,question,origanswer,generatedanswer,correctness
0,20,668600,Choose the correct order of the events?,2,1,0
1,20,668602,Choose the correct order of the events?,1,0,0
2,20,668654,Choose the correct order of the events?,0,1,0
3,20,668676,Choose the correct order of the events?,0,0,1
4,20,668690,Choose the correct order of the events?,2,3,0
5,20,6686956,Choose the correct order of the events?,3,3,1
6,20,6687563,Choose the correct order of the events?,2,1,0
7,20,6687606,Choose the correct order of the events?,3,0,0
8,20,6687611,Choose the correct order of the events?,2,0,0
9,20,6687623,Choose the correct order of the events?,1,1,1
10,20,6687653,Choose the correct order of the events?,2,0,0
11,20,6687701,Choose the correct order of the events?,1,1,1
12,20,6687953,Choose the correct order of the events?,1,3,0
13,20,6688144,Choose the correct order of the events?,2,0,0
14,20,6688529,Choose the correct order of the events?,3,2,0
15,20,6688673,Choose the correct order of the events?,1,2,0
16,20,6688926,Choose the correct order of the events?,1,1,1
17,20,6688941,Choose the correct order of the events?,1,2,0
18,20,6688947,Choose the correct order of the events?,1,2,0
19,20,6689022,Choose the correct order of the events?,3,1,0
20,20,668942,Choose the correct order of the events?,3,0,0
21,20,668959,Choose the correct order of the events?,0,3,0
22,20,668961,Choose the correct order of the events?,1,2,0
23,20,669011,Choose the correct order of the events?,1,1,1
24,20,6690205,Choose the correct order of the events?,2,2,1
25,20,66903,Choose the correct order of the events?,0,2,0
26,20,669055,Choose the correct order of the events?,0,2,0
27,20,669070,Choose the correct order of the events?,0,0,1
28,20,669079,Choose the correct order of the events?,1,3,0
29,20,6691046,Choose the correct order of the events?,1,0,0
30,20,669104,Choose the correct order of the events?,0,1,0
31,20,6691673,Choose the correct order of the events?,1,2,0
32,20,6691833,Choose the correct order of the events?,1,2,0
33,20,669209,Choose the correct order of the events?,3,0,0
34,20,669273,Choose the correct order of the events?,2,3,0
35,20,669301,Choose the correct order of the events?,0,2,0
36,20,6693139,Choose the correct order of the events?,3,0,0
37,20,669314,Choose the correct order of the events?,2,0,0
38,20,669325,Choose the correct order of the events?,1,2,0
39,20,669351,Choose the correct order of the events?,3,0,0
40,20,6694133,Choose the correct order of the events?,3,2,0
41,20,6694145,Choose the correct order of the events?,3,0,0
42,20,6694232,Choose the correct order of the events?,2,2,1
