index,fileid,qid,question,origanswer,generatedanswer,correctness
0,6,1340301,Choose the correct order of the events?,1,3,0
1,6,1340367,Choose the correct order of the events?,1,0,0
2,6,1340414,Choose the correct order of the events?,1,0,0
3,6,1340426,Choose the correct order of the events?,1,0,0
4,6,1340428,Choose the correct order of the events?,3,0,0
5,6,1340504,Choose the correct order of the events?,0,2,0
6,6,1340508,Choose the correct order of the events?,3,2,0
7,6,134051,Choose the correct order of the events?,2,2,1
8,6,1340550,Choose the correct order of the events?,1,0,0
9,6,1340552,Choose the correct order of the events?,3,3,1
10,6,1340610,Choose the correct order of the events?,2,0,0
11,6,1340653,Choose the correct order of the events?,1,3,0
12,6,1340681,Choose the correct order of the events?,3,1,0
13,6,1340707,Choose the correct order of the events?,2,1,0
14,6,1340738,Choose the correct order of the events?,2,2,1
15,6,1340750,Choose the correct order of the events?,1,3,0
16,6,1340789,Choose the correct order of the events?,3,1,0
17,6,1340981,Choose the correct order of the events?,0,2,0
18,6,1340982,Choose the correct order of the events?,2,1,0
19,6,1341005,Choose the correct order of the events?,0,1,0
20,6,1341008,Choose the correct order of the events?,2,0,0
21,6,1341050,Choose the correct order of the events?,2,3,0
22,6,1341109,Choose the correct order of the events?,2,0,0
23,6,1341193,Choose the correct order of the events?,0,2,0
24,6,1341211,Choose the correct order of the events?,0,1,0
25,6,1341256,Choose the correct order of the events?,0,0,1
26,6,1341258,Choose the correct order of the events?,2,3,0
27,6,1341296,Choose the correct order of the events?,3,0,0
28,6,1341558,Choose the correct order of the events?,3,1,0
29,6,1341651,Choose the correct order of the events?,1,1,1
30,6,1341690,Choose the correct order of the events?,3,1,0
31,6,1341700,Choose the correct order of the events?,2,3,0
32,6,1341717,Choose the correct order of the events?,2,2,1
33,6,1341723,Choose the correct order of the events?,2,0,0
34,6,1341729,Choose the correct order of the events?,0,0,1
35,6,1341730,Choose the correct order of the events?,1,3,0
36,6,1341767,Choose the correct order of the events?,2,2,1
37,6,1341769,Choose the correct order of the events?,1,1,1
38,6,1341789,Choose the correct order of the events?,3,2,0
39,6,1341907,Choose the correct order of the events?,2,0,0
40,6,1341914,Choose the correct order of the events?,2,0,0
41,6,1341915,Choose the correct order of the events?,3,1,0
42,6,1341961,Choose the correct order of the events?,3,1,0
43,6,1341974,Choose the correct order of the events?,0,0,1
44,6,1342022,Choose the correct order of the events?,1,3,0
45,6,1342024,Choose the correct order of the events?,2,1,0
46,6,1342093,Choose the correct order of the events?,3,1,0
47,6,1342094,Choose the correct order of the events?,0,2,0
48,6,1342117,Choose the correct order of the events?,0,2,0
49,6,1342122,Choose the correct order of the events?,1,2,0
50,6,1342124,Choose the correct order of the events?,1,2,0
51,6,1342147,Choose the correct order of the events?,3,1,0
52,6,1342180,Choose the correct order of the events?,1,2,0
53,6,1342181,Choose the correct order of the events?,3,2,0
54,6,1342187,Choose the correct order of the events?,0,1,0
55,6,134218,Choose the correct order of the events?,2,2,1
