index,fileid,qid,question,origanswer,generatedanswer,correctness
0,8,1532583,Choose the correct order of the events?,3,2,0
1,8,1532657,Choose the correct order of the events?,0,3,0
2,8,1532658,Choose the correct order of the events?,1,0,0
3,8,1532687,Choose the correct order of the events?,3,2,0
4,8,1532703,Choose the correct order of the events?,1,2,0
5,8,1532704,Choose the correct order of the events?,0,3,0
6,8,1532759,Choose the correct order of the events?,0,0,1
7,8,1532799,Choose the correct order of the events?,3,0,0
8,8,153284,Choose the correct order of the events?,1,0,0
9,8,1532887,Choose the correct order of the events?,2,2,1
10,8,153296,Choose the correct order of the events?,1,0,0
11,8,1532984,Choose the correct order of the events?,1,0,0
12,8,1532985,Choose the correct order of the events?,3,2,0
13,8,1533052,Choose the correct order of the events?,2,0,0
14,8,1533073,Choose the correct order of the events?,3,3,1
15,8,1533106,Choose the correct order of the events?,3,3,1
16,8,1533141,Choose the correct order of the events?,1,3,0
17,8,1533142,Choose the correct order of the events?,0,3,0
18,8,1533170,Choose the correct order of the events?,2,0,0
19,8,1533173,Choose the correct order of the events?,2,0,0
20,8,1533197,Choose the correct order of the events?,2,3,0
21,8,1533224,Choose the correct order of the events?,2,2,1
22,8,1533409,Choose the correct order of the events?,2,3,0
23,8,1533612,Choose the correct order of the events?,3,3,1
24,8,1533734,Choose the correct order of the events?,2,2,1
25,8,1533823,Choose the correct order of the events?,3,1,0
26,8,1533856,Choose the correct order of the events?,3,1,0
27,8,153392,Choose the correct order of the events?,2,0,0
28,8,1533947,Choose the correct order of the events?,2,3,0
29,8,1533955,Choose the correct order of the events?,1,0,0
30,8,1533958,Choose the correct order of the events?,0,1,0
31,8,1533972,Choose the correct order of the events?,2,3,0
32,8,1533996,Choose the correct order of the events?,2,1,0
33,8,1533997,Choose the correct order of the events?,0,3,0
34,8,1534096,Choose the correct order of the events?,3,3,1
35,8,1534113,Choose the correct order of the events?,1,0,0
36,8,1534139,Choose the correct order of the events?,2,2,1
37,8,1534140,Choose the correct order of the events?,0,3,0
38,8,1534445,Choose the correct order of the events?,1,2,0
39,8,1534476,Choose the correct order of the events?,0,3,0
