index,fileid,qid,question,origanswer,generatedanswer,correctness
0,13,290976,Choose the correct order of the events?,2,3,0
1,13,2909853,Choose the correct order of the events?,0,1,0
2,13,2910014,Choose the correct order of the events?,0,1,0
3,13,2910197,Choose the correct order of the events?,1,1,1
4,13,2910347,Choose the correct order of the events?,0,3,0
5,13,2910868,Choose the correct order of the events?,1,1,1
6,13,291088,Choose the correct order of the events?,0,0,1
7,13,291090,Choose the correct order of the events?,2,3,0
8,13,291166,Choose the correct order of the events?,1,2,0
9,13,29122,Choose the correct order of the events?,3,3,1
10,13,2912397,Choose the correct order of the events?,0,3,0
11,13,2913287,Choose the correct order of the events?,0,1,0
12,13,2913554,Choose the correct order of the events?,2,3,0
13,13,2913585,Choose the correct order of the events?,2,1,0
14,13,2913627,Choose the correct order of the events?,2,2,1
15,13,291400,Choose the correct order of the events?,2,2,1
16,13,291423,Choose the correct order of the events?,3,2,0
17,13,291432,Choose the correct order of the events?,3,0,0
18,13,2914959,Choose the correct order of the events?,1,3,0
19,13,2914977,Choose the correct order of the events?,3,3,1
20,13,291509,Choose the correct order of the events?,1,1,1
21,13,29156,Choose the correct order of the events?,3,1,0
22,13,291610,Choose the correct order of the events?,1,0,0
23,13,291613,Choose the correct order of the events?,1,1,1
24,13,2916725,Choose the correct order of the events?,2,3,0
25,13,291677,Choose the correct order of the events?,1,0,0
26,13,2917514,Choose the correct order of the events?,3,1,0
27,13,291772,Choose the correct order of the events?,1,0,0
28,13,2917986,Choose the correct order of the events?,3,1,0
29,13,29181,Choose the correct order of the events?,3,2,0
30,13,29182,Choose the correct order of the events?,0,2,0
31,13,29185,Choose the correct order of the events?,1,0,0
32,13,2919422,Choose the correct order of the events?,0,3,0
33,13,2919732,Choose the correct order of the events?,1,1,1
34,13,291989,Choose the correct order of the events?,0,0,1
35,13,291995,Choose the correct order of the events?,0,2,0
36,13,2919965,Choose the correct order of the events?,3,2,0
37,13,292043,Choose the correct order of the events?,1,1,1
38,13,2920478,Choose the correct order of the events?,2,3,0
39,13,29204,Choose the correct order of the events?,2,1,0
40,13,292057,Choose the correct order of the events?,0,3,0
41,13,2920741,Choose the correct order of the events?,1,3,0
42,13,292217,Choose the correct order of the events?,2,1,0
43,13,2922702,Choose the correct order of the events?,3,0,0
44,13,292285,Choose the correct order of the events?,3,2,0
45,13,29230,Choose the correct order of the events?,2,1,0
46,13,2923398,Choose the correct order of the events?,0,1,0
47,13,2925398,Choose the correct order of the events?,2,2,1
48,13,2925599,Choose the correct order of the events?,2,2,1
49,13,2925707,Choose the correct order of the events?,3,1,0
50,13,2925722,Choose the correct order of the events?,0,0,1
51,13,2926029,Choose the correct order of the events?,0,0,1
52,13,2926062,Choose the correct order of the events?,0,0,1
53,13,292610,Choose the correct order of the events?,3,3,1
54,13,29262,Choose the correct order of the events?,2,3,0
55,13,2926473,Choose the correct order of the events?,2,1,0
56,13,2926956,Choose the correct order of the events?,1,2,0
57,13,292712,Choose the correct order of the events?,2,0,0
58,13,2927896,Choose the correct order of the events?,2,2,1
59,13,2928608,Choose the correct order of the events?,3,1,0
60,13,2929590,Choose the correct order of the events?,1,0,0
61,13,2929956,Choose the correct order of the events?,1,1,1
62,13,2930004,Choose the correct order of the events?,1,0,0
63,13,29301,Choose the correct order of the events?,3,3,1
64,13,2930927,Choose the correct order of the events?,1,1,1
65,13,2930969,Choose the correct order of the events?,0,2,0
66,13,2930975,Choose the correct order of the events?,2,1,0
67,13,2930981,Choose the correct order of the events?,1,3,0
68,13,2930988,Choose the correct order of the events?,1,3,0
69,13,2930990,Choose the correct order of the events?,2,2,1
70,13,2930992,Choose the correct order of the events?,1,0,0
71,13,2931004,Choose the correct order of the events?,2,1,0
72,13,2931006,Choose the correct order of the events?,2,0,0
73,13,2931007,Choose the correct order of the events?,3,3,1
74,13,2931016,Choose the correct order of the events?,2,1,0
75,13,2931157,Choose the correct order of the events?,0,0,1
76,13,2931178,Choose the correct order of the events?,1,3,0
77,13,2931228,Choose the correct order of the events?,0,0,1
78,13,293131,Choose the correct order of the events?,0,0,1
79,13,2931645,Choose the correct order of the events?,1,3,0
80,13,2932108,Choose the correct order of the events?,2,1,0
81,13,2932814,Choose the correct order of the events?,2,3,0
82,13,2933069,Choose the correct order of the events?,2,3,0
83,13,293359,Choose the correct order of the events?,2,1,0
84,13,2933699,Choose the correct order of the events?,2,3,0
85,13,2933702,Choose the correct order of the events?,1,0,0
86,13,293376,Choose the correct order of the events?,0,3,0
87,13,293377,Choose the correct order of the events?,1,1,1
88,13,2934019,Choose the correct order of the events?,3,0,0
89,13,2934025,Choose the correct order of the events?,1,0,0
90,13,2934109,Choose the correct order of the events?,3,2,0
91,13,293410,Choose the correct order of the events?,2,1,0
92,13,2934441,Choose the correct order of the events?,0,1,0
93,13,2934481,Choose the correct order of the events?,1,1,1
94,13,2934856,Choose the correct order of the events?,1,1,1
95,13,293588,Choose the correct order of the events?,1,3,0
96,13,293646,Choose the correct order of the events?,1,3,0
97,13,2936693,Choose the correct order of the events?,2,1,0
98,13,293683,Choose the correct order of the events?,0,1,0
99,13,2936852,Choose the correct order of the events?,3,1,0
100,13,2937395,Choose the correct order of the events?,1,0,0
101,13,29374,Choose the correct order of the events?,0,1,0
102,13,2937899,Choose the correct order of the events?,0,0,1
103,13,293816,Choose the correct order of the events?,2,0,0
104,13,2938692,Choose the correct order of the events?,2,3,0
105,13,293870,Choose the correct order of the events?,2,3,0
106,13,2938714,Choose the correct order of the events?,2,1,0
107,13,2938,Choose the correct order of the events?,2,3,0
108,13,2939191,Choose the correct order of the events?,3,3,1
109,13,2939648,Choose the correct order of the events?,0,0,1
110,13,2939733,Choose the correct order of the events?,2,0,0
111,13,293973,Choose the correct order of the events?,2,3,0
112,13,2940322,Choose the correct order of the events?,2,3,0
113,13,2940696,Choose the correct order of the events?,1,0,0
114,13,294083,Choose the correct order of the events?,1,1,1
115,13,2940,Choose the correct order of the events?,1,2,0
116,13,294135,Choose the correct order of the events?,3,1,0
117,13,2941392,Choose the correct order of the events?,2,3,0
118,13,29413,Choose the correct order of the events?,3,0,0
119,13,2941709,Choose the correct order of the events?,3,0,0
120,13,2941858,Choose the correct order of the events?,0,1,0
121,13,2942017,Choose the correct order of the events?,0,0,1
122,13,2942252,Choose the correct order of the events?,1,2,0
123,13,294252,Choose the correct order of the events?,1,3,0
124,13,294263,Choose the correct order of the events?,2,2,1
