index,fileid,qid,question,origanswer,generatedanswer,correctness
0,19,6051518,Choose the correct order of the events?,3,3,1
1,19,605182,Choose the correct order of the events?,2,1,0
2,19,60518,Choose the correct order of the events?,3,3,1
3,19,6052311,Choose the correct order of the events?,0,1,0
4,19,60533,Choose the correct order of the events?,1,0,0
5,19,6053672,Choose the correct order of the events?,2,0,0
6,19,605440,Choose the correct order of the events?,1,3,0
7,19,605709,Choose the correct order of the events?,2,3,0
8,19,60593,Choose the correct order of the events?,2,0,0
9,19,6060478,Choose the correct order of the events?,1,1,1
10,19,606050,Choose the correct order of the events?,3,1,0
11,19,606055,Choose the correct order of the events?,0,0,1
12,19,606068,Choose the correct order of the events?,1,2,0
13,19,6062567,Choose the correct order of the events?,2,2,1
14,19,606326,Choose the correct order of the events?,3,0,0
15,19,60636,Choose the correct order of the events?,3,0,0
16,19,606386,Choose the correct order of the events?,2,3,0
17,19,606415,Choose the correct order of the events?,0,0,1
18,19,6065296,Choose the correct order of the events?,1,0,0
19,19,6065,Choose the correct order of the events?,1,2,0
20,19,6066072,Choose the correct order of the events?,3,0,0
21,19,606611,Choose the correct order of the events?,2,3,0
22,19,6066355,Choose the correct order of the events?,3,3,1
23,19,6066,Choose the correct order of the events?,0,1,0
24,19,606779,Choose the correct order of the events?,1,2,0
25,19,60683,Choose the correct order of the events?,2,1,0
26,19,6068499,Choose the correct order of the events?,1,3,0
27,19,6068541,Choose the correct order of the events?,0,1,0
28,19,6069246,Choose the correct order of the events?,0,2,0
29,19,6069261,Choose the correct order of the events?,1,0,0
30,19,6069277,Choose the correct order of the events?,3,2,0
31,19,606928,Choose the correct order of the events?,3,1,0
32,19,6069514,Choose the correct order of the events?,0,1,0
33,19,6069653,Choose the correct order of the events?,1,0,0
34,19,6069761,Choose the correct order of the events?,1,2,0
35,19,6071523,Choose the correct order of the events?,0,0,1
36,19,6071629,Choose the correct order of the events?,3,2,0
37,19,6072613,Choose the correct order of the events?,3,0,0
38,19,6072,Choose the correct order of the events?,2,1,0
39,19,6074065,Choose the correct order of the events?,3,1,0
40,19,6074102,Choose the correct order of the events?,1,1,1
41,19,6074104,Choose the correct order of the events?,3,2,0
42,19,6074111,Choose the correct order of the events?,3,2,0
43,19,6074118,Choose the correct order of the events?,0,3,0
44,19,6074599,Choose the correct order of the events?,0,1,0
45,19,607515,Choose the correct order of the events?,2,0,0
46,19,6075307,Choose the correct order of the events?,2,0,0
47,19,607676,Choose the correct order of the events?,0,2,0
48,19,6076,Choose the correct order of the events?,3,3,1
49,19,607708,Choose the correct order of the events?,3,0,0
50,19,6077124,Choose the correct order of the events?,3,0,0
51,19,6077484,Choose the correct order of the events?,3,1,0
52,19,6077558,Choose the correct order of the events?,0,0,1
53,19,6078944,Choose the correct order of the events?,3,1,0
54,19,607956,Choose the correct order of the events?,2,2,1
55,19,6079580,Choose the correct order of the events?,3,3,1
56,19,607986,Choose the correct order of the events?,3,2,0
57,19,608064,Choose the correct order of the events?,1,1,1
58,19,608109,Choose the correct order of the events?,3,1,0
59,19,6081810,Choose the correct order of the events?,2,2,1
60,19,6081835,Choose the correct order of the events?,3,2,0
61,19,6082035,Choose the correct order of the events?,1,2,0
62,19,6082948,Choose the correct order of the events?,1,2,0
63,19,6082992,Choose the correct order of the events?,1,2,0
64,19,6083007,Choose the correct order of the events?,2,2,1
65,19,608322,Choose the correct order of the events?,3,0,0
66,19,6083712,Choose the correct order of the events?,2,0,0
67,19,608414,Choose the correct order of the events?,3,2,0
68,19,6084628,Choose the correct order of the events?,2,3,0
69,19,6084998,Choose the correct order of the events?,2,3,0
70,19,608525,Choose the correct order of the events?,2,3,0
71,19,608554,Choose the correct order of the events?,2,3,0
72,19,608654,Choose the correct order of the events?,1,1,1
73,19,608886,Choose the correct order of the events?,2,1,0
74,19,608932,Choose the correct order of the events?,0,0,1
75,19,608941,Choose the correct order of the events?,3,2,0
76,19,608961,Choose the correct order of the events?,1,1,1
77,19,608999,Choose the correct order of the events?,0,0,1
78,19,6090459,Choose the correct order of the events?,2,1,0
79,19,609056,Choose the correct order of the events?,0,3,0
80,19,6090623,Choose the correct order of the events?,1,3,0
81,19,609066,Choose the correct order of the events?,2,3,0
82,19,6090935,Choose the correct order of the events?,1,1,1
83,19,609163,Choose the correct order of the events?,2,2,1
84,19,6091,Choose the correct order of the events?,1,1,1
85,19,6092931,Choose the correct order of the events?,1,3,0
86,19,609322,Choose the correct order of the events?,2,0,0
87,19,609458,Choose the correct order of the events?,0,3,0
88,19,6094740,Choose the correct order of the events?,1,0,0
89,19,6094982,Choose the correct order of the events?,1,0,0
90,19,6095217,Choose the correct order of the events?,2,0,0
91,19,60952,Choose the correct order of the events?,1,3,0
92,19,6095300,Choose the correct order of the events?,0,3,0
93,19,609545,Choose the correct order of the events?,1,0,0
94,19,60954,Choose the correct order of the events?,3,0,0
95,19,6095517,Choose the correct order of the events?,2,0,0
96,19,609572,Choose the correct order of the events?,1,1,1
97,19,6095867,Choose the correct order of the events?,3,0,0
98,19,6096187,Choose the correct order of the events?,3,2,0
99,19,609634,Choose the correct order of the events?,3,0,0
100,19,609710,Choose the correct order of the events?,3,1,0
101,19,60972,Choose the correct order of the events?,2,1,0
102,19,609814,Choose the correct order of the events?,3,3,1
103,19,6098300,Choose the correct order of the events?,0,3,0
104,19,6098315,Choose the correct order of the events?,1,2,0
105,19,6098389,Choose the correct order of the events?,0,3,0
106,19,6098479,Choose the correct order of the events?,1,2,0
107,19,6099677,Choose the correct order of the events?,0,0,1
108,19,610019,Choose the correct order of the events?,0,1,0
109,19,6100863,Choose the correct order of the events?,3,0,0
110,19,6101130,Choose the correct order of the events?,1,0,0
111,19,610149,Choose the correct order of the events?,2,0,0
112,19,61016,Choose the correct order of the events?,1,1,1
113,19,610170,Choose the correct order of the events?,2,3,0
114,19,6102205,Choose the correct order of the events?,3,3,1
115,19,6102680,Choose the correct order of the events?,1,0,0
116,19,610341,Choose the correct order of the events?,1,1,1
117,19,6103455,Choose the correct order of the events?,1,0,0
118,19,6103613,Choose the correct order of the events?,0,3,0
119,19,6104460,Choose the correct order of the events?,3,2,0
120,19,6104688,Choose the correct order of the events?,2,2,1
121,19,6104,Choose the correct order of the events?,3,2,0
122,19,610538,Choose the correct order of the events?,3,3,1
123,19,6105457,Choose the correct order of the events?,2,2,1
124,19,610559,Choose the correct order of the events?,1,1,1
125,19,610562,Choose the correct order of the events?,3,3,1
126,19,610634,Choose the correct order of the events?,3,0,0
127,19,61067,Choose the correct order of the events?,3,1,0
128,19,6107706,Choose the correct order of the events?,2,3,0
129,19,6108077,Choose the correct order of the events?,3,1,0
130,19,610872,Choose the correct order of the events?,2,2,1
131,19,610877,Choose the correct order of the events?,0,0,1
132,19,6109170,Choose the correct order of the events?,3,2,0
133,19,610994,Choose the correct order of the events?,2,2,1
134,19,611002,Choose the correct order of the events?,0,2,0
135,19,611124,Choose the correct order of the events?,2,1,0
136,19,611171,Choose the correct order of the events?,0,0,1
137,19,611206,Choose the correct order of the events?,2,3,0
138,19,611281,Choose the correct order of the events?,2,0,0
139,19,6112876,Choose the correct order of the events?,3,3,1
140,19,611312,Choose the correct order of the events?,2,2,1
141,19,611321,Choose the correct order of the events?,0,3,0
142,19,6114274,Choose the correct order of the events?,1,2,0
143,19,6114451,Choose the correct order of the events?,2,0,0
144,19,6114551,Choose the correct order of the events?,2,3,0
145,19,6114820,Choose the correct order of the events?,0,2,0
146,19,6115006,Choose the correct order of the events?,2,1,0
147,19,611527,Choose the correct order of the events?,2,2,1
148,19,611541,Choose the correct order of the events?,3,0,0
149,19,6115561,Choose the correct order of the events?,1,2,0
150,19,611590,Choose the correct order of the events?,3,2,0
151,19,6115,Choose the correct order of the events?,0,0,1
152,19,61171,Choose the correct order of the events?,0,2,0
153,19,61184,Choose the correct order of the events?,3,2,0
154,19,611915,Choose the correct order of the events?,3,2,0
155,19,611929,Choose the correct order of the events?,2,1,0
156,19,6119939,Choose the correct order of the events?,2,2,1
157,19,6120078,Choose the correct order of the events?,3,2,0
158,19,612010,Choose the correct order of the events?,0,2,0
159,19,612026,Choose the correct order of the events?,2,0,0
160,19,612093,Choose the correct order of the events?,3,0,0
161,19,612159,Choose the correct order of the events?,1,1,1
162,19,6122811,Choose the correct order of the events?,0,2,0
163,19,6123692,Choose the correct order of the events?,2,0,0
164,19,6123894,Choose the correct order of the events?,1,2,0
165,19,612509,Choose the correct order of the events?,2,2,1
166,19,612559,Choose the correct order of the events?,2,1,0
167,19,61262,Choose the correct order of the events?,3,1,0
168,19,6126636,Choose the correct order of the events?,2,0,0
169,19,612718,Choose the correct order of the events?,2,0,0
170,19,61271,Choose the correct order of the events?,0,2,0
171,19,612729,Choose the correct order of the events?,1,1,1
172,19,612768,Choose the correct order of the events?,3,3,1
173,19,61277,Choose the correct order of the events?,3,3,1
174,19,612838,Choose the correct order of the events?,1,3,0
175,19,6128856,Choose the correct order of the events?,0,2,0
176,19,6129040,Choose the correct order of the events?,0,2,0
177,19,6129352,Choose the correct order of the events?,3,0,0
178,19,6129900,Choose the correct order of the events?,2,1,0
179,19,61299,Choose the correct order of the events?,3,1,0
180,19,613032,Choose the correct order of the events?,1,3,0
181,19,6130624,Choose the correct order of the events?,0,3,0
182,19,61306,Choose the correct order of the events?,3,2,0
183,19,6131065,Choose the correct order of the events?,3,0,0
184,19,613157,Choose the correct order of the events?,2,3,0
185,19,6131872,Choose the correct order of the events?,1,3,0
186,19,613207,Choose the correct order of the events?,0,1,0
187,19,6132102,Choose the correct order of the events?,0,0,1
188,19,61322,Choose the correct order of the events?,3,2,0
189,19,613410,Choose the correct order of the events?,3,0,0
190,19,613501,Choose the correct order of the events?,0,1,0
191,19,613594,Choose the correct order of the events?,3,0,0
192,19,6135,Choose the correct order of the events?,2,3,0
193,19,6136009,Choose the correct order of the events?,3,0,0
194,19,61364,Choose the correct order of the events?,3,3,1
195,19,61368,Choose the correct order of the events?,3,0,0
196,19,613728,Choose the correct order of the events?,1,3,0
197,19,6137381,Choose the correct order of the events?,1,1,1
198,19,61375,Choose the correct order of the events?,0,0,1
199,19,613761,Choose the correct order of the events?,0,1,0
200,19,6138932,Choose the correct order of the events?,0,1,0
201,19,61390,Choose the correct order of the events?,0,1,0
202,19,6139103,Choose the correct order of the events?,1,1,1
203,19,61396,Choose the correct order of the events?,2,1,0
204,19,6139737,Choose the correct order of the events?,2,1,0
205,19,6140177,Choose the correct order of the events?,2,1,0
206,19,61401,Choose the correct order of the events?,1,1,1
207,19,61404,Choose the correct order of the events?,2,1,0
208,19,6140,Choose the correct order of the events?,1,0,0
209,19,6141004,Choose the correct order of the events?,2,3,0
210,19,614130,Choose the correct order of the events?,0,3,0
211,19,614197,Choose the correct order of the events?,1,1,1
212,19,6142426,Choose the correct order of the events?,3,0,0
213,19,614287,Choose the correct order of the events?,2,0,0
214,19,61428,Choose the correct order of the events?,2,3,0
215,19,6143013,Choose the correct order of the events?,3,1,0
216,19,6143265,Choose the correct order of the events?,0,1,0
217,19,6143867,Choose the correct order of the events?,2,1,0
218,19,6143,Choose the correct order of the events?,1,0,0
219,19,614458,Choose the correct order of the events?,0,3,0
220,19,614583,Choose the correct order of the events?,3,2,0
221,19,614764,Choose the correct order of the events?,3,3,1
222,19,614765,Choose the correct order of the events?,2,2,1
223,19,614795,Choose the correct order of the events?,2,1,0
224,19,6147986,Choose the correct order of the events?,3,2,0
225,19,614825,Choose the correct order of the events?,3,1,0
226,19,6148675,Choose the correct order of the events?,1,0,0
227,19,614940,Choose the correct order of the events?,2,1,0
228,19,614945,Choose the correct order of the events?,3,0,0
229,19,6150124,Choose the correct order of the events?,0,0,1
230,19,6150141,Choose the correct order of the events?,2,1,0
231,19,6150278,Choose the correct order of the events?,3,1,0
232,19,6150367,Choose the correct order of the events?,0,1,0
233,19,6150653,Choose the correct order of the events?,1,2,0
234,19,615077,Choose the correct order of the events?,1,3,0
235,19,6150831,Choose the correct order of the events?,2,3,0
236,19,6150908,Choose the correct order of the events?,3,1,0
237,19,615104,Choose the correct order of the events?,0,2,0
238,19,615116,Choose the correct order of the events?,3,2,0
239,19,6151214,Choose the correct order of the events?,1,1,1
240,19,6151282,Choose the correct order of the events?,3,1,0
241,19,615130,Choose the correct order of the events?,2,3,0
242,19,61513,Choose the correct order of the events?,0,2,0
243,19,615168,Choose the correct order of the events?,1,2,0
244,19,615239,Choose the correct order of the events?,0,0,1
245,19,6152956,Choose the correct order of the events?,2,3,0
246,19,615308,Choose the correct order of the events?,1,0,0
247,19,615320,Choose the correct order of the events?,0,2,0
248,19,615390,Choose the correct order of the events?,0,0,1
249,19,615399,Choose the correct order of the events?,3,3,1
250,19,615425,Choose the correct order of the events?,2,1,0
251,19,6154261,Choose the correct order of the events?,3,0,0
252,19,615435,Choose the correct order of the events?,0,0,1
253,19,615465,Choose the correct order of the events?,0,0,1
254,19,615482,Choose the correct order of the events?,0,1,0
255,19,615572,Choose the correct order of the events?,1,0,0
256,19,615658,Choose the correct order of the events?,3,0,0
257,19,615665,Choose the correct order of the events?,0,3,0
258,19,61567,Choose the correct order of the events?,1,3,0
259,19,6156870,Choose the correct order of the events?,0,0,1
260,19,6157223,Choose the correct order of the events?,2,2,1
261,19,6157398,Choose the correct order of the events?,3,2,0
262,19,61575,Choose the correct order of the events?,1,0,0
