index,fileid,qid,question,origanswer,generatedanswer,correctness
0,17,5005938,Choose the correct order of the events?,1,1,1
1,17,5005946,Choose the correct order of the events?,1,1,1
2,17,5006170,Choose the correct order of the events?,3,1,0
3,17,50061,Choose the correct order of the events?,3,3,1
4,17,500633,Choose the correct order of the events?,3,3,1
5,17,500644,Choose the correct order of the events?,1,1,1
6,17,500670,Choose the correct order of the events?,0,3,0
7,17,5006717,Choose the correct order of the events?,1,3,0
8,17,500673,Choose the correct order of the events?,3,1,0
9,17,5006831,Choose the correct order of the events?,0,1,0
10,17,500685,Choose the correct order of the events?,3,1,0
11,17,500694,Choose the correct order of the events?,1,3,0
12,17,5006975,Choose the correct order of the events?,1,1,1
13,17,5007088,Choose the correct order of the events?,0,1,0
14,17,5007133,Choose the correct order of the events?,0,2,0
15,17,5007284,Choose the correct order of the events?,3,1,0
16,17,5007289,Choose the correct order of the events?,2,3,0
17,17,5007410,Choose the correct order of the events?,3,3,1
18,17,5007413,Choose the correct order of the events?,3,1,0
19,17,5007783,Choose the correct order of the events?,0,2,0
20,17,5007891,Choose the correct order of the events?,3,0,0
21,17,5008218,Choose the correct order of the events?,1,3,0
22,17,5008364,Choose the correct order of the events?,1,0,0
23,17,5008472,Choose the correct order of the events?,3,0,0
24,17,5008517,Choose the correct order of the events?,3,1,0
25,17,5008608,Choose the correct order of the events?,1,3,0
26,17,500936,Choose the correct order of the events?,1,1,1
27,17,5009590,Choose the correct order of the events?,3,3,1
28,17,5009799,Choose the correct order of the events?,0,0,1
29,17,5009809,Choose the correct order of the events?,0,3,0
30,17,5009812,Choose the correct order of the events?,2,1,0
31,17,5010163,Choose the correct order of the events?,2,3,0
32,17,501050,Choose the correct order of the events?,3,2,0
33,17,5010540,Choose the correct order of the events?,2,3,0
34,17,50111,Choose the correct order of the events?,1,0,0
35,17,50112,Choose the correct order of the events?,2,1,0
36,17,5011859,Choose the correct order of the events?,1,0,0
37,17,5011916,Choose the correct order of the events?,0,1,0
38,17,5011991,Choose the correct order of the events?,1,0,0
39,17,501205,Choose the correct order of the events?,0,2,0
40,17,5012134,Choose the correct order of the events?,2,0,0
41,17,5012250,Choose the correct order of the events?,2,2,1
42,17,5012325,Choose the correct order of the events?,2,0,0
43,17,5012352,Choose the correct order of the events?,1,2,0
44,17,5012382,Choose the correct order of the events?,2,1,0
45,17,5012614,Choose the correct order of the events?,1,3,0
46,17,501268,Choose the correct order of the events?,2,1,0
47,17,501272,Choose the correct order of the events?,1,3,0
48,17,501282,Choose the correct order of the events?,3,0,0
49,17,5013132,Choose the correct order of the events?,3,0,0
50,17,5013142,Choose the correct order of the events?,1,2,0
51,17,5013248,Choose the correct order of the events?,3,3,1
