index,fileid,qid,question,origanswer,generatedanswer,correctness
0,9,168337,Choose the correct order of the events?,2,2,1
1,9,1683530,Choose the correct order of the events?,2,1,0
2,9,1683613,Choose the correct order of the events?,1,1,1
3,9,1683622,Choose the correct order of the events?,1,2,0
4,9,168366,Choose the correct order of the events?,0,2,0
5,9,1683697,Choose the correct order of the events?,3,0,0
6,9,1683708,Choose the correct order of the events?,3,1,0
7,9,168370,Choose the correct order of the events?,2,1,0
8,9,1683710,Choose the correct order of the events?,3,1,0
9,9,1683711,Choose the correct order of the events?,2,2,1
10,9,1683758,Choose the correct order of the events?,2,1,0
11,9,1683798,Choose the correct order of the events?,3,2,0
12,9,168381,Choose the correct order of the events?,3,0,0
13,9,1683870,Choose the correct order of the events?,1,2,0
14,9,168401,Choose the correct order of the events?,3,0,0
15,9,1684433,Choose the correct order of the events?,0,1,0
16,9,1684737,Choose the correct order of the events?,0,2,0
17,9,1684775,Choose the correct order of the events?,3,0,0
18,9,1684787,Choose the correct order of the events?,1,0,0
19,9,1684821,Choose the correct order of the events?,1,3,0
20,9,1684906,Choose the correct order of the events?,2,1,0
21,9,1684924,Choose the correct order of the events?,1,2,0
22,9,1685011,Choose the correct order of the events?,2,0,0
23,9,1685052,Choose the correct order of the events?,3,1,0
24,9,1685092,Choose the correct order of the events?,3,1,0
25,9,1685113,Choose the correct order of the events?,3,3,1
26,9,1685152,Choose the correct order of the events?,2,0,0
27,9,1685210,Choose the correct order of the events?,0,3,0
28,9,1685258,Choose the correct order of the events?,3,2,0
29,9,1685259,Choose the correct order of the events?,0,0,1
30,9,1685380,Choose the correct order of the events?,3,2,0
31,9,1685505,Choose the correct order of the events?,3,1,0
32,9,168551,Choose the correct order of the events?,1,0,0
33,9,1685577,Choose the correct order of the events?,0,1,0
34,9,1685583,Choose the correct order of the events?,0,0,1
35,9,1685648,Choose the correct order of the events?,3,3,1
36,9,1685649,Choose the correct order of the events?,1,2,0
37,9,1685766,Choose the correct order of the events?,3,3,1
38,9,1685806,Choose the correct order of the events?,1,1,1
39,9,1685824,Choose the correct order of the events?,2,2,1
40,9,1685952,Choose the correct order of the events?,0,2,0
41,9,16861,Choose the correct order of the events?,1,0,0
42,9,168621,Choose the correct order of the events?,3,2,0
43,9,1686223,Choose the correct order of the events?,1,2,0
44,9,1686224,Choose the correct order of the events?,2,1,0
45,9,1686282,Choose the correct order of the events?,1,0,0
46,9,1686479,Choose the correct order of the events?,1,0,0
47,9,1686551,Choose the correct order of the events?,0,2,0
48,9,1686552,Choose the correct order of the events?,2,1,0
49,9,1686604,Choose the correct order of the events?,0,1,0
50,9,1686632,Choose the correct order of the events?,1,2,0
51,9,1686674,Choose the correct order of the events?,3,1,0
52,9,1686734,Choose the correct order of the events?,1,2,0
53,9,1686840,Choose the correct order of the events?,3,0,0
54,9,1686865,Choose the correct order of the events?,2,0,0
55,9,1686886,Choose the correct order of the events?,1,0,0
56,9,168693,Choose the correct order of the events?,1,3,0
57,9,168695,Choose the correct order of the events?,0,3,0
58,9,1686960,Choose the correct order of the events?,3,1,0
59,9,1686998,Choose the correct order of the events?,1,0,0
60,9,1687032,Choose the correct order of the events?,2,1,0
61,9,1687238,Choose the correct order of the events?,3,1,0
62,9,1687262,Choose the correct order of the events?,1,0,0
63,9,1687335,Choose the correct order of the events?,0,2,0
64,9,1687460,Choose the correct order of the events?,2,0,0
65,9,1687461,Choose the correct order of the events?,0,2,0
66,9,168748,Choose the correct order of the events?,1,2,0
67,9,1687602,Choose the correct order of the events?,2,1,0
68,9,1687672,Choose the correct order of the events?,0,1,0
69,9,1687752,Choose the correct order of the events?,3,3,1
70,9,168781,Choose the correct order of the events?,3,0,0
71,9,1687861,Choose the correct order of the events?,3,0,0
72,9,1687909,Choose the correct order of the events?,3,3,1
73,9,1687949,Choose the correct order of the events?,2,2,1
74,9,1687968,Choose the correct order of the events?,0,2,0
75,9,1687969,Choose the correct order of the events?,1,1,1
76,9,1688022,Choose the correct order of the events?,1,0,0
77,9,1688067,Choose the correct order of the events?,1,1,1
78,9,1688068,Choose the correct order of the events?,0,3,0
79,9,1688102,Choose the correct order of the events?,1,0,0
80,9,1688103,Choose the correct order of the events?,2,1,0
81,9,1688217,Choose the correct order of the events?,1,3,0
82,9,1688274,Choose the correct order of the events?,3,1,0
83,9,1688338,Choose the correct order of the events?,0,1,0
84,9,1688390,Choose the correct order of the events?,2,2,1
85,9,1688442,Choose the correct order of the events?,1,0,0
86,9,1689263,Choose the correct order of the events?,1,0,0
87,9,16895,Choose the correct order of the events?,2,2,1
88,9,1689607,Choose the correct order of the events?,0,3,0
89,9,1689645,Choose the correct order of the events?,3,0,0
90,9,1689750,Choose the correct order of the events?,1,0,0
91,9,168986,Choose the correct order of the events?,2,1,0
92,9,1690105,Choose the correct order of the events?,3,1,0
93,9,1690378,Choose the correct order of the events?,3,0,0
94,9,16903,Choose the correct order of the events?,1,1,1
95,9,1690426,Choose the correct order of the events?,1,1,1
96,9,1690784,Choose the correct order of the events?,1,0,0
97,9,16907,Choose the correct order of the events?,0,0,1
98,9,1690918,Choose the correct order of the events?,3,0,0
99,9,169094,Choose the correct order of the events?,3,0,0
100,9,1691301,Choose the correct order of the events?,3,2,0
101,9,1691353,Choose the correct order of the events?,0,1,0
102,9,1691362,Choose the correct order of the events?,2,3,0
103,9,1691365,Choose the correct order of the events?,3,0,0
104,9,16915,Choose the correct order of the events?,1,1,1
105,9,1691677,Choose the correct order of the events?,3,1,0
106,9,16917,Choose the correct order of the events?,3,1,0
107,9,1692063,Choose the correct order of the events?,1,1,1
108,9,16920,Choose the correct order of the events?,3,0,0
109,9,169217,Choose the correct order of the events?,0,0,1
110,9,1692303,Choose the correct order of the events?,1,1,1
111,9,1692573,Choose the correct order of the events?,3,1,0
112,9,1692680,Choose the correct order of the events?,0,3,0
113,9,169274,Choose the correct order of the events?,2,2,1
114,9,1693045,Choose the correct order of the events?,3,2,0
115,9,1693097,Choose the correct order of the events?,1,1,1
116,9,1693204,Choose the correct order of the events?,0,3,0
117,9,169325,Choose the correct order of the events?,1,1,1
118,9,1693532,Choose the correct order of the events?,3,2,0
119,9,169357,Choose the correct order of the events?,1,2,0
120,9,1693639,Choose the correct order of the events?,3,1,0
121,9,1693970,Choose the correct order of the events?,0,1,0
122,9,1694052,Choose the correct order of the events?,3,3,1
123,9,1694075,Choose the correct order of the events?,3,2,0
124,9,1694175,Choose the correct order of the events?,1,0,0
125,9,169426,Choose the correct order of the events?,1,3,0
126,9,16942,Choose the correct order of the events?,2,2,1
127,9,16943,Choose the correct order of the events?,0,0,1
128,9,1694402,Choose the correct order of the events?,2,1,0
129,9,1694460,Choose the correct order of the events?,2,0,0
130,9,1694462,Choose the correct order of the events?,3,0,0
131,9,1694536,Choose the correct order of the events?,2,1,0
132,9,1694627,Choose the correct order of the events?,2,0,0
133,9,169468,Choose the correct order of the events?,1,2,0
134,9,1694691,Choose the correct order of the events?,2,3,0
135,9,169478,Choose the correct order of the events?,2,3,0
136,9,1694849,Choose the correct order of the events?,1,3,0
137,9,1694861,Choose the correct order of the events?,2,0,0
138,9,169494,Choose the correct order of the events?,3,1,0
139,9,1694966,Choose the correct order of the events?,0,1,0
140,9,1694987,Choose the correct order of the events?,0,3,0
141,9,1694,Choose the correct order of the events?,1,0,0
142,9,1695087,Choose the correct order of the events?,3,2,0
143,9,1695185,Choose the correct order of the events?,3,0,0
144,9,1695392,Choose the correct order of the events?,0,0,1
145,9,16953,Choose the correct order of the events?,1,2,0
146,9,1695410,Choose the correct order of the events?,1,0,0
147,9,1695431,Choose the correct order of the events?,0,0,1
148,9,1695467,Choose the correct order of the events?,2,2,1
149,9,1695547,Choose the correct order of the events?,0,3,0
150,9,1695574,Choose the correct order of the events?,2,3,0
151,9,1695693,Choose the correct order of the events?,2,0,0
152,9,1695771,Choose the correct order of the events?,0,3,0
153,9,1695924,Choose the correct order of the events?,1,2,0
154,9,1696057,Choose the correct order of the events?,0,0,1
155,9,1696170,Choose the correct order of the events?,3,1,0
156,9,169619,Choose the correct order of the events?,1,2,0
157,9,169628,Choose the correct order of the events?,0,2,0
158,9,1696342,Choose the correct order of the events?,3,3,1
159,9,1696351,Choose the correct order of the events?,0,3,0
