index,fileid,qid,question,origanswer,generatedanswer,correctness
0,25,88605,Choose the correct order of the events?,0,0,1
1,25,8860724,Choose the correct order of the events?,3,0,0
2,25,8860788,Choose the correct order of the events?,3,1,0
3,25,8860798,Choose the correct order of the events?,2,2,1
4,25,8860799,Choose the correct order of the events?,3,3,1
5,25,8860814,Choose the correct order of the events?,1,0,0
6,25,8860820,Choose the correct order of the events?,3,1,0
7,25,8860821,Choose the correct order of the events?,0,0,1
8,25,8860891,Choose the correct order of the events?,3,1,0
9,25,8861011,Choose the correct order of the events?,3,1,0
10,25,8861028,Choose the correct order of the events?,0,0,1
11,25,8861124,Choose the correct order of the events?,3,0,0
12,25,8861208,Choose the correct order of the events?,0,1,0
13,25,8861278,Choose the correct order of the events?,1,0,0
14,25,8861281,Choose the correct order of the events?,2,0,0
15,25,8861337,Choose the correct order of the events?,2,3,0
16,25,8861340,Choose the correct order of the events?,3,3,1
17,25,8861366,Choose the correct order of the events?,3,0,0
18,25,8861383,Choose the correct order of the events?,3,0,0
19,25,8861415,Choose the correct order of the events?,2,1,0
20,25,8861632,Choose the correct order of the events?,2,2,1
21,25,8861633,Choose the correct order of the events?,0,2,0
22,25,8861697,Choose the correct order of the events?,0,0,1
23,25,8861717,Choose the correct order of the events?,3,2,0
24,25,8861845,Choose the correct order of the events?,1,0,0
25,25,8861870,Choose the correct order of the events?,2,3,0
26,25,8861905,Choose the correct order of the events?,3,0,0
27,25,8861922,Choose the correct order of the events?,0,3,0
28,25,8861967,Choose the correct order of the events?,3,0,0
29,25,8861974,Choose the correct order of the events?,0,2,0
30,25,8861975,Choose the correct order of the events?,3,2,0
31,25,8862014,Choose the correct order of the events?,1,1,1
32,25,8862015,Choose the correct order of the events?,2,1,0
33,25,8862054,Choose the correct order of the events?,3,0,0
34,25,8862056,Choose the correct order of the events?,3,0,0
35,25,8862058,Choose the correct order of the events?,0,1,0
36,25,8862075,Choose the correct order of the events?,2,0,0
37,25,886214,Choose the correct order of the events?,1,0,0
38,25,8862299,Choose the correct order of the events?,2,0,0
39,25,88622,Choose the correct order of the events?,2,2,1
40,25,8862313,Choose the correct order of the events?,0,2,0
41,25,8862535,Choose the correct order of the events?,2,0,0
42,25,8862600,Choose the correct order of the events?,1,2,0
43,25,8862924,Choose the correct order of the events?,3,1,0
44,25,8863028,Choose the correct order of the events?,1,0,0
