index,fileid,qid,question,origanswer,generatedanswer,correctness
0,22,7724744,Choose the correct order of the events?,0,2,0
1,22,7724799,Choose the correct order of the events?,1,2,0
2,22,772480,Choose the correct order of the events?,1,1,1
3,22,7725005,Choose the correct order of the events?,3,0,0
4,22,7725137,Choose the correct order of the events?,2,1,0
5,22,7725145,Choose the correct order of the events?,3,2,0
6,22,7725148,Choose the correct order of the events?,3,0,0
7,22,7725473,Choose the correct order of the events?,1,2,0
8,22,772590,Choose the correct order of the events?,2,2,1
9,22,7725918,Choose the correct order of the events?,3,1,0
10,22,772602,Choose the correct order of the events?,1,1,1
11,22,7726235,Choose the correct order of the events?,1,3,0
12,22,77274,Choose the correct order of the events?,2,1,0
13,22,7727572,Choose the correct order of the events?,3,3,1
14,22,7727693,Choose the correct order of the events?,2,1,0
15,22,7727832,Choose the correct order of the events?,3,0,0
16,22,7728097,Choose the correct order of the events?,2,3,0
17,22,7728202,Choose the correct order of the events?,0,0,1
18,22,7728339,Choose the correct order of the events?,2,0,0
19,22,772833,Choose the correct order of the events?,0,0,1
20,22,7728610,Choose the correct order of the events?,1,2,0
21,22,7728766,Choose the correct order of the events?,0,3,0
22,22,7728995,Choose the correct order of the events?,0,2,0
23,22,77293,Choose the correct order of the events?,0,2,0
24,22,7729400,Choose the correct order of the events?,2,0,0
25,22,7729423,Choose the correct order of the events?,3,0,0
26,22,7729646,Choose the correct order of the events?,1,1,1
27,22,7729707,Choose the correct order of the events?,2,1,0
28,22,77306,Choose the correct order of the events?,1,1,1
29,22,7731557,Choose the correct order of the events?,2,2,1
30,22,7731932,Choose the correct order of the events?,0,0,1
31,22,7732047,Choose the correct order of the events?,2,2,1
32,22,7732053,Choose the correct order of the events?,1,3,0
33,22,773205,Choose the correct order of the events?,3,0,0
34,22,7732316,Choose the correct order of the events?,0,0,1
35,22,7732719,Choose the correct order of the events?,3,1,0
36,22,7732844,Choose the correct order of the events?,3,2,0
37,22,7732879,Choose the correct order of the events?,3,3,1
38,22,7733571,Choose the correct order of the events?,0,0,1
39,22,773439,Choose the correct order of the events?,0,0,1
40,22,77345,Choose the correct order of the events?,3,1,0
41,22,773465,Choose the correct order of the events?,1,0,0
42,22,77347,Choose the correct order of the events?,0,2,0
43,22,77352,Choose the correct order of the events?,0,0,1
44,22,773546,Choose the correct order of the events?,1,2,0
45,22,7735716,Choose the correct order of the events?,2,0,0
46,22,7735777,Choose the correct order of the events?,3,0,0
47,22,7736652,Choose the correct order of the events?,1,1,1
48,22,7736,Choose the correct order of the events?,2,2,1
49,22,773701,Choose the correct order of the events?,3,1,0
50,22,7737279,Choose the correct order of the events?,2,3,0
51,22,7738011,Choose the correct order of the events?,0,3,0
52,22,774108,Choose the correct order of the events?,0,1,0
53,22,774245,Choose the correct order of the events?,2,2,1
54,22,774266,Choose the correct order of the events?,2,2,1
55,22,77426,Choose the correct order of the events?,3,0,0
56,22,7742,Choose the correct order of the events?,1,3,0
57,22,774512,Choose the correct order of the events?,2,1,0
58,22,7745216,Choose the correct order of the events?,3,1,0
59,22,7745676,Choose the correct order of the events?,1,1,1
60,22,77460,Choose the correct order of the events?,3,0,0
61,22,77462,Choose the correct order of the events?,0,0,1
62,22,7746692,Choose the correct order of the events?,0,1,0
63,22,774745,Choose the correct order of the events?,2,0,0
64,22,7747475,Choose the correct order of the events?,0,3,0
65,22,7747479,Choose the correct order of the events?,3,0,0
66,22,7748006,Choose the correct order of the events?,1,0,0
67,22,7748434,Choose the correct order of the events?,3,3,1
68,22,7748774,Choose the correct order of the events?,1,3,0
69,22,7748946,Choose the correct order of the events?,0,3,0
70,22,774930,Choose the correct order of the events?,2,2,1
71,22,7749363,Choose the correct order of the events?,2,3,0
72,22,7749399,Choose the correct order of the events?,1,1,1
73,22,7749800,Choose the correct order of the events?,0,0,1
74,22,775119,Choose the correct order of the events?,2,0,0
75,22,7752060,Choose the correct order of the events?,2,1,0
76,22,7752064,Choose the correct order of the events?,2,2,1
77,22,7752067,Choose the correct order of the events?,3,1,0
78,22,7752252,Choose the correct order of the events?,1,3,0
79,22,7753036,Choose the correct order of the events?,1,2,0
80,22,7753114,Choose the correct order of the events?,0,1,0
81,22,7753118,Choose the correct order of the events?,1,0,0
82,22,7753177,Choose the correct order of the events?,3,3,1
83,22,7753450,Choose the correct order of the events?,3,0,0
84,22,7753532,Choose the correct order of the events?,0,0,1
85,22,775377,Choose the correct order of the events?,2,3,0
86,22,775392,Choose the correct order of the events?,0,0,1
87,22,7754089,Choose the correct order of the events?,3,3,1
88,22,775502,Choose the correct order of the events?,0,0,1
89,22,775526,Choose the correct order of the events?,1,3,0
90,22,775529,Choose the correct order of the events?,0,1,0
91,22,7755663,Choose the correct order of the events?,0,1,0
92,22,7755910,Choose the correct order of the events?,3,0,0
93,22,77562,Choose the correct order of the events?,1,2,0
94,22,7756442,Choose the correct order of the events?,3,2,0
95,22,7756582,Choose the correct order of the events?,1,2,0
