index,fileid,qid,question,origanswer,generatedanswer,correctness
0,14,3402742,Choose the correct order of the events?,2,2,1
1,14,3403210,Choose the correct order of the events?,1,1,1
2,14,3403825,Choose the correct order of the events?,3,2,0
3,14,340407,Choose the correct order of the events?,0,0,1
4,14,34042,Choose the correct order of the events?,3,2,0
5,14,3404613,Choose the correct order of the events?,3,1,0
6,14,340473,Choose the correct order of the events?,0,0,1
7,14,3404746,Choose the correct order of the events?,0,0,1
8,14,340476,Choose the correct order of the events?,3,1,0
9,14,3404955,Choose the correct order of the events?,1,3,0
10,14,3405028,Choose the correct order of the events?,2,3,0
11,14,3405598,Choose the correct order of the events?,3,1,0
12,14,3405996,Choose the correct order of the events?,3,0,0
13,14,3405,Choose the correct order of the events?,3,2,0
14,14,34073,Choose the correct order of the events?,2,1,0
15,14,340772,Choose the correct order of the events?,2,3,0
16,14,340778,Choose the correct order of the events?,2,2,1
17,14,3408294,Choose the correct order of the events?,0,0,1
18,14,3408618,Choose the correct order of the events?,1,3,0
19,14,340930,Choose the correct order of the events?,3,0,0
20,14,3409611,Choose the correct order of the events?,1,2,0
21,14,341049,Choose the correct order of the events?,1,3,0
22,14,341056,Choose the correct order of the events?,2,2,1
23,14,341117,Choose the correct order of the events?,3,1,0
24,14,341206,Choose the correct order of the events?,0,0,1
25,14,3412837,Choose the correct order of the events?,2,2,1
26,14,3412977,Choose the correct order of the events?,0,1,0
27,14,341539,Choose the correct order of the events?,0,3,0
28,14,3415492,Choose the correct order of the events?,3,1,0
29,14,3415508,Choose the correct order of the events?,3,1,0
30,14,341550,Choose the correct order of the events?,2,0,0
31,14,3415593,Choose the correct order of the events?,2,2,1
32,14,3416058,Choose the correct order of the events?,0,0,1
33,14,341630,Choose the correct order of the events?,3,0,0
34,14,3416382,Choose the correct order of the events?,1,0,0
35,14,3416385,Choose the correct order of the events?,1,0,0
36,14,341640,Choose the correct order of the events?,3,2,0
37,14,3416562,Choose the correct order of the events?,1,0,0
38,14,3416871,Choose the correct order of the events?,3,1,0
39,14,3417355,Choose the correct order of the events?,1,2,0
40,14,34180,Choose the correct order of the events?,3,2,0
41,14,3418427,Choose the correct order of the events?,0,0,1
42,14,34184,Choose the correct order of the events?,3,0,0
43,14,341878,Choose the correct order of the events?,3,0,0
44,14,34187,Choose the correct order of the events?,1,2,0
45,14,3418933,Choose the correct order of the events?,1,3,0
46,14,341895,Choose the correct order of the events?,3,3,1
47,14,3419730,Choose the correct order of the events?,3,3,1
48,14,3420095,Choose the correct order of the events?,0,2,0
49,14,3420681,Choose the correct order of the events?,0,1,0
50,14,342085,Choose the correct order of the events?,3,1,0
51,14,3421835,Choose the correct order of the events?,1,1,1
52,14,3421885,Choose the correct order of the events?,0,1,0
53,14,342263,Choose the correct order of the events?,1,0,0
54,14,3422906,Choose the correct order of the events?,0,3,0
55,14,3422966,Choose the correct order of the events?,1,3,0
56,14,3422983,Choose the correct order of the events?,3,2,0
57,14,3423222,Choose the correct order of the events?,3,2,0
58,14,3423269,Choose the correct order of the events?,1,1,1
59,14,3423372,Choose the correct order of the events?,3,0,0
60,14,3423419,Choose the correct order of the events?,3,0,0
61,14,3423440,Choose the correct order of the events?,0,0,1
62,14,3423679,Choose the correct order of the events?,0,2,0
63,14,342469,Choose the correct order of the events?,0,0,1
64,14,34250,Choose the correct order of the events?,0,2,0
65,14,342618,Choose the correct order of the events?,3,0,0
66,14,34262,Choose the correct order of the events?,2,0,0
67,14,3426,Choose the correct order of the events?,3,1,0
68,14,34273,Choose the correct order of the events?,1,3,0
69,14,34278,Choose the correct order of the events?,1,2,0
70,14,3428242,Choose the correct order of the events?,2,3,0
71,14,342841,Choose the correct order of the events?,3,2,0
72,14,342845,Choose the correct order of the events?,3,2,0
73,14,3428794,Choose the correct order of the events?,0,1,0
74,14,34294,Choose the correct order of the events?,2,1,0
75,14,342970,Choose the correct order of the events?,2,2,1
76,14,342983,Choose the correct order of the events?,3,0,0
77,14,342991,Choose the correct order of the events?,2,3,0
78,14,343014,Choose the correct order of the events?,0,2,0
79,14,3430518,Choose the correct order of the events?,3,0,0
80,14,343058,Choose the correct order of the events?,3,3,1
81,14,3430689,Choose the correct order of the events?,0,0,1
82,14,3430887,Choose the correct order of the events?,3,1,0
83,14,3430893,Choose the correct order of the events?,0,0,1
84,14,3430964,Choose the correct order of the events?,2,2,1
85,14,3431208,Choose the correct order of the events?,1,1,1
86,14,34314,Choose the correct order of the events?,0,1,0
87,14,3431723,Choose the correct order of the events?,0,2,0
88,14,34317,Choose the correct order of the events?,0,1,0
89,14,3432193,Choose the correct order of the events?,2,0,0
90,14,3432,Choose the correct order of the events?,0,3,0
91,14,3433829,Choose the correct order of the events?,0,2,0
92,14,3433832,Choose the correct order of the events?,0,3,0
93,14,34338,Choose the correct order of the events?,0,3,0
94,14,3434378,Choose the correct order of the events?,0,3,0
95,14,3434676,Choose the correct order of the events?,2,2,1
96,14,343506,Choose the correct order of the events?,2,0,0
97,14,3435135,Choose the correct order of the events?,0,0,1
