0,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,1,1
1,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,3,0,4,0
2,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,1,1
3,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,1,1
4,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,1,1
5,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,1,1
6,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,1,1
7,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,2,0,3,0
8,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,3,0,4,0
9,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,3,0,5,0
10,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,2,1
11,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,2,0,4,0
12,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,3,0,5,0
13,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,1,0,1,0
14,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,1,0,4,0
15,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,1,0,6,0
16,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,2,0,4,0
17,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]?Left image is denoted as [0] and right image is denoted as [1]. ,0,0,2,1
