0,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,1,1
1,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,3,1,1
2,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,1,1
3,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,1,1
4,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,1,1
5,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,1,1
6,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,1,1
7,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,2,1,1
8,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,3,1,1
9,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,3,1,1
10,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,3,5,0
11,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,0,4,0
12,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,2,1,0
13,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,0,1,0
14,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,3,5,0
15,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,3,3,0
16,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,3,1,0
17,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,1,3,0
18,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,3,3,0
19,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,2,3,0
20,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,1,3,1
21,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,3,1
22,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,0,3,1
23,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,1,1,0
24,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,2,3,1
25,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,2,3,1
26,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,1,3,1
27,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,3,3,1
28,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,3,3,1
29,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,2,3,1
30,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,1,2,0
31,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,2,1,0
32,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,3,1,0
33,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,1,3,0
34,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,1,4,1
35,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,1,3,0
36,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,0,1,0
37,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,2,1,0
38,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,2,1,0
39,How many moves are required at minimum if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,0,3,0
40,How many times the Green block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,2,2,0
41,How many times the Purple block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,2,1,1
42,How many times the Orange block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,1,2,0
43,How many times the Purple block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,3,0,3,0
44,How many times the Yellow block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,0,3,2,0
45,How many times the Orange block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,3,3,0
46,How many times the Purple block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,1,3,0
47,How many times the Blue block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,2,2,0
48,How many times the Yellow block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,2,0,3,0
49,How many times the Yellow block is moved if configuration in image [0] is to be transformed into configuration in image [1]? ?,1,2,3,0
