index,filenumber,qid,question,origanswer,generatedanswer,correctness
8000,5,1221509,"Question: 
Answer Choices are: 
a. [5, 1, 2, 4, 0, 3]
b. [2, 4, 3, 0, 5, 1]
c. [2, 1, 0, 3, 4, 5]
d. [4, 3, 2, 1, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
8001,5,122171,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 1, 2]
c. [2, 0, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order is b.,0
8002,5,1221732,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1, 4]
b. [3, 4, 2, 0, 1]
c. [2, 3, 4, 0, 1]
d. [3, 0, 4, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 0, 4, 2, 1]",0
8003,5,1221768,"Question: 
Answer Choices are: 
a. [0, 1, 2, 4, 3]
b. [1, 4, 0, 2, 3]
c. [3, 2, 0, 1, 4]
d. [3, 2, 0, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 2, 0, 4, 1]",0
8004,5,1221782,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [0, 2, 1]
c. [0, 2, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [0, 2, 1]",0
8005,5,1221938,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 0, 1]",0
8006,5,1221970,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [0, 2, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [1, 2, 0]",0
8007,5,122199,"Question: 
Answer Choices are: 
a. [1, 4, 3, 2, 0]
b. [4, 1, 0, 3, 2]
c. [0, 3, 2, 1, 4]
d. [2, 4, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 4, 3, 1, 0]",0
8008,5,12220,"Question: 
Answer Choices are: 
a. [0, 3, 7, 6, 5, 2, 1, 4]
b. [4, 5, 1, 0, 3, 2, 7, 6]
c. [0, 5, 6, 2, 7, 1, 4, 3]
d. [4, 2, 3, 5, 0, 1, 7, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
8009,5,1222220,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [1, 3, 2, 0]
c. [1, 2, 3, 0]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [0, 2, 1, 3].",1
8010,5,1222241,"Question: 
Answer Choices are: 
a. [3, 1, 2, 0]
b. [1, 0, 2, 3]
c. [2, 0, 3, 1]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The answer is a. [3, 1, 2, 0]",0
8011,5,122241,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [0, 3, 2, 1]
c. [2, 3, 0, 1]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
8012,5,1222451,"Question: 
Answer Choices are: 
a. [0, 5, 3, 1, 2, 4]
b. [4, 2, 0, 1, 3, 5]
c. [4, 5, 2, 0, 1, 3]
d. [5, 2, 3, 0, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The answer is c. [4, 5, 2, 0, 1, 3]",0
8013,5,122247,"Question: 
Answer Choices are: 
a. [3, 7, 5, 2, 0, 6, 1, 4]
b. [2, 1, 6, 3, 4, 7, 0, 5]
c. [5, 6, 3, 1, 2, 7, 4, 0]
d. [1, 6, 5, 0, 3, 2, 7, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 6, 5, 0, 3, 2, 7, 4]",0
