index,filenumber,qid,question,origanswer,generatedanswer,correctness
4000,3,1106689,"Question: 
Answer Choices are: 
a. [0, 1]
b. [1, 0]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 0]",0
4001,3,1106723,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 1, 0]
c. [0, 1, 2]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [0, 1, 2]",1
4002,3,11068164,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 0, 1]
c. [1, 2, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0, 2]",0
4003,3,11068495,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [2, 1, 0]
c. [2, 0, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is b.,0
4004,3,1106907,"Question: 
Answer Choices are: 
a. [2, 7, 5, 0, 6, 3, 8, 9, 1, 10, 4]
b. [10, 0, 2, 8, 1, 5, 9, 7, 6, 3, 4]
c. [4, 1, 0, 2, 8, 3, 5, 6, 7, 9, 10]
d. [8, 7, 0, 4, 6, 5, 1, 3, 2, 10, 9]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is b.,0
4005,3,1106964,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2, 4]
b. [3, 0, 1, 4, 2]
c. [0, 3, 1, 2, 4]
d. [4, 0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
4006,3,11069834,"Question: 
Answer Choices are: 
a. [3, 5, 1, 4, 0, 2]
b. [1, 5, 4, 2, 0, 3]
c. [0, 4, 5, 3, 2, 1]
d. [5, 4, 3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is c.,0
4007,3,11069841,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3, 4]
b. [3, 2, 1, 0, 4]
c. [4, 2, 0, 1, 3]
d. [2, 0, 1, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct answer is d.,0
4008,3,11069849,"Question: 
Answer Choices are: 
a. [4, 3, 1, 0, 2]
b. [2, 4, 0, 1, 3]
c. [3, 1, 2, 0, 4]
d. [3, 4, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events in the passage is c.,1
4009,3,11069935,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [0, 2, 1, 3]
c. [2, 1, 0, 3]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is c.,0
4010,3,11070017,"Question: 
Answer Choices are: 
a. [2, 1, 4, 0, 3]
b. [1, 3, 4, 2, 0]
c. [3, 0, 4, 1, 2]
d. [1, 3, 4, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
4011,3,11070038,"Question: 
Answer Choices are: 
a. [3, 0, 1, 4, 2]
b. [4, 3, 2, 0, 1]
c. [2, 4, 0, 3, 1]
d. [3, 4, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 4, 2, 1, 0]",1
