index,filenumber,qid,question,origanswer,generatedanswer,correctness
50000,26,9358464,"Question: 
Answer Choices are: 
a. [0, 6, 7, 4, 1, 8, 5, 3, 2]
b. [7, 6, 0, 5, 4, 2, 3, 1, 8]
c. [8, 7, 0, 2, 3, 4, 5, 1, 6]
d. [3, 0, 8, 2, 7, 1, 4, 5, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
50001,26,93584,"Question: 
Answer Choices are: 
a. [1, 5, 2, 3, 4, 0]
b. [4, 5, 3, 0, 2, 1]
c. [4, 3, 1, 2, 5, 0]
d. [5, 4, 0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is c.,0
50002,26,9359238,"Question: 
Answer Choices are: 
a. [4, 2, 0, 1, 3]
b. [2, 4, 3, 0, 1]
c. [2, 4, 3, 0, 1]
d. [2, 3, 1, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 3, 1, 4, 0]",0
50003,26,9359405,"Question: 
Answer Choices are: 
a. [2, 3, 1, 4, 0]
b. [0, 2, 4, 3, 1]
c. [1, 4, 3, 0, 2]
d. [3, 4, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [2, 3, 1, 4, 0]",0
50004,26,9359,"Question: 
Answer Choices are: 
a. [4, 1, 2, 5, 6, 3, 0, 7]
b. [7, 1, 4, 2, 5, 3, 0, 6]
c. [5, 6, 4, 2, 3, 0, 1, 7]
d. [2, 3, 4, 1, 6, 7, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
50005,26,9360033,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [2, 0, 3, 1]
c. [2, 0, 1, 3]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [2, 0, 1, 3]",0
50006,26,9360573,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [0, 1, 3, 2]
c. [0, 2, 1, 3]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 0, 1, 3]",0
50007,26,9360909,"Question: 
Answer Choices are: 
a. [1, 4, 2, 0, 3]
b. [2, 3, 4, 0, 1]
c. [1, 3, 2, 0, 4]
d. [0, 1, 2, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 1, 2, 4, 3]",1
50008,26,9360928,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0, 4]
b. [3, 4, 0, 1, 2]
c. [3, 1, 4, 0, 2]
d. [2, 1, 3, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 1, 3, 4, 0]",0
50009,26,9360948,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [1, 0, 2]
c. [2, 0, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 1, 0]",0
