index,filenumber,qid,question,origanswer,generatedanswer,correctness
16000,9,168337,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [1, 2, 0]
c. [0, 1, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
16001,9,1683530,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [0, 3, 1, 2]
c. [2, 0, 3, 1]
d. [1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"a. [2, 0, 3, 1]",0
16002,9,1683613,"Question: 
Answer Choices are: 
a. [5, 1, 2, 0, 3, 4]
b. [4, 0, 2, 1, 3, 5]
c. [1, 4, 2, 5, 3, 0]
d. [1, 0, 2, 3, 5, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0, 2, 3, 5, 4]",0
16003,9,1683622,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [0, 2, 3, 1]
c. [2, 1, 0, 3]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
16004,9,168366,"Question: 
Answer Choices are: 
a. [0, 2, 3, 4, 1]
b. [4, 1, 2, 0, 3]
c. [4, 1, 2, 3, 0]
d. [1, 0, 4, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
16005,9,1683697,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
16006,9,1683708,"Question: 
Answer Choices are: 
a. [1, 0]
b. [0, 1]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is b, c, d, a.",0
16007,9,168370,"Question: 
Answer Choices are: 
a. [5, 0, 3, 1, 4, 2]
b. [2, 3, 1, 4, 0, 5]
c. [2, 5, 4, 0, 3, 1]
d. [3, 5, 4, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 5, 4, 2, 1, 0]",0
16008,9,1683710,"Question: 
Answer Choices are: 
a. [2, 1, 3, 4, 0]
b. [3, 2, 0, 4, 1]
c. [3, 2, 4, 1, 0]
d. [2, 1, 3, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [3, 2, 4, 1, 0]",0
16009,9,1683711,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0]
b. [0, 2, 3, 1]
c. [3, 0, 1, 2]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is b. [0, 2, 3, 1]",0
16010,9,1683758,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [0, 2, 1]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
16011,9,1683798,"Question: 
Answer Choices are: 
a. [5, 1, 3, 4, 0, 2]
b. [0, 2, 3, 5, 4, 1]
c. [5, 3, 2, 1, 4, 0]
d. [4, 3, 0, 5, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [4, 3, 0, 5, 1, 2]",1
16012,9,168381,"Question: 
Answer Choices are: 
a. [6, 1, 4, 3, 2, 5, 0]
b. [1, 5, 2, 0, 4, 3, 6]
c. [4, 3, 5, 2, 0, 6, 1]
d. [2, 0, 3, 6, 1, 5, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [6, 1, 4, 3, 2, 5, 0].",0
16013,9,1683870,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The passage states that ""Back in the early days of the internet, most people accessed it through desktop computers connected to phone lines."" The correct order of events is a, c, d.",0
16014,9,168401,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [1, 0, 3, 2]
c. [2, 0, 3, 1]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is d.,1
16015,9,1684433,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 0, 1]
c. [1, 0, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is b. [2, 0, 1]",0
16016,9,1684737,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [3, 1, 0, 2]
c. [0, 1, 2, 3]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 3, 1, 2]",0
16017,9,1684775,"Question: 
Answer Choices are: 
a. [4, 2, 1, 10, 3, 5, 13, 0, 12, 9, 8, 6, 7, 14, 11]
b. [2, 12, 9, 10, 4, 8, 14, 0, 11, 3, 1, 13, 7, 6, 5]
c. [7, 4, 13, 5, 10, 9, 14, 0, 12, 8, 6, 3, 1, 11, 2]
d. [12, 3, 9, 13, 4, 6, 7, 0, 10, 11, 14, 5, 1, 2, 8]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is b.,0
