index,filenumber,qid,question,origanswer,generatedanswer,correctness
34000,18,5501206,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2, 4]
b. [1, 0, 2, 3, 4]
c. [2, 4, 1, 0, 3]
d. [4, 0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [2, 4, 1, 0, 3]",0
34001,18,5501301,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 0, 1]
c. [0, 1, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 0, 2]",0
34002,18,55017,"Question: 
Answer Choices are: 
a. [4, 5, 1, 7, 3, 2, 6, 0]
b. [1, 0, 5, 2, 4, 6, 3, 7]
c. [4, 5, 1, 7, 2, 3, 6, 0]
d. [4, 0, 1, 2, 5, 3, 7, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [4, 0, 1, 2, 5, 3, 7, 6]",0
34003,18,5501,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [2, 3, 1, 0]
c. [1, 3, 0, 2]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
34004,18,5502002,"Question: 
Answer Choices are: 
a. [3, 0, 2, 5, 1, 4]
b. [1, 3, 0, 5, 4, 2]
c. [5, 2, 4, 0, 3, 1]
d. [4, 2, 3, 1, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [4, 2, 3, 1, 5, 0]",1
34005,18,5502047,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [2, 3, 1, 0]
c. [0, 3, 1, 2]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 3, 1, 0]",1
34006,18,5502055,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 0, 1]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 1]",1
34007,18,5502209,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
34008,18,550249,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [2, 0, 3, 1]
c. [2, 1, 0, 3]
d. [2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,b,0
34009,18,550282,"Question: 
Answer Choices are: 
a. [3, 6, 4, 0, 5, 1, 2]
b. [3, 1, 6, 0, 2, 4, 5]
c. [1, 3, 5, 6, 4, 2, 0]
d. [6, 1, 5, 4, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 3, 5, 6, 4, 2, 0]",0
34010,18,55035,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [2, 1, 0]
c. [2, 1, 0]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
