index,filenumber,qid,question,origanswer,generatedanswer,correctness
22000,12,2496034,"Question: 
Answer Choices are: 
a. [2, 1, 0, 4, 3]
b. [4, 1, 2, 0, 3]
c. [0, 3, 4, 2, 1]
d. [1, 0, 4, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order is c.,0
22001,12,24961,"Question: 
Answer Choices are: 
a. [2, 4, 6, 3, 0, 1, 5]
b. [4, 5, 0, 1, 2, 6, 3]
c. [3, 4, 2, 1, 6, 5, 0]
d. [2, 3, 1, 5, 0, 6, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 3, 1, 5, 0, 6, 4]",1
22002,12,249627,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2, 4]
b. [2, 0, 4, 3, 1]
c. [0, 2, 1, 3, 4]
d. [2, 4, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events in the passage is c. [0, 2, 1, 3, 4]",1
22003,12,249637,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2]
b. [1, 2, 3, 0]
c. [2, 3, 1, 0]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 2, 3, 1]",0
22004,12,2497006,"Question: 
Answer Choices are: 
a. [3, 4, 2, 5, 0, 1]
b. [4, 2, 0, 3, 1, 5]
c. [4, 5, 0, 2, 1, 3]
d. [2, 5, 4, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 5, 4, 0, 1, 3]",0
22005,12,249706,"Question: 
Answer Choices are: 
a. [2, 5, 6, 3, 0, 4, 1]
b. [6, 4, 2, 3, 0, 5, 1]
c. [5, 2, 1, 6, 4, 0, 3]
d. [3, 2, 5, 1, 6, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 2, 5, 1, 6, 0, 4]",0
22006,12,2497218,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [1, 2, 0]
c. [2, 0, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
22007,12,249746,"Question: 
Answer Choices are: 
a. [1, 5, 3, 0, 6, 2, 4]
b. [6, 1, 0, 2, 5, 4, 3]
c. [5, 0, 6, 3, 1, 2, 4]
d. [0, 1, 6, 2, 4, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 1, 6, 2, 4, 5, 3]",0
22008,12,249768,"Question: 
Answer Choices are: 
a. [5, 0, 4, 2, 3, 6, 1]
b. [4, 0, 6, 3, 5, 1, 2]
c. [2, 0, 1, 4, 5, 6, 3]
d. [4, 1, 6, 0, 5, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
22009,12,249826,"Question: 
Answer Choices are: 
a. [5, 0, 3, 1, 2, 4]
b. [3, 2, 0, 4, 5, 1]
c. [2, 1, 5, 4, 3, 0]
d. [2, 3, 0, 5, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 3, 0, 5, 1, 4]",0
22010,12,249913,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [1, 2, 0]
c. [0, 2, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
22011,12,249929,"Question: 
Answer Choices are: 
a. [1, 3, 4, 0, 2]
b. [0, 1, 3, 2, 4]
c. [4, 1, 0, 2, 3]
d. [4, 2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,There is no correct answer to this question.,0
22012,12,249948,"Question: 
Answer Choices are: 
a. [8, 2, 6, 5, 1, 7, 3, 0, 4, 9]
b. [4, 7, 1, 9, 5, 6, 0, 3, 8, 2]
c. [8, 9, 4, 0, 3, 1, 2, 5, 7, 6]
d. [0, 9, 7, 4, 2, 1, 3, 6, 8, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [8, 9, 4, 0, 3, 1, 2, 5, 7, 6]",0
22013,12,2499679,"Question: 
Answer Choices are: 
a. [0, 0, 4, 0, 7, 6, 1, 3]
b. [7, 0, 0, 1, 4, 0, 6, 3]
c. [1, 4, 3, 0, 6, 7, 0, 0]
d. [7, 6, 0, 3, 0, 1, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,Choice c is correct.,0
