index,filenumber,qid,question,origanswer,generatedanswer,correctness
36000,19,6051518,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [0, 1, 2]
c. [0, 2, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is b. [0, 1, 2]",0
36001,19,605182,"Question: 
Answer Choices are: 
a. [4, 1, 3, 2, 0]
b. [0, 4, 2, 1, 3]
c. [3, 1, 4, 2, 0]
d. [4, 2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [4, 2, 3, 1, 0]",0
36002,19,60518,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [3, 0, 2, 1]
c. [3, 0, 2, 1]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [3, 0, 2, 1]",0
36003,19,6052311,"Question: 
Answer Choices are: 
a. [3, 2, 6, 5, 0, 4, 1]
b. [0, 5, 6, 4, 2, 3, 1]
c. [4, 1, 3, 0, 6, 2, 5]
d. [5, 3, 1, 4, 0, 6, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
36004,19,60533,"Question: 
Answer Choices are: 
a. [2, 3, 1, 4, 0, 5]
b. [4, 3, 1, 0, 2, 5]
c. [3, 0, 4, 1, 2, 5]
d. [2, 3, 0, 1, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 0, 1, 4, 5]",0
36005,19,6053672,"Question: 
Answer Choices are: 
a. [4, 1, 0, 2, 3]
b. [0, 4, 2, 3, 1]
c. [4, 1, 0, 2, 3]
d. [4, 2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is A.,0
36006,19,605440,"Question: 
Answer Choices are: 
a. [4, 5, 3, 2, 0, 1]
b. [0, 3, 5, 2, 4, 1]
c. [3, 0, 5, 2, 4, 1]
d. [2, 3, 1, 0, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,b,1
36007,19,605709,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [0, 3, 2, 1]
c. [2, 1, 3, 0]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [2, 1, 3, 0].",0
36008,19,60593,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is b, a, d, c.",0
36009,19,6060478,"Question: 
Answer Choices are: 
a. [3, 0, 4, 5, 2, 6, 1]
b. [0, 1, 2, 6, 3, 5, 4]
c. [5, 3, 6, 1, 0, 4, 2]
d. [2, 0, 6, 4, 3, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 0, 6, 4, 3, 5, 1]",0
