index,filenumber,qid,question,origanswer,generatedanswer,correctness
44000,23,8250863,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3, 4]
b. [0, 4, 3, 2, 1]
c. [4, 1, 0, 3, 2]
d. [1, 2, 3, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d) [1, 2, 3, 4, 0]",0
44001,23,8251118,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [1, 2, 3, 0]
c. [0, 3, 1, 2]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 2, 1, 0]",0
44002,23,8251122,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3]
b. [3, 1, 0, 2]
c. [3, 1, 2, 0]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
44003,23,8251127,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 1, 0]
c. [2, 1, 0]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
44004,23,8251306,"Question: 
Answer Choices are: 
a. [6, 0, 4, 2, 3, 1, 7, 5]
b. [3, 6, 7, 2, 4, 5, 1, 0]
c. [3, 2, 5, 6, 0, 1, 4, 7]
d. [5, 6, 2, 3, 1, 7, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [3, 2, 5, 6, 0, 1, 4, 7]",0
44005,23,8251314,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 0, 1]
c. [1, 2, 0]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 1, 2]",0
44006,23,82514,"Question: 
Answer Choices are: 
a. [3, 1, 2, 5, 4, 0]
b. [2, 1, 5, 4, 0, 3]
c. [5, 0, 3, 1, 4, 2]
d. [5, 3, 2, 1, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [5, 3, 2, 1, 4, 0]",0
44007,23,8251586,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3, 4]
b. [1, 4, 3, 0, 2]
c. [2, 3, 1, 0, 4]
d. [4, 2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is c. [2, 3, 1, 0, 4]",0
44008,23,8251646,"Question: 
Answer Choices are: 
a. [4, 0, 1, 3, 2]
b. [4, 2, 0, 1, 3]
c. [3, 0, 1, 2, 4]
d. [1, 2, 3, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [3, 0, 1, 2, 4]",0
44009,23,8251656,"Question: 
Answer Choices are: 
a. [6, 0, 3, 4, 1, 2, 5]
b. [1, 2, 0, 6, 3, 5, 4]
c. [3, 4, 0, 6, 1, 5, 2]
d. [4, 1, 0, 2, 6, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [4, 1, 0, 2, 6, 5, 3]",0
44010,23,8251891,"Question: 
Answer Choices are: 
a. [2, 3, 4, 0, 5, 1, 6]
b. [4, 1, 0, 3, 2, 5, 6]
c. [6, 5, 2, 3, 4, 1, 0]
d. [2, 0, 3, 6, 1, 5, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [2, 3, 4, 0, 5, 1, 6].",0
44011,23,8251913,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [1, 0, 3, 2]
c. [1, 3, 0, 2]
d. [1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
44012,23,8252178,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [1, 3, 2, 0]
c. [0, 1, 2, 3]
d. [3, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [0, 1, 2, 3]",0
44013,23,8252215,"Question: 
Answer Choices are: 
a. [3, 1, 2, 0, 4]
b. [0, 4, 2, 3, 1]
c. [4, 2, 3, 0, 1]
d. [2, 0, 1, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 0, 1, 4, 3]",0
44014,23,8252276,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 2, 1]
c. [1, 0, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
44015,23,8252357,"Question: 
Answer Choices are: 
a. [4, 1, 0, 3, 2]
b. [4, 1, 2, 3, 0]
c. [1, 0, 3, 4, 2]
d. [4, 1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [4, 1, 0, 3, 2].",0
44016,23,8252412,"Question: 
Answer Choices are: 
a. [0, 5, 3, 1, 2, 4]
b. [4, 3, 2, 5, 1, 0]
c. [3, 4, 5, 2, 0, 1]
d. [1, 3, 2, 4, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [0, 5, 3, 1, 2, 4].",0
44017,23,8252454,"Question: 
Answer Choices are: 
a. [1, 3, 1, 2, 1, 0]
b. [2, 3, 1, 1, 0, 1]
c. [1, 1, 3, 0, 1, 2]
d. [0, 1, 2, 1, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
44018,23,8252751,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [2, 3, 1, 0]
c. [0, 3, 2, 1]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 2, 1, 0]",1
44019,23,8253025,"Question: 
Answer Choices are: 
a. [5, 3, 4, 1, 2, 0]
b. [5, 1, 4, 3, 2, 0]
c. [1, 5, 2, 0, 3, 4]
d. [1, 4, 2, 3, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
44020,23,825341,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [0, 3, 1, 2]
c. [0, 2, 3, 1]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The answer is b. [0, 3, 1, 2]",1
44021,23,8254010,"Question: 
Answer Choices are: 
a. [3, 2, 4, 0, 1]
b. [1, 0, 3, 4, 2]
c. [4, 2, 1, 3, 0]
d. [3, 4, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"b. [1, 0, 3, 4, 2]",1
44022,23,8254178,"Question: 
Answer Choices are: 
a. [1, 5, 4, 0, 2, 6, 3]
b. [1, 5, 3, 4, 2, 0, 6]
c. [2, 3, 0, 4, 5, 6, 1]
d. [4, 0, 6, 1, 3, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is: a. [1, 5, 4, 0, 2, 6, 3]",0
44023,23,8254622,"Question: 
Answer Choices are: 
a. [1, 4, 3, 2, 0]
b. [0, 2, 1, 4, 3]
c. [1, 0, 4, 3, 2]
d. [1, 3, 4, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
44024,23,8254634,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [2, 1, 3, 0]
c. [2, 1, 0, 3]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [2, 1, 0, 3]",0
44025,23,825463,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3, 4, 5]
b. [0, 5, 4, 1, 3, 2]
c. [1, 0, 3, 2, 4, 5]
d. [4, 3, 5, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is c.,0
44026,23,8254663,"Question: 
Answer Choices are: 
a. [3, 5, 4, 2, 1, 0]
b. [2, 1, 0, 3, 4, 5]
c. [0, 4, 3, 5, 1, 2]
d. [2, 0, 3, 1, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 0, 3, 1, 4, 5]",0
44027,23,8254706,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [2, 0, 1, 3]
c. [0, 1, 3, 2]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is d.,0
44028,23,8254716,"Question: 
Answer Choices are: 
a. [2, 1, 3, 4, 0]
b. [2, 1, 4, 0, 3]
c. [0, 1, 3, 4, 2]
d. [2, 0, 4, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
44029,23,8254743,"Question: 
Answer Choices are: 
a. [5, 3, 0, 4, 6, 1, 2]
b. [2, 6, 0, 4, 1, 3, 5]
c. [3, 5, 4, 2, 6, 1, 0]
d. [5, 1, 4, 0, 3, 2, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [5, 1, 4, 0, 3, 2, 6]",0
44030,23,8254790,"Question: 
Answer Choices are: 
a. [1, 4, 3, 2, 0]
b. [0, 4, 3, 1, 2]
c. [3, 1, 2, 0, 4]
d. [3, 2, 4, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
44031,23,8254799,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [2, 1, 0]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events in the passage is a. [1, 0, 2]",1
44032,23,8255012,"Question: 
Answer Choices are: 
a. [3, 1, 4, 0, 2]
b. [3, 0, 4, 1, 2]
c. [3, 0, 4, 2, 1]
d. [0, 2, 3, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [3, 0, 4, 2, 1]",1
44033,23,8255134,"Question: 
Answer Choices are: 
a. [4, 3, 5, 0, 1, 2]
b. [0, 4, 1, 2, 3, 5]
c. [1, 0, 2, 5, 3, 4]
d. [0, 3, 2, 1, 5, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events are a, b, c, and d.",0
44034,23,8255217,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2]
b. [1, 0, 2, 3]
c. [0, 2, 3, 1]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 2, 1, 0]",1
44035,23,8255234,"Question: 
Answer Choices are: 
a. [3, 2, 0, 4, 1]
b. [0, 4, 3, 1, 2]
c. [4, 1, 3, 0, 2]
d. [0, 3, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 3, 2, 1, 4]",0
44036,23,8255241,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 0, 1]",0
44037,23,8255244,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3, 4]
b. [0, 3, 4, 1, 2]
c. [4, 1, 0, 3, 2]
d. [1, 2, 3, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [0, 1, 2, 3, 4].",1
44038,23,8255251,"Question: 
Answer Choices are: 
a. [0, 1, 2, 4, 3]
b. [1, 2, 0, 4, 3]
c. [4, 2, 0, 1, 3]
d. [3, 4, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The answer is b. [1, 2, 0, 4, 3]",0
44039,23,8255285,"Question: 
Answer Choices are: 
a. [3, 5, 1, 2, 0, 4]
b. [3, 2, 4, 5, 0, 1]
c. [4, 3, 2, 1, 0, 5]
d. [0, 3, 1, 5, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 3, 1, 5, 4, 2]",0
44040,23,8255300,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [3, 2, 1, 0]
c. [3, 2, 0, 1]
d. [3, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 0, 1, 2]",0
44041,23,8255393,"Question: 
Answer Choices are: 
a. [1, 4, 0, 2, 3]
b. [3, 1, 2, 4, 0]
c. [4, 0, 3, 2, 1]
d. [0, 4, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 4, 3, 2, 1]",0
44042,23,8255509,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3]
b. [2, 0, 1, 3]
c. [2, 1, 3, 0]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 3, 1, 2]",0
44043,23,825568,"Question: 
Answer Choices are: 
a. [2, 5, 4, 3, 1, 0]
b. [3, 1, 0, 2, 5, 4]
c. [3, 5, 0, 2, 4, 1]
d. [0, 5, 2, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [2, 5, 4, 3, 1, 0]",0
44044,23,8255941,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [2, 0, 1, 3]
c. [2, 1, 3, 0]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 2, 1, 3]",0
44045,23,825626,"Question: 
Answer Choices are: 
a. [4, 2, 6, 0, 7, 3, 1, 8, 5, 9]
b. [8, 2, 3, 6, 9, 1, 4, 0, 5, 7]
c. [1, 3, 2, 8, 6, 7, 0, 9, 5, 4]
d. [6, 7, 4, 9, 3, 2, 8, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [6, 7, 4, 9, 3, 2, 8, 5, 0, 1]",0
44046,23,825656,"Question: 
Answer Choices are: 
a. [5, 2, 0, 3, 6, 1, 4]
b. [4, 1, 5, 0, 6, 3, 2]
c. [0, 6, 1, 3, 4, 5, 2]
d. [2, 6, 1, 3, 5, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 6, 1, 3, 5, 4, 0]",0
44047,23,8256979,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [2, 0, 1]
c. [1, 2, 0]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is: 1, 2, 0.",0
44048,23,8256982,"Question: 
Answer Choices are: 
a. [1, 4, 5, 2, 0, 3]
b. [0, 5, 2, 1, 3, 4]
c. [4, 3, 5, 1, 2, 0]
d. [2, 0, 1, 4, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 0, 1, 4, 3, 5]",0
44049,23,825714,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [3, 0, 2, 1]
c. [1, 0, 2, 3]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [1, 0, 2, 3]",0
44050,23,8257233,"Question: 
Answer Choices are: 
a. [5, 1, 0, 3, 4, 2]
b. [4, 1, 5, 2, 0, 3]
c. [0, 1, 2, 3, 4, 5]
d. [4, 5, 2, 0, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
44051,23,8257829,"Question: 
Answer Choices are: 
a. [0, 1, 4, 2, 3]
b. [2, 4, 3, 1, 0]
c. [2, 3, 1, 0, 4]
d. [4, 0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [2, 3, 1, 0, 4]",0
44052,23,8257921,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [0, 1, 2]
c. [1, 2, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is b. [0, 1, 2].",1
