index,filenumber,qid,question,origanswer,generatedanswer,correctness
2000,2,10524522,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [0, 1]
d. [0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [1, 0]",0
2001,2,10524535,"Question: 
Answer Choices are: 
a. [0, 1, 2, 4, 3, 5]
b. [4, 5, 2, 3, 1, 0]
c. [2, 1, 0, 3, 4, 5]
d. [0, 4, 2, 3, 1, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 4, 2, 3, 1, 5]",0
2002,2,10524564,"Question: 
Answer Choices are: 
a. [1, 4, 2, 3, 0]
b. [1, 3, 2, 0, 4]
c. [4, 3, 1, 0, 2]
d. [1, 4, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [1, 4, 0, 2, 3]",1
2003,2,10524716,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [2, 3, 1, 0]
c. [0, 2, 3, 1]
d. [0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 1, 2, 3]",0
2004,2,10524717,"Question: 
Answer Choices are: 
a. [5, 2, 3, 4, 1, 0]
b. [0, 5, 2, 1, 4, 3]
c. [5, 3, 2, 1, 4, 0]
d. [5, 2, 1, 0, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [5, 2, 1, 0, 3, 4]",0
2005,2,10524719,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [0, 2, 1, 3]
c. [3, 1, 0, 2]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 3, 2, 1]",0
2006,2,10524725,"Question: 
Answer Choices are: 
a. [1, 4, 2, 3, 5, 0]
b. [2, 1, 4, 0, 3, 5]
c. [3, 2, 0, 1, 4, 5]
d. [4, 1, 2, 0, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
2007,2,10524750,"Question: 
Answer Choices are: 
a. [2, 6, 7, 3, 4, 5, 0, 1]
b. [2, 3, 1, 7, 6, 4, 0, 5]
c. [3, 4, 0, 2, 6, 1, 5, 7]
d. [7, 3, 2, 4, 5, 1, 6, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is a.,0
2008,2,1052480,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [1, 3, 2, 0]
c. [0, 3, 1, 2]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 3, 2, 1]",0
2009,2,10524884,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 2, 1]
c. [0, 1, 2]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events in the passage is c. [0, 1, 2]",0
2010,2,10525102,"Question: 
Answer Choices are: 
a. [8, 1, 6, 7, 4, 2, 5, 0, 3]
b. [7, 4, 0, 3, 8, 6, 1, 2, 5]
c. [2, 4, 8, 7, 3, 5, 6, 0, 1]
d. [2, 6, 3, 4, 1, 5, 0, 7, 8]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 6, 3, 4, 1, 5, 0, 7, 8]",0
2011,2,10525466,"Question: 
Answer Choices are: 
a. [5, 1, 0, 2, 3, 4]
b. [0, 3, 4, 5, 2, 1]
c. [1, 0, 2, 3, 4, 5]
d. [1, 3, 4, 5, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
2012,2,10525707,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [0, 2, 3, 1]
c. [3, 2, 0, 1]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
2013,2,10525899,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [1, 0, 3, 2]
c. [0, 3, 2, 1]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is c. [0, 3, 2, 1]",0
2014,2,10526038,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [0, 2, 1]
c. [2, 0, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
2015,2,10526263,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2]
b. [0, 2, 1, 3]
c. [3, 0, 2, 1]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
2016,2,10527048,"Question: 
Answer Choices are: 
a. [0, 4, 1, 6, 5, 2, 3]
b. [4, 2, 5, 1, 3, 6, 0]
c. [0, 6, 5, 4, 3, 2, 1]
d. [6, 3, 5, 0, 1, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [0, 6, 5, 4, 3, 2, 1]",0
2017,2,10527080,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [3, 0, 1, 2]
c. [1, 0, 3, 2]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
2018,2,10527203,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 1, 2]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 0, 1]",0
2019,2,10527336,"Question: 
Answer Choices are: 
a. [1, 4, 2, 0, 3]
b. [3, 4, 0, 1, 2]
c. [3, 2, 1, 4, 0]
d. [4, 2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [4, 2, 3, 0, 1]",0
2020,2,10527421,"Question: 
Answer Choices are: 
a. [6, 1, 2, 4, 0, 3, 5]
b. [4, 0, 2, 6, 5, 3, 1]
c. [2, 1, 4, 6, 3, 0, 5]
d. [1, 2, 5, 4, 6, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events in the passage is c.,0
2021,2,10528062,"Question: 
Answer Choices are: 
a. [0, 3, 2, 1, 5, 4]
b. [1, 4, 5, 2, 0, 3]
c. [0, 3, 5, 4, 1, 2]
d. [5, 1, 2, 4, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,None of the above,0
2022,2,10528209,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [3, 2, 0, 1]
c. [1, 3, 0, 2]
d. [3, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 0, 1, 2]",0
2023,2,10529410,"Question: 
Answer Choices are: 
a. [5, 4, 3, 2, 0, 1]
b. [1, 4, 3, 0, 2, 5]
c. [3, 5, 0, 4, 2, 1]
d. [3, 1, 0, 2, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 1, 0, 2, 4, 5]",0
2024,2,10529506,"Question: 
Answer Choices are: 
a. [0, 2, 4, 1, 5, 3]
b. [2, 4, 1, 0, 5, 3]
c. [0, 5, 2, 4, 3, 1]
d. [5, 1, 2, 0, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,C,0
2025,2,10529507,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2]
b. [0, 2, 1, 3]
c. [3, 0, 2, 1]
d. [1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 3, 0, 2]",0
