index,filenumber,qid,question,origanswer,generatedanswer,correctness
32000,17,5005938,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [1, 0, 2, 3]
c. [0, 3, 1, 2]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [0, 3, 1, 2]",0
32001,17,5005946,"Question: 
Answer Choices are: 
a. [7, 3, 5, 4, 2, 1, 6, 0]
b. [0, 2, 3, 4, 5, 6, 1, 7]
c. [3, 7, 0, 2, 4, 1, 6, 5]
d. [2, 5, 1, 4, 0, 3, 6, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is d.,0
32002,17,5006170,"Question: 
Answer Choices are: 
a. [3, 2, 7, 5, 4, 1, 6, 0]
b. [1, 3, 4, 0, 7, 5, 6, 2]
c. [0, 2, 1, 5, 6, 4, 3, 7]
d. [1, 6, 3, 5, 2, 7, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [0, 2, 1, 5, 6, 4, 3, 7]",0
32003,17,50061,"Question: 
Answer Choices are: 
a. [5, 2, 3, 6, 1, 0, 4]
b. [3, 0, 1, 5, 4, 6, 2]
c. [4, 3, 0, 5, 6, 1, 2]
d. [5, 6, 2, 4, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [4, 3, 0, 5, 6, 1, 2]",0
32004,17,500633,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [3, 0, 2, 1]
c. [2, 1, 0, 3]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 2, 1, 3]",1
32005,17,500644,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [2, 1, 0, 3]
c. [1, 0, 3, 2]
d. [0, 1, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The answer is b. [2, 1, 0, 3]",1
32006,17,500670,"Question: 
Answer Choices are: 
a. [2, 1, 5, 0, 3, 4]
b. [1, 4, 5, 0, 3, 2]
c. [3, 4, 0, 5, 1, 2]
d. [3, 5, 2, 4, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is c.,0
32007,17,5006717,"Question: 
Answer Choices are: 
a. [2, 4, 0, 8, 6, 5, 1, 7, 3]
b. [6, 2, 1, 7, 5, 8, 4, 3, 0]
c. [6, 0, 1, 8, 2, 4, 7, 5, 3]
d. [6, 2, 1, 8, 7, 4, 5, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [6, 2, 1, 8, 7, 4, 5, 0, 3]",0
32008,17,500673,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [3, 1, 2, 0]
c. [2, 3, 1, 0]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [2, 3, 1, 0]",0
32009,17,5006831,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [3, 1, 0, 2]
c. [0, 3, 2, 1]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 3, 2, 1]",0
