index,filenumber,qid,question,origanswer,generatedanswer,correctness
0,1,10000798,"Question: 
Answer Choices are: 
a. [0, 5, 4, 2, 1, 3]
b. [3, 2, 4, 0, 1, 5]
c. [2, 4, 3, 5, 1, 0]
d. [5, 4, 2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [5, 4, 2, 1, 0, 3]",0
1,1,10000832,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [0, 1, 2, 3]
c. [0, 3, 2, 1]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 0, 1]",0
2,1,10002000,"Question: 
Answer Choices are: 
a. [6, 8, 9, 4, 5, 1, 0, 2, 3, 7]
b. [9, 2, 6, 5, 4, 7, 0, 3, 8, 1]
c. [8, 1, 7, 6, 3, 2, 4, 0, 9, 5]
d. [1, 5, 9, 0, 4, 6, 8, 2, 3, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
3,1,100021,"Question: 
Answer Choices are: 
a. [3, 0, 4, 1, 2]
b. [3, 1, 4, 2, 0]
c. [1, 2, 0, 4, 3]
d. [4, 1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 2, 0, 4, 3]",0
4,1,1000266,"Question: 
Answer Choices are: 
a. [5, 4, 7, 0, 1, 2, 3, 6]
b. [4, 3, 2, 6, 5, 7, 0, 1]
c. [3, 0, 1, 5, 6, 2, 7, 4]
d. [1, 2, 5, 0, 4, 3, 7, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 2, 5, 0, 4, 3, 7, 6]",0
5,1,10004257,"Question: 
Answer Choices are: 
a. [5, 1, 0, 3, 2, 4]
b. [5, 3, 4, 2, 0, 1]
c. [3, 5, 0, 2, 4, 1]
d. [4, 3, 0, 1, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"a. [5, 1, 0, 3, 2, 4]",0
6,1,1000430,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [0, 2, 3, 1]
c. [1, 3, 2, 0]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [3, 2, 0, 1].",1
7,1,10004451,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2]
b. [0, 2, 3, 1]
c. [2, 3, 0, 1]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [2, 3, 0, 1]",0
8,1,10004709,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3]
b. [0, 2, 1, 3]
c. [3, 1, 0, 2]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 1, 0, 3]",0
9,1,10004867,"Question: 
Answer Choices are: 
a. [6, 0, 2, 1, 5, 4, 3]
b. [1, 4, 0, 5, 2, 6, 3]
c. [1, 5, 4, 6, 0, 3, 2]
d. [0, 2, 3, 1, 4, 5, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order is d.,0
