index,filenumber,qid,question,origanswer,generatedanswer,correctness
14000,8,1532583,"Question: 
Answer Choices are: 
a. [4, 0, 1, 2, 3, 5]
b. [3, 0, 2, 5, 1, 4]
c. [4, 1, 0, 2, 3, 5]
d. [0, 5, 4, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [4, 0, 1, 2, 3, 5]",0
14001,8,1532657,"Question: 
Answer Choices are: 
a. [0, 3, 5, 1, 4, 2]
b. [0, 4, 5, 2, 1, 3]
c. [3, 4, 5, 2, 0, 1]
d. [2, 4, 1, 0, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 4, 1, 0, 3, 5]",0
14002,8,1532658,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [0, 1, 2, 3]
c. [1, 3, 2, 0]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 2, 3, 0]",0
14003,8,1532687,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2]
b. [3, 1, 0, 2]
c. [1, 0, 2, 3]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
14004,8,1532703,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [0, 3, 2, 1]
c. [1, 0, 2, 3]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [3, 2, 1, 0]",0
14005,8,1532704,"Question: 
Answer Choices are: 
a. [1, 2, 0, 5, 3, 4, 6]
b. [2, 4, 5, 3, 0, 1, 6]
c. [6, 4, 3, 0, 1, 5, 2]
d. [6, 4, 5, 3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [6, 4, 5, 3, 0, 2, 1]",0
14006,8,1532759,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 0, 1]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
14007,8,1532799,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [2, 0, 3, 1]
c. [1, 2, 0, 3]
d. [3, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
14008,8,153284,"Question: 
Answer Choices are: 
a. [1, 1, 0, 2]
b. [1, 2, 1, 0]
c. [2, 0, 1, 1]
d. [2, 1, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
14009,8,1532887,"Question: 
Answer Choices are: 
a. [0, 1, 3, 4, 2]
b. [4, 0, 1, 2, 3]
c. [1, 2, 0, 4, 3]
d. [3, 2, 1, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct answer is b.,0
14010,8,153296,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [3, 2, 1, 0]
c. [0, 3, 2, 1]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
14011,8,1532984,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [1, 0, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
14012,8,1532985,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [1, 2, 0]
c. [1, 0, 2]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 1, 0]",1
14013,8,1533052,"Question: 
Answer Choices are: 
a. [4, 1, 0, 2, 3]
b. [1, 0, 3, 2, 4]
c. [4, 2, 0, 1, 3]
d. [3, 2, 4, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,None of the choices are in the correct order.,0
14014,8,1533073,"Question: 
Answer Choices are: 
a. [5, 3, 4, 0, 1, 2]
b. [0, 4, 2, 1, 5, 3]
c. [0, 4, 5, 1, 2, 3]
d. [3, 2, 1, 4, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [5, 3, 4, 0, 1, 2].",0
14015,8,1533106,"Question: 
Answer Choices are: 
a. [6, 2, 7, 3, 0, 5, 4, 1]
b. [4, 0, 7, 3, 6, 5, 2, 1]
c. [0, 4, 6, 3, 1, 7, 5, 2]
d. [4, 2, 3, 5, 1, 0, 6, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
14016,8,1533141,"Question: 
Answer Choices are: 
a. [1, 3, 5, 2, 0, 4]
b. [2, 5, 0, 4, 1, 3]
c. [0, 1, 3, 2, 5, 4]
d. [5, 3, 0, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [0, 1, 3, 2, 5, 4]",0
14017,8,1533142,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [0, 2, 1]
c. [0, 2, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is b.,0
14018,8,1533170,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [1, 3, 0, 2]
c. [0, 2, 3, 1]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 3, 2, 1]",0
14019,8,1533173,"Question: 
Answer Choices are: 
a. [3, 0, 5, 2, 4, 1]
b. [1, 5, 2, 3, 0, 4]
c. [0, 3, 4, 5, 1, 2]
d. [1, 5, 4, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 5, 4, 2, 0, 3]",0
14020,8,1533197,"Question: 
Answer Choices are: 
a. [4, 0, 1, 2, 3, 5]
b. [2, 0, 1, 4, 3, 5]
c. [0, 2, 3, 4, 5, 1]
d. [5, 2, 1, 0, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events in the passage is c.,1
14021,8,1533224,"Question: 
Answer Choices are: 
a. [3, 4, 2, 0, 1, 5]
b. [1, 3, 5, 4, 2, 0]
c. [3, 5, 1, 2, 4, 0]
d. [0, 5, 1, 4, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [3, 4, 2, 0, 1, 5]",0
14022,8,1533409,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [0, 1, 2]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
14023,8,1533612,"Question: 
Answer Choices are: 
a. [1, 0, 0]
b. [0, 0, 1]
c. [1, 0, 0]
d. [0, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"a. [1, 0, 0]",1
14024,8,1533734,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [1, 0, 2]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events in the passage is d.,0
14025,8,1533823,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2, 4]
b. [2, 1, 0, 3, 4]
c. [3, 2, 4, 1, 0]
d. [2, 1, 4, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"b. [2, 1, 0, 3, 4]",0
14026,8,1533856,"Question: 
Answer Choices are: 
a. [1, 0, 3, 4, 2]
b. [1, 3, 2, 0, 4]
c. [4, 3, 1, 2, 0]
d. [2, 0, 3, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is b. [1, 3, 2, 0, 4]",0
14027,8,153392,"Question: 
Answer Choices are: 
a. [4, 2, 1, 0, 3]
b. [3, 1, 0, 4, 2]
c. [2, 4, 3, 1, 0]
d. [0, 1, 4, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 1, 4, 3, 2]",0
14028,8,1533947,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [0, 2, 1]
c. [2, 0, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 0, 2]",0
14029,8,1533955,"Question: 
Answer Choices are: 
a. [4, 1, 2, 0, 3]
b. [0, 4, 2, 3, 1]
c. [1, 3, 4, 0, 2]
d. [2, 3, 1, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 1, 4, 0]",0
14030,8,1533958,"Question: 
Answer Choices are: 
a. [4, 0, 2, 6, 3, 7, 5, 1]
b. [0, 4, 5, 3, 1, 7, 6, 2]
c. [1, 2, 3, 6, 4, 7, 0, 5]
d. [2, 5, 7, 3, 1, 4, 0, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is a.,1
14031,8,1533972,"Question: 
Answer Choices are: 
a. [2, 4, 3, 1, 0]
b. [4, 3, 2, 1, 0]
c. [0, 2, 4, 3, 1]
d. [2, 3, 1, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 3, 1, 0, 4]",0
14032,8,1533996,"Question: 
Answer Choices are: 
a. [0, 2, 4, 3, 1]
b. [1, 2, 3, 4, 0]
c. [2, 3, 1, 4, 0]
d. [3, 1, 4, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is b.,0
14033,8,1533997,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [2, 0, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"b. [2, 1, 0]",0
14034,8,1534096,"Question: 
Answer Choices are: 
a. [2, 4, 3, 1, 0]
b. [1, 3, 2, 4, 0]
c. [4, 2, 1, 0, 3]
d. [3, 0, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [2, 4, 3, 1, 0]",0
