index,filenumber,qid,question,origanswer,generatedanswer,correctness
40000,21,717423,"Question: 
Answer Choices are: 
a. [7, 4, 6, 2, 5, 3, 1, 0]
b. [4, 3, 7, 2, 5, 0, 6, 1]
c. [4, 1, 3, 0, 2, 6, 5, 7]
d. [6, 7, 3, 1, 4, 2, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is c.,0
40001,21,717433,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [2, 3, 1, 0]
c. [0, 3, 2, 1]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is a.,0
40002,21,7175178,"Question: 
Answer Choices are: 
a. [1, 0, 3, 4, 2]
b. [3, 2, 4, 1, 0]
c. [0, 2, 3, 1, 4]
d. [3, 4, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"b. [3, 2, 4, 1, 0]",0
40003,21,717537,"Question: 
Answer Choices are: 
a. [0, 5, 1, 3, 4, 7, 2, 8, 6]
b. [1, 8, 0, 3, 7, 4, 2, 5, 6]
c. [3, 5, 0, 1, 8, 4, 7, 6, 2]
d. [5, 3, 2, 7, 0, 8, 4, 1, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,None of the above.,0
40004,21,717587,"Question: 
Answer Choices are: 
a. [3, 1, 2, 5, 6, 9, 7, 8, 4, 0]
b. [5, 4, 0, 8, 7, 1, 2, 6, 3, 9]
c. [6, 4, 8, 3, 2, 1, 5, 0, 9, 7]
d. [8, 3, 5, 9, 0, 6, 4, 7, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. 8, 3, 5, 9, 0, 6, 4, 7, 2, 1",0
40005,21,717590,"Question: 
Answer Choices are: 
a. [2, 0, 5, 4, 3, 6, 1]
b. [3, 1, 5, 0, 2, 4, 6]
c. [5, 1, 4, 0, 3, 2, 6]
d. [2, 4, 5, 0, 6, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 4, 5, 0, 6, 3, 1]",0
40006,21,717614,"Question: 
Answer Choices are: 
a. [1, 2, 3, 4, 0]
b. [2, 4, 3, 1, 0]
c. [2, 0, 4, 3, 1]
d. [3, 2, 0, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events in the passage is d.,1
40007,21,717658,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2, 4, 5]
b. [4, 5, 2, 0, 1, 3]
c. [5, 4, 0, 3, 2, 1]
d. [0, 3, 5, 2, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
40008,21,717709,"Question: 
Answer Choices are: 
a. [2, 3, 1, 4, 0]
b. [3, 2, 0, 4, 1]
c. [2, 3, 0, 4, 1]
d. [1, 3, 2, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [1, 3, 2, 4, 0]",1
40009,21,71782,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [2, 1, 0, 3]
c. [0, 1, 2, 3]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,Question:,1
40010,21,717865,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2, 4]
b. [0, 1, 4, 2, 3]
c. [2, 4, 1, 3, 0]
d. [1, 2, 3, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [1, 2, 3, 0, 4]",0
40011,21,7178906,"Question: 
Answer Choices are: 
a. [6, 5, 4, 3, 0, 1, 2]
b. [4, 3, 0, 1, 6, 2, 5]
c. [2, 3, 0, 4, 1, 6, 5]
d. [1, 3, 5, 0, 2, 4, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
40012,21,7179669,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2]
b. [2, 0, 3, 1]
c. [2, 0, 3, 1]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events in the passage is c.,1
40013,21,71797,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 0, 1]
c. [0, 2, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
40014,21,718000,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [2, 3, 0, 1]
c. [0, 3, 1, 2]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
40015,21,718086,"Question: 
Answer Choices are: 
a. [4, 5, 2, 0, 8, 1, 3, 6, 7]
b. [5, 7, 0, 6, 3, 2, 1, 8, 4]
c. [1, 2, 7, 8, 6, 3, 0, 5, 4]
d. [8, 0, 5, 1, 3, 7, 2, 4, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [1, 2, 7, 8, 6, 3, 0, 5, 4]",0
40016,21,718110,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3]
b. [0, 3, 2, 1]
c. [0, 3, 1, 2]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 3, 2, 1]",1
40017,21,71811,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [0, 2, 1, 3]
c. [1, 3, 2, 0]
d. [1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events in the passage is b.,1
40018,21,71812,"Question: 
Answer Choices are: 
a. [6, 4, 2, 1, 5, 0, 3]
b. [4, 1, 5, 2, 0, 6, 3]
c. [0, 3, 5, 4, 1, 2, 6]
d. [2, 1, 6, 0, 3, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 1, 6, 0, 3, 4, 5]",0
40019,21,718145,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3]
b. [3, 1, 2, 0]
c. [0, 2, 1, 3]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [1, 2, 0, 3].",0
40020,21,718154,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [2, 3, 0, 1]
c. [0, 1, 3, 2]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 2, 3, 1]",1
40021,21,718190,"Question: 
Answer Choices are: 
a. [2, 4, 1, 5, 0, 6, 3]
b. [5, 2, 0, 3, 6, 4, 1]
c. [3, 0, 2, 1, 6, 5, 4]
d. [5, 4, 0, 1, 2, 6, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
40022,21,718251,"Question: 
Answer Choices are: 
a. [3, 5, 6, 2, 1, 4, 6, 0]
b. [6, 6, 3, 4, 1, 5, 0, 2]
c. [2, 3, 1, 0, 6, 4, 5, 6]
d. [6, 1, 6, 3, 4, 0, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [6, 1, 6, 3, 4, 0, 2, 5]",1
40023,21,7182613,"Question: 
Answer Choices are: 
a. [2, 3, 0, 5, 4, 1]
b. [0, 5, 3, 2, 1, 4]
c. [2, 4, 5, 1, 3, 0]
d. [3, 4, 1, 2, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
40024,21,7182,"Question: 
Answer Choices are: 
a. [3, 1, 0, 2, 4]
b. [4, 3, 1, 2, 0]
c. [1, 0, 3, 2, 4]
d. [3, 0, 1, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"a. [3, 1, 0, 2, 4]",0
40025,21,7183532,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [1, 2, 3, 0]
c. [3, 0, 2, 1]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 3, 2, 1]",0
40026,21,7183693,"Question: 
Answer Choices are: 
a. [5, 3, 6, 0, 4, 1, 2]
b. [6, 2, 5, 4, 1, 3, 0]
c. [0, 4, 6, 2, 1, 5, 3]
d. [4, 1, 3, 0, 6, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [4, 1, 3, 0, 6, 2, 5]",1
40027,21,7183963,"Question: 
Answer Choices are: 
a. [5, 7, 0, 2, 3, 1, 6, 4]
b. [0, 1, 2, 6, 4, 3, 5, 7]
c. [4, 5, 7, 0, 1, 3, 2, 6]
d. [7, 4, 6, 2, 3, 0, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [5, 7, 0, 2, 3, 1, 6, 4].",0
40028,21,718432,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1, 4]
b. [2, 1, 4, 3, 0]
c. [2, 4, 1, 3, 0]
d. [1, 2, 3, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,Answer: b,1
40029,21,718476,"Question: 
Answer Choices are: 
a. [2, 7, 5, 4, 6, 0, 8, 3, 1]
b. [8, 5, 3, 4, 7, 6, 1, 2, 0]
c. [2, 5, 4, 1, 8, 6, 3, 0, 7]
d. [4, 0, 7, 2, 8, 5, 3, 6, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events in the passage is a. [2, 7, 5, 4, 6, 0, 8, 3, 1]",0
40030,21,7184793,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [0, 2, 1]
c. [2, 0, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
40031,21,718530,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [0, 2, 3, 1]
c. [0, 1, 2, 3]
d. [1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [0, 1, 2, 3]",1
40032,21,718584,"Question: 
Answer Choices are: 
a. [4, 2, 0, 5, 6, 1, 3]
b. [0, 4, 3, 6, 5, 2, 1]
c. [1, 6, 2, 5, 4, 0, 3]
d. [6, 2, 4, 3, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [6, 2, 4, 3, 5, 0, 1]",0
40033,21,718594,"Question: 
Answer Choices are: 
a. [5, 7, 0, 4, 6, 1, 2, 3]
b. [1, 6, 7, 4, 2, 3, 0, 5]
c. [6, 0, 3, 5, 2, 7, 1, 4]
d. [4, 2, 7, 0, 6, 1, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [6, 0, 3, 5, 2, 7, 1, 4]",0
40034,21,71861,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [0, 1, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 1, 2]",0
