index,filenumber,qid,question,origanswer,generatedanswer,correctness
24000,13,290976,"Question: 
Answer Choices are: 
a. [7, 1, 4, 9, 2, 3, 0, 8, 5, 6]
b. [7, 2, 6, 9, 1, 0, 8, 5, 4, 3]
c. [6, 0, 1, 2, 7, 5, 9, 4, 3, 8]
d. [4, 9, 6, 7, 8, 1, 5, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"a. [7, 1, 4, 9, 2, 3, 0, 8, 5, 6]",0
24001,13,2909853,"Question: 
Answer Choices are: 
a. [1, 5, 7, 0, 6, 4, 2, 3, 8]
b. [0, 7, 6, 4, 8, 1, 5, 3, 2]
c. [5, 3, 8, 4, 7, 2, 6, 1, 0]
d. [4, 3, 0, 1, 2, 7, 8, 5, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [5, 3, 8, 4, 7, 2, 6, 1, 0]",0
24002,13,2910014,"Question: 
Answer Choices are: 
a. [2, 3, 6, 0, 7, 1, 4, 5]
b. [7, 5, 3, 0, 2, 1, 6, 4]
c. [0, 4, 3, 2, 5, 7, 6, 1]
d. [7, 0, 2, 1, 6, 4, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [2, 3, 6, 0, 7, 1, 4, 5].",1
24003,13,2910197,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [1, 2, 0, 3]
c. [2, 1, 3, 0]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
24004,13,2910347,"Question: 
Answer Choices are: 
a. [1, 0, 4, 2, 3]
b. [0, 3, 2, 1, 4]
c. [2, 4, 3, 1, 0]
d. [2, 3, 1, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
24005,13,2910868,"Question: 
Answer Choices are: 
a. [1, 5, 2, 0, 3, 4]
b. [5, 3, 0, 2, 4, 1]
c. [4, 1, 2, 0, 5, 3]
d. [1, 2, 5, 0, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
24006,13,291088,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [1, 3, 2, 0]
c. [0, 1, 2, 3]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The answer is c: [0, 1, 2, 3]",0
24007,13,291090,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [0, 2, 3, 1]
c. [2, 0, 3, 1]
d. [3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 0, 3, 1]",1
24008,13,291166,"Question: 
Answer Choices are: 
a. [3, 2, 0, 1]
b. [1, 0, 3, 2]
c. [1, 2, 0, 3]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is c. [1, 2, 0, 3]",0
24009,13,29122,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [0, 2, 1]
c. [0, 2, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"b. [0, 2, 1]",0
24010,13,2912397,"Question: 
Answer Choices are: 
a. [2, 0, 1, 4, 3]
b. [1, 4, 0, 3, 2]
c. [4, 3, 1, 2, 0]
d. [3, 0, 1, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
24011,13,2913287,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [1, 0, 2, 3]
c. [0, 2, 3, 1]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
24012,13,2913554,"Question: 
Answer Choices are: 
a. [4, 5, 1, 3, 0, 2]
b. [0, 1, 4, 3, 5, 2]
c. [1, 2, 3, 5, 4, 0]
d. [1, 5, 3, 0, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 5, 3, 0, 2, 4]",0
24013,13,2913585,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2]
b. [0, 1, 2, 3]
c. [1, 3, 2, 0]
d. [0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is b. [0, 1, 2, 3]",0
24014,13,2913627,"Question: 
Answer Choices are: 
a. [5, 0, 2, 7, 8, 4, 3, 1, 4]
b. [3, 4, 7, 8, 2, 4, 0, 1, 5]
c. [4, 2, 4, 3, 0, 7, 5, 1, 8]
d. [3, 4, 2, 8, 4, 1, 5, 0, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is: a, b, c, d.",0
24015,13,291400,"Question: 
Answer Choices are: 
a. [1, 4, 3, 5, 0, 2]
b. [1, 2, 4, 5, 3, 0]
c. [1, 5, 3, 4, 0, 2]
d. [0, 3, 2, 5, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 3, 2, 5, 4, 1]",0
24016,13,291423,"Question: 
Answer Choices are: 
a. [2, 0, 4, 1, 3, 6, 5]
b. [3, 6, 5, 1, 2, 0, 4]
c. [6, 3, 1, 5, 0, 2, 4]
d. [3, 0, 2, 6, 5, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [2, 0, 4, 1, 3, 6, 5].",0
24017,13,291432,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 2, 0]
c. [2, 1, 0]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
24018,13,2914959,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [3, 1, 0, 2]
c. [3, 0, 2, 1]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
24019,13,2914977,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [2, 3, 1, 0]
c. [2, 3, 1, 0]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
24020,13,291509,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [2, 0, 1, 3]
c. [1, 3, 2, 0]
d. [1, 0, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
24021,13,29156,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [1, 2, 0]
c. [2, 0, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is b. [1, 2, 0]",0
24022,13,291610,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [1, 3, 0, 2]
c. [0, 1, 3, 2]
d. [0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 1, 2, 3]",0
24023,13,291613,"Question: 
Answer Choices are: 
a. [3, 0, 4, 2, 1]
b. [3, 1, 2, 0, 4]
c. [2, 0, 3, 4, 1]
d. [2, 3, 1, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
