index,filenumber,qid,question,origanswer,generatedanswer,correctness
38000,20,668600,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [0, 1, 2]
c. [1, 0, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
38001,20,668602,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2, 4]
b. [2, 4, 3, 0, 1]
c. [0, 4, 1, 2, 3]
d. [1, 0, 4, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct answer is a.,0
38002,20,668654,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [1, 0, 2, 3]
c. [0, 2, 3, 1]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [2, 0, 1, 3].",1
38003,20,668676,"Question: 
Answer Choices are: 
a. [4, 1, 6, 7, 8, 3, 0, 2, 5]
b. [7, 5, 2, 6, 4, 0, 1, 8, 3]
c. [4, 0, 3, 7, 2, 6, 5, 1, 8]
d. [7, 6, 4, 3, 5, 2, 1, 8, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
38004,20,668690,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [0, 1, 2]
c. [0, 1, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [0, 1, 2]",1
38005,20,6686956,"Question: 
Answer Choices are: 
a. [2, 0, 1, 4, 3]
b. [3, 1, 0, 4, 2]
c. [2, 1, 0, 4, 3]
d. [2, 1, 3, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 1, 3, 0, 4]",1
38006,20,6687563,"Question: 
Answer Choices are: 
a. [4, 2, 1, 7, 5, 6, 8, 9, 3, 0]
b. [5, 4, 0, 7, 1, 8, 3, 9, 6, 2]
c. [9, 8, 1, 6, 2, 4, 5, 3, 0, 7]
d. [7, 2, 6, 3, 8, 1, 5, 9, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [7, 2, 6, 3, 8, 1, 5, 9, 4, 0]",0
38007,20,6687606,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [1, 2, 0]
c. [0, 2, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,Passage:,1
38008,20,6687611,"Question: 
Answer Choices are: 
a. [2, 1, 3, 4, 0]
b. [3, 0, 1, 4, 2]
c. [4, 1, 0, 3, 2]
d. [4, 0, 1, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [4, 1, 0, 3, 2]",1
38009,20,6687623,"Question: 
Answer Choices are: 
a. [0, 3, 4, 2, 5, 1]
b. [0, 2, 4, 1, 3, 5]
c. [1, 3, 5, 2, 4, 0]
d. [0, 2, 5, 1, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The answer is a. [0, 3, 4, 2, 5, 1]",0
38010,20,6687653,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [1, 2, 0]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [1, 2, 0]",1
38011,20,6687701,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2, 4, 5]
b. [5, 1, 0, 3, 2, 4]
c. [1, 5, 2, 4, 3, 0]
d. [5, 4, 2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [5, 4, 2, 3, 1, 0]",0
38012,20,6687953,"Question: 
Answer Choices are: 
a. [5, 1, 3, 0, 2, 4]
b. [3, 1, 5, 2, 4, 0]
c. [4, 3, 5, 0, 2, 1]
d. [2, 1, 0, 4, 3, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 1, 0, 4, 3, 5]",0
38013,20,6688144,"Question: 
Answer Choices are: 
a. [5, 3, 4, 2, 0, 1]
b. [4, 1, 3, 5, 0, 2]
c. [4, 3, 1, 2, 5, 0]
d. [1, 4, 3, 2, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
38014,20,6688529,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 1, 0]
c. [0, 1, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
38015,20,6688673,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1, 4]
b. [0, 4, 3, 2, 1]
c. [2, 0, 1, 3, 4]
d. [3, 0, 1, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
38016,20,6688926,"Question: 
Answer Choices are: 
a. [4, 2, 0, 3, 1]
b. [2, 1, 0, 3, 4]
c. [2, 1, 4, 0, 3]
d. [4, 1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
38017,20,6688941,"Question: 
Answer Choices are: 
a. [5, 4, 0, 3, 1, 2]
b. [2, 0, 5, 1, 4, 3]
c. [1, 5, 2, 4, 0, 3]
d. [0, 3, 5, 4, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"a. [5, 4, 0, 3, 1, 2]",0
38018,20,6688947,"Question: 
Answer Choices are: 
a. [4, 2, 3, 0, 6, 3, 1, 5]
b. [3, 0, 2, 5, 3, 6, 1, 4]
c. [5, 6, 0, 2, 1, 4, 3, 3]
d. [2, 3, 3, 5, 0, 6, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
38019,20,6689022,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [0, 1, 2, 3]
c. [1, 2, 0, 3]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [1, 3, 2, 0]",1
38020,20,668942,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 0, 1]
c. [1, 2, 0]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [2, 0, 1].",0
38021,20,668959,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [3, 1, 0, 2]
c. [3, 0, 2, 1]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [1, 3, 0, 2].",1
38022,20,668961,"Question: 
Answer Choices are: 
a. [0, 3, 2, 4, 1]
b. [3, 2, 4, 1, 0]
c. [2, 0, 1, 3, 4]
d. [2, 0, 3, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 0, 3, 1, 4]",0
38023,20,669011,"Question: 
Answer Choices are: 
a. [2, 6, 7, 4, 0, 5, 3, 1]
b. [2, 0, 5, 1, 4, 6, 3, 7]
c. [7, 5, 0, 6, 2, 3, 1, 4]
d. [3, 4, 7, 6, 2, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"a. [2, 6, 7, 4, 0, 5, 3, 1]",0
38024,20,6690205,"Question: 
Answer Choices are: 
a. [3, 0, 1, 2]
b. [0, 3, 1, 2]
c. [3, 1, 2, 0]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
38025,20,66903,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [0, 1, 2]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 1, 0]",0
38026,20,669055,"Question: 
Answer Choices are: 
a. [0, 4, 5, 3, 2, 1]
b. [3, 5, 2, 1, 4, 0]
c. [0, 5, 3, 2, 4, 1]
d. [1, 4, 3, 0, 2, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events is c.,0
38027,20,669070,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [3, 1, 2, 0]
c. [0, 1, 2, 3]
d. [3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
38028,20,669079,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 0, 1]
c. [1, 2, 0]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 1, 0]",0
38029,20,6691046,"Question: 
Answer Choices are: 
a. [0, 5, 7, 2, 3, 4, 6, 1]
b. [1, 6, 3, 7, 2, 5, 0, 4]
c. [7, 3, 6, 0, 4, 5, 1, 2]
d. [0, 6, 3, 7, 2, 1, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"b. [1, 6, 3, 7, 2, 5, 0, 4]",1
38030,20,669104,"Question: 
Answer Choices are: 
a. [0, 1, 4, 3, 2]
b. [2, 1, 0, 3, 4]
c. [1, 4, 0, 2, 3]
d. [3, 0, 1, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
38031,20,6691673,"Question: 
Answer Choices are: 
a. [5, 1, 4, 0, 3, 2]
b. [2, 1, 4, 0, 5, 3]
c. [1, 2, 4, 0, 3, 5]
d. [2, 4, 5, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 4, 5, 3, 1, 0]",0
38032,20,6691833,"Question: 
Answer Choices are: 
a. [2, 7, 1, 0, 6, 5, 3, 4]
b. [0, 5, 2, 6, 7, 4, 1, 3]
c. [3, 6, 2, 0, 1, 4, 7, 5]
d. [3, 5, 4, 7, 0, 1, 2, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is d.,0
38033,20,669209,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 2, 0]
c. [1, 2, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 2, 0]",0
38034,20,669273,"Question: 
Answer Choices are: 
a. [5, 4, 1, 0, 2, 6, 3]
b. [0, 5, 2, 4, 6, 1, 3]
c. [1, 2, 4, 6, 3, 0, 5]
d. [6, 0, 4, 5, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
38035,20,669301,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3]
b. [0, 2, 1, 3]
c. [1, 0, 2, 3]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is b. [0, 2, 1, 3]",0
38036,20,6693139,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events in the passage is a, b, c, d.",0
38037,20,669314,"Question: 
Answer Choices are: 
a. [7, 5, 0, 4, 3, 2, 6, 1]
b. [0, 4, 3, 6, 7, 2, 5, 1]
c. [0, 3, 2, 1, 5, 6, 7, 4]
d. [7, 3, 1, 5, 4, 6, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [7, 3, 1, 5, 4, 6, 0, 2]",0
38038,20,669325,"Question: 
Answer Choices are: 
a. [0, 5, 2, 1, 3, 6, 4]
b. [3, 4, 6, 5, 1, 2, 0]
c. [1, 3, 4, 6, 5, 0, 2]
d. [3, 4, 0, 2, 6, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct answer is a. [0, 5, 2, 1, 3, 6, 4]",0
38039,20,669351,"Question: 
Answer Choices are: 
a. [0, 1, 4, 2, 3, 5]
b. [2, 1, 5, 4, 3, 0]
c. [3, 0, 5, 1, 2, 4]
d. [0, 4, 5, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [0, 1, 4, 2, 3, 5].",0
38040,20,6694133,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [3, 2, 0, 1]
c. [0, 2, 1, 3]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [0, 3, 1, 2].",0
38041,20,6694145,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [1, 0, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [1, 2, 0]",1
38042,20,6694232,"Question: 
Answer Choices are: 
a. [4, 1, 3, 2, 0]
b. [0, 4, 1, 2, 3]
c. [3, 0, 4, 2, 1]
d. [3, 4, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [4, 1, 3, 2, 0]",0
38043,20,669446,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 0, 1]
c. [2, 0, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 0, 1]",1
38044,20,669449,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2]
b. [0, 2, 3, 1]
c. [0, 1, 2, 3]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
