index,filenumber,qid,question,origanswer,generatedanswer,correctness
6000,4,11509812,"Question: 
Answer Choices are: 
a. [4, 3, 0, 1, 2]
b. [1, 3, 0, 4, 2]
c. [2, 3, 4, 1, 0]
d. [0, 4, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [2, 3, 4, 1, 0]",0
6001,4,11509843,"Question: 
Answer Choices are: 
a. [1, 2, 0, 4, 3]
b. [3, 4, 1, 2, 0]
c. [2, 1, 4, 3, 0]
d. [0, 3, 1, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 3, 1, 2, 4]",0
6002,4,115103,"Question: 
Answer Choices are: 
a. [1, 2, 3, 0]
b. [3, 0, 2, 1]
c. [2, 0, 1, 3]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,d,0
6003,4,1151168,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [2, 1, 0]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 1, 0]",1
6004,4,1151175,"Question: 
Answer Choices are: 
a. [3, 2, 1, 0]
b. [3, 2, 1, 0]
c. [3, 1, 0, 2]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 3, 2, 1]",0
6005,4,1151189,"Question: 
Answer Choices are: 
a. [3, 2, 4, 1, 0]
b. [4, 0, 2, 3, 1]
c. [1, 2, 3, 0, 4]
d. [2, 1, 0, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [1, 2, 3, 0, 4]",0
6006,4,11512476,"Question: 
Answer Choices are: 
a. [1, 2, 5, 3, 4, 0, 6]
b. [0, 4, 1, 2, 5, 6, 3]
c. [3, 6, 1, 4, 2, 0, 5]
d. [2, 3, 0, 5, 4, 1, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
6007,4,11512651,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [0, 2, 1]
c. [1, 2, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a, b, c, d.",0
6008,4,11512661,"Question: 
Answer Choices are: 
a. [4, 0, 7, 8, 5, 1, 6, 3, 2]
b. [3, 8, 4, 0, 7, 2, 6, 5, 1]
c. [2, 1, 0, 6, 3, 7, 4, 8, 5]
d. [8, 6, 1, 3, 4, 2, 0, 5, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,There is no correct order of events given in the passage.,0
6009,4,11512969,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 2, 1]
c. [0, 1, 2]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"From the passage, it can be inferred that the correct order of events is c.",0
