index,filenumber,qid,question,origanswer,generatedanswer,correctness
30000,16,4535665,"Question: 
Answer Choices are: 
a. [3, 4, 1, 0, 6, 5, 2, 7]
b. [2, 5, 0, 3, 7, 6, 1, 4]
c. [7, 1, 2, 5, 3, 0, 4, 6]
d. [0, 2, 4, 6, 7, 3, 5, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 2, 4, 6, 7, 3, 5, 1]",0
30001,16,4535,"Question: 
Answer Choices are: 
a. [1, 3, 2, 0]
b. [1, 2, 3, 0]
c. [3, 2, 0, 1]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
30002,16,4536010,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2, 4]
b. [3, 2, 4, 1, 0]
c. [1, 4, 3, 2, 0]
d. [2, 4, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is b.,0
30003,16,45360,"Question: 
Answer Choices are: 
a. [1, 4, 0, 9, 11, 7, 12, 8, 6, 5, 0, 0, 10, 0]
b. [10, 1, 12, 8, 7, 4, 0, 11, 0, 9, 0, 6, 0, 5]
c. [1, 0, 12, 4, 0, 11, 0, 6, 0, 8, 5, 7, 10, 9]
d. [0, 9, 8, 11, 5, 6, 12, 4, 0, 0, 1, 0, 10, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,c,0
30004,16,45362,"Question: 
Answer Choices are: 
a. [2, 8, 5, 7, 1, 4, 0, 6, 3]
b. [6, 1, 3, 8, 7, 4, 0, 2, 5]
c. [5, 6, 1, 7, 2, 0, 8, 4, 3]
d. [5, 8, 3, 7, 6, 2, 0, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
30005,16,45374,"Question: 
Answer Choices are: 
a. [0, 1]
b. [1, 0]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
30006,16,4538333,"Question: 
Answer Choices are: 
a. [1, 2, 4, 0, 3]
b. [4, 3, 2, 0, 1]
c. [2, 0, 3, 4, 1]
d. [3, 0, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [3, 0, 2, 1, 4]",0
30007,16,4538505,"Question: 
Answer Choices are: 
a. [0, 8, 3, 7, 4, 2, 1, 6, 5]
b. [7, 0, 6, 8, 3, 5, 2, 1, 4]
c. [0, 4, 8, 6, 3, 1, 5, 7, 2]
d. [2, 3, 0, 1, 6, 5, 8, 7, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 3, 0, 1, 6, 5, 8, 7, 4]",1
30008,16,453860,"Question: 
Answer Choices are: 
a. [3, 0, 4, 2, 1]
b. [3, 2, 0, 1, 4]
c. [1, 2, 0, 3, 4]
d. [0, 3, 2, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d) [0, 3, 2, 1, 4]",0
30009,16,45391,"Question: 
Answer Choices are: 
a. [5, 4, 2, 1, 3, 0]
b. [4, 3, 5, 2, 1, 0]
c. [5, 1, 4, 2, 3, 0]
d. [0, 5, 2, 4, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 5, 2, 4, 1, 3]",0
30010,16,4539637,"Question: 
Answer Choices are: 
a. [4, 1, 0, 2, 3]
b. [0, 2, 1, 4, 3]
c. [2, 4, 0, 3, 1]
d. [3, 1, 4, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 4, 0, 3, 1]",1
30011,16,4539828,"Question: 
Answer Choices are: 
a. [2, 5, 1, 0, 4, 3]
b. [0, 1, 2, 5, 3, 4]
c. [0, 3, 2, 5, 4, 1]
d. [5, 4, 3, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [0, 3, 2, 5, 4, 1]",0
30012,16,4540247,"Question: 
Answer Choices are: 
a. [3, 2, 4, 0, 1]
b. [3, 1, 2, 0, 4]
c. [3, 2, 0, 4, 1]
d. [1, 3, 0, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [3, 2, 0, 4, 1]",0
30013,16,454031,"Question: 
Answer Choices are: 
a. [3, 0, 1, 5, 2, 4]
b. [0, 2, 4, 1, 5, 3]
c. [2, 4, 3, 1, 5, 0]
d. [2, 1, 0, 5, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 1, 0, 5, 4, 3]",0
30014,16,4540348,"Question: 
Answer Choices are: 
a. [2, 4, 0, 3, 1, 5]
b. [5, 0, 2, 3, 1, 4]
c. [2, 1, 3, 5, 4, 0]
d. [5, 3, 0, 2, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [5, 3, 0, 2, 4, 1]",0
30015,16,4540590,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [0, 3, 2, 1]
c. [1, 0, 2, 3]
d. [1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
30016,16,454069,"Question: 
Answer Choices are: 
a. [1, 2, 0, 4, 3]
b. [2, 3, 4, 1, 0]
c. [1, 2, 3, 4, 0]
d. [0, 1, 3, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 1, 3, 2, 4]",0
30017,16,4540874,"Question: 
Answer Choices are: 
a. [0, 1]
b. [0, 1]
c. [1, 0]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0]",0
30018,16,4541508,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 0, 1]
c. [1, 2, 0]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
30019,16,454164,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 2, 0]
c. [0, 2, 1]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 1, 2]",0
30020,16,454268,"Question: 
Answer Choices are: 
a. [1, 0]
b. [0, 1]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is: a, c, d, b.",0
30021,16,4542790,"Question: 
Answer Choices are: 
a. [6, 2, 0, 4, 3, 5, 1]
b. [0, 1, 5, 2, 4, 3, 6]
c. [1, 5, 2, 6, 4, 0, 3]
d. [2, 0, 3, 5, 6, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 0, 3, 5, 6, 1, 4]",1
30022,16,454414,"Question: 
Answer Choices are: 
a. [2, 3, 0, 4, 1]
b. [4, 1, 3, 0, 2]
c. [0, 4, 1, 2, 3]
d. [1, 3, 2, 0, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
30023,16,4544216,"Question: 
Answer Choices are: 
a. [5, 3, 1, 0, 4, 2]
b. [2, 5, 3, 1, 4, 0]
c. [2, 3, 4, 5, 0, 1]
d. [5, 1, 4, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
30024,16,454488,"Question: 
Answer Choices are: 
a. [8, 4, 1, 3, 5, 2, 0, 6, 7]
b. [3, 8, 1, 7, 0, 4, 2, 5, 6]
c. [2, 0, 1, 3, 5, 6, 7, 4, 8]
d. [6, 2, 3, 0, 1, 8, 7, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is d.,0
30025,16,45451,"Question: 
Answer Choices are: 
a. [0, 4, 3, 1, 5, 2]
b. [3, 0, 4, 1, 2, 5]
c. [4, 1, 3, 5, 0, 2]
d. [3, 4, 0, 5, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 4, 0, 5, 1, 2]",1
30026,16,4545352,"Question: 
Answer Choices are: 
a. [3, 0, 1, 4, 2]
b. [1, 2, 3, 4, 0]
c. [1, 4, 2, 0, 3]
d. [1, 0, 2, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"b. [1, 2, 3, 4, 0]",0
30027,16,4546886,"Question: 
Answer Choices are: 
a. [2, 3, 0, 4, 1]
b. [3, 4, 1, 0, 2]
c. [0, 4, 1, 3, 2]
d. [0, 3, 4, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 3, 4, 2, 1]",0
30028,16,45475,"Question: 
Answer Choices are: 
a. [7, 2, 0, 3, 6, 4, 5, 1]
b. [2, 0, 1, 7, 5, 3, 6, 4]
c. [6, 0, 1, 5, 2, 3, 4, 7]
d. [4, 0, 1, 6, 2, 5, 7, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [6, 0, 1, 5, 2, 3, 4, 7]",0
30029,16,4547680,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [1, 3, 2, 0]
c. [3, 1, 0, 2]
d. [2, 1, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
30030,16,4547888,"Question: 
Answer Choices are: 
a. [1, 5, 2, 4, 0, 3]
b. [0, 3, 1, 4, 5, 2]
c. [4, 0, 5, 3, 2, 1]
d. [1, 5, 0, 2, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 5, 0, 2, 3, 4]",0
30031,16,4547889,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [1, 2, 0, 3]
c. [2, 1, 0, 3]
d. [3, 1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The answer is b. [1, 2, 0, 3]",0
30032,16,4548317,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [1, 0, 2]
c. [2, 1, 0]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
