index,filenumber,qid,question,origanswer,generatedanswer,correctness
26000,14,3402742,"Question: 
Answer Choices are: 
a. [2, 3, 1, 4, 0]
b. [2, 0, 3, 4, 1]
c. [2, 1, 0, 3, 4]
d. [3, 4, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 1, 0, 3, 4]",1
26001,14,3403210,"Question: 
Answer Choices are: 
a. [0, 3, 1, 4, 5, 2]
b. [1, 3, 2, 4, 0, 5]
c. [3, 1, 4, 0, 5, 2]
d. [4, 5, 1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"a. [0, 3, 1, 4, 5, 2]",0
26002,14,3403825,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 0, 2]
c. [0, 2, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 2, 1]",1
26003,14,340407,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [2, 3, 1, 0]
c. [0, 1, 3, 2]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 2, 1, 0]",0
26004,14,34042,"Question: 
Answer Choices are: 
a. [7, 4, 1, 8, 3, 2, 5, 0, 6]
b. [6, 1, 5, 3, 8, 4, 7, 0, 2]
c. [1, 5, 7, 8, 6, 4, 0, 2, 3]
d. [6, 2, 1, 5, 4, 8, 7, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is d.,1
26005,14,3404613,"Question: 
Answer Choices are: 
a. [1, 0, 5, 3, 4, 2]
b. [2, 1, 5, 3, 0, 4]
c. [4, 0, 1, 3, 5, 2]
d. [5, 1, 0, 4, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct answer is c.,0
26006,14,340473,"Question: 
Answer Choices are: 
a. [1, 4, 2, 0, 3]
b. [0, 1, 4, 3, 2]
c. [3, 1, 4, 0, 2]
d. [2, 1, 4, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,d,0
26007,14,3404746,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3]
b. [0, 2, 1, 3]
c. [1, 3, 0, 2]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
26008,14,340476,"Question: 
Answer Choices are: 
a. [6, 4, 3, 2, 1, 5, 0]
b. [6, 4, 5, 0, 1, 3, 2]
c. [0, 3, 4, 1, 5, 2, 6]
d. [2, 4, 1, 6, 3, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is a. [6, 4, 3, 2, 1, 5, 0].",0
26009,14,3404955,"Question: 
Answer Choices are: 
a. [2, 4, 0, 3, 1]
b. [3, 1, 0, 4, 2]
c. [1, 3, 4, 2, 0]
d. [1, 0, 3, 2, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 0, 3, 2, 4]",0
26010,14,3405028,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [0, 1, 3, 2]
c. [3, 1, 0, 2]
d. [3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [3, 0, 2, 1]",0
26011,14,3405598,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 0, 2]
c. [0, 1, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
26012,14,3405996,"Question: 
Answer Choices are: 
a. [2, 0, 1, 3, 3, 3]
b. [3, 2, 0, 3, 3, 1]
c. [3, 3, 2, 0, 3, 1]
d. [3, 1, 3, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is c. [3, 3, 2, 0, 3, 1]",0
26013,14,3405,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 2, 0]
c. [0, 1, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is c.,0
26014,14,34073,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [0, 1, 2, 3]
c. [2, 1, 3, 0]
d. [1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
26015,14,340772,"Question: 
Answer Choices are: 
a. [2, 1, 4, 3, 0]
b. [0, 1, 2, 4, 3]
c. [3, 4, 1, 2, 0]
d. [0, 4, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 4, 3, 2, 1]",0
26016,14,340778,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [0, 1, 2]
c. [1, 0, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct answer is b.,0
26017,14,3408294,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [0, 3, 2, 1]
c. [3, 0, 1, 2]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"c. [3, 0, 1, 2]",0
26018,14,3408618,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3, 5, 4]
b. [0, 3, 2, 5, 1, 4]
c. [1, 3, 5, 0, 4, 2]
d. [2, 1, 4, 0, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is d.,0
26019,14,340930,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 0, 2]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The answer is a. [2, 1, 0]",0
26020,14,3409611,"Question: 
Answer Choices are: 
a. [5, 1, 7, 0, 6, 3, 2, 4]
b. [4, 5, 2, 7, 1, 3, 6, 0]
c. [7, 5, 1, 2, 3, 0, 6, 4]
d. [0, 5, 3, 7, 1, 2, 4, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"The correct order of events is a. [5, 1, 7, 0, 6, 3, 2, 4]",0
26021,14,341049,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [0, 1, 3, 2]
c. [1, 3, 0, 2]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
26022,14,341056,"Question: 
Answer Choices are: 
a. [3, 2, 4, 1, 0]
b. [3, 0, 1, 4, 2]
c. [3, 0, 1, 2, 4]
d. [4, 2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [3, 0, 1, 2, 4]",1
26023,14,341117,"Question: 
Answer Choices are: 
a. [1, 6, 4, 0, 5, 3, 2]
b. [3, 6, 0, 4, 1, 2, 5]
c. [1, 4, 2, 5, 6, 0, 3]
d. [6, 1, 5, 2, 4, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
26024,14,341206,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 0, 1]
c. [2, 1, 0]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events in the passage is d.,0
26025,14,3412837,"Question: 
Answer Choices are: 
a. [8, 1, 0, 13, 8, 9, 11, 12, 5, 4, 3, 7, 8, 6, 2]
b. [7, 11, 0, 5, 8, 9, 12, 3, 1, 6, 2, 8, 8, 13, 4]
c. [8, 7, 8, 2, 8, 0, 4, 12, 9, 1, 6, 5, 3, 13, 11]
d. [13, 2, 11, 7, 9, 6, 12, 5, 4, 0, 8, 8, 3, 8, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [13, 2, 11, 7, 9, 6, 12, 5, 4, 0, 8, 8, 3, 8, 1]",0
26026,14,3412977,"Question: 
Answer Choices are: 
a. [6, 0, 2, 5, 1, 3, 4]
b. [5, 1, 6, 2, 0, 3, 4]
c. [2, 0, 5, 6, 3, 4, 1]
d. [3, 0, 6, 1, 5, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is b.,0
26027,14,341539,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1]
b. [3, 0, 1, 2]
c. [1, 3, 0, 2]
d. [2, 1, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is d.,0
26028,14,3415492,"Question: 
Answer Choices are: 
a. [2, 3, 1, 0]
b. [0, 3, 1, 2]
c. [1, 0, 3, 2]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 2, 3, 1]",1
26029,14,3415508,"Question: 
Answer Choices are: 
a. [4, 2, 3, 0, 1]
b. [1, 0, 2, 4, 3]
c. [0, 1, 3, 4, 2]
d. [3, 0, 2, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
26030,14,341550,"Question: 
Answer Choices are: 
a. [0, 3, 6, 7, 4, 1, 2, 5]
b. [3, 7, 5, 4, 2, 6, 1, 0]
c. [0, 2, 1, 4, 5, 6, 3, 7]
d. [2, 1, 6, 4, 3, 5, 0, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
26031,14,3415593,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 0, 1]",0
26032,14,3416058,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 0, 1]
c. [0, 1, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
26033,14,341630,"Question: 
Answer Choices are: 
a. [2, 0, 4, 3, 1]
b. [4, 2, 3, 0, 1]
c. [4, 1, 3, 0, 2]
d. [4, 1, 3, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [4, 1, 3, 0, 2]",1
26034,14,3416382,"Question: 
Answer Choices are: 
a. [4, 0, 1, 3, 2]
b. [3, 4, 2, 0, 1]
c. [3, 2, 4, 1, 0]
d. [2, 3, 4, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
26035,14,3416385,"Question: 
Answer Choices are: 
a. [0, 5, 4, 1, 2, 3]
b. [1, 4, 0, 5, 2, 3]
c. [4, 3, 1, 2, 5, 0]
d. [4, 3, 5, 1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is b.,1
