index,filenumber,qid,question,origanswer,generatedanswer,correctness
18000,10,1893549,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [2, 1, 0]
c. [0, 1, 2]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
18001,10,1893550,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [1, 2, 0]
c. [0, 2, 1]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [0, 1, 2]",0
18002,10,1893624,"Question: 
Answer Choices are: 
a. [1, 6, 7, 0, 2, 3, 5, 4]
b. [0, 4, 3, 7, 1, 5, 2, 6]
c. [1, 5, 2, 6, 3, 4, 0, 7]
d. [5, 7, 0, 4, 6, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is b. [0, 4, 3, 7, 1, 5, 2, 6]",0
18003,10,189365,"Question: 
Answer Choices are: 
a. [1, 6, 5, 4, 2, 0, 3]
b. [0, 5, 4, 1, 3, 6, 2]
c. [4, 0, 2, 3, 5, 1, 6]
d. [3, 1, 5, 2, 4, 6, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is c.,1
18004,10,1893671,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [3, 2, 0, 1]
c. [2, 1, 3, 0]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
18005,10,1893808,"Question: 
Answer Choices are: 
a. [6, 1, 4, 0, 5, 3, 2]
b. [3, 1, 4, 0, 6, 5, 2]
c. [2, 1, 5, 0, 3, 4, 6]
d. [1, 2, 4, 6, 5, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is a. [6, 1, 4, 0, 5, 3, 2].",0
18006,10,1893811,"Question: 
Answer Choices are: 
a. [8, 3, 2, 10, 5, 1, 7, 9, 4, 0, 6]
b. [0, 4, 8, 10, 1, 9, 3, 6, 5, 2, 7]
c. [6, 2, 3, 10, 0, 7, 1, 5, 8, 4, 9]
d. [10, 7, 2, 0, 1, 8, 4, 9, 3, 5, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is d.,0
18007,10,1893812,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3]
b. [2, 0, 1, 3]
c. [0, 1, 2, 3]
d. [2, 0, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is c.,0
18008,10,1893884,"Question: 
Answer Choices are: 
a. [4, 0, 2, 3, 1]
b. [3, 1, 0, 4, 2]
c. [4, 0, 3, 1, 2]
d. [0, 2, 1, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [0, 2, 1, 3, 4]",0
18009,10,1894050,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [0, 2, 1]
c. [1, 0, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
18010,10,1894066,"Question: 
Answer Choices are: 
a. [0, 1, 5, 3, 4, 2]
b. [3, 2, 4, 5, 1, 0]
c. [1, 3, 5, 4, 2, 0]
d. [1, 5, 3, 4, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order of events is d.,0
18011,10,1894261,"Question: 
Answer Choices are: 
a. [2, 5, 3, 0, 1, 4]
b. [5, 3, 0, 2, 1, 4]
c. [5, 3, 1, 2, 4, 0]
d. [2, 0, 1, 3, 4, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [2, 0, 1, 3, 4, 5]",0
18012,10,1894327,"Question: 
Answer Choices are: 
a. [3, 4, 0, 1, 2]
b. [1, 2, 3, 0, 4]
c. [2, 0, 3, 1, 4]
d. [1, 4, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
18013,10,1894412,"Question: 
Answer Choices are: 
a. [1, 0]
b. [1, 0]
c. [0, 1]
d. [1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d, c, b, a",0
18014,10,1894585,"Question: 
Answer Choices are: 
a. [2, 4, 3, 1, 0]
b. [4, 3, 1, 2, 0]
c. [0, 2, 3, 1, 4]
d. [2, 3, 4, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The passage describes a person's experience of gradually losing their hearing.,0
18015,10,1894753,"Question: 
Answer Choices are: 
a. [0, 3, 5, 2, 1, 7, 4, 8, 6]
b. [2, 5, 8, 3, 1, 6, 7, 4, 0]
c. [0, 7, 6, 5, 1, 8, 2, 3, 4]
d. [2, 1, 0, 4, 5, 6, 8, 3, 7]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [0, 7, 6, 5, 1, 8, 2, 3, 4]",0
