index,filenumber,qid,question,origanswer,generatedanswer,correctness
48000,25,88605,"Question: 
Answer Choices are: 
a. [3, 4, 1, 8, 9, 6, 2, 0, 7, 10, 5]
b. [8, 2, 10, 9, 4, 7, 3, 5, 1, 0, 6]
c. [4, 0, 1, 6, 3, 7, 10, 9, 8, 5, 2]
d. [6, 0, 9, 7, 8, 4, 5, 10, 1, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [6, 0, 9, 7, 8, 4, 5, 10, 1, 3, 2]",0
48001,25,8860724,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [3, 2, 0, 1]
c. [1, 2, 3, 0]
d. [0, 3, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 3, 1, 2]",1
48002,25,8860788,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [1, 0, 2]
c. [0, 1, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The answer is b.,0
48003,25,8860798,"Question: 
Answer Choices are: 
a. [0, 1, 2, 3]
b. [3, 2, 0, 1]
c. [3, 1, 0, 2]
d. [0, 3, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"a. [0, 1, 2, 3]",0
48004,25,8860799,"Question: 
Answer Choices are: 
a. [4, 0, 2, 3, 1]
b. [2, 1, 3, 4, 0]
c. [4, 0, 3, 1, 2]
d. [3, 1, 4, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 1, 4, 0, 2]",1
48005,25,8860814,"Question: 
Answer Choices are: 
a. [1, 2, 0, 3]
b. [3, 2, 1, 0]
c. [2, 0, 3, 1]
d. [0, 1, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct answer is d.,0
48006,25,8860820,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [1, 0, 2]
c. [1, 0, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [1, 0, 2]",0
48007,25,8860821,"Question: 
Answer Choices are: 
a. [1, 0, 2, 4, 3]
b. [0, 3, 2, 4, 1]
c. [2, 3, 0, 1, 4]
d. [2, 1, 0, 4, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is a. [1, 0, 2, 4, 3].",1
48008,25,8860891,"Question: 
Answer Choices are: 
a. [3, 1, 5, 2, 4, 0]
b. [3, 0, 2, 1, 4, 5]
c. [1, 3, 4, 5, 2, 0]
d. [4, 1, 3, 5, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,None of the above.,0
48009,25,8861011,"Question: 
Answer Choices are: 
a. [1, 3, 0, 2]
b. [2, 1, 0, 3]
c. [2, 3, 0, 1]
d. [3, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [3, 0, 1, 2]",1
48010,25,8861028,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [2, 0, 3, 1]
c. [0, 1, 3, 2]
d. [2, 3, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is b. [2, 0, 3, 1]",0
48011,25,8861124,"Question: 
Answer Choices are: 
a. [1, 5, 0, 2, 4, 3]
b. [1, 5, 3, 4, 2, 0]
c. [3, 0, 5, 2, 1, 4]
d. [1, 0, 5, 4, 2, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [1, 0, 5, 4, 2, 3]",1
48012,25,8861208,"Question: 
Answer Choices are: 
a. [2, 7, 6, 4, 9, 0, 1, 5, 3, 8]
b. [2, 9, 7, 0, 8, 5, 3, 6, 1, 4]
c. [1, 0, 4, 5, 3, 9, 7, 8, 6, 2]
d. [2, 1, 4, 3, 8, 7, 6, 9, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The answer is c.,0
48013,25,8861278,"Question: 
Answer Choices are: 
a. [0, 2, 1, 3]
b. [1, 3, 2, 0]
c. [2, 1, 3, 0]
d. [1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is c.,0
48014,25,8861281,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 0, 2]
c. [1, 0, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,d,0
48015,25,8861337,"Question: 
Answer Choices are: 
a. [2, 0, 1]
b. [1, 0, 2]
c. [1, 0, 2]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 2, 0]",0
48016,25,8861340,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [0, 2, 3, 1]
c. [2, 0, 1, 3]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [2, 0, 1, 3]",0
48017,25,8861366,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [3, 1, 2, 0]
c. [2, 1, 3, 0]
d. [0, 2, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events is d. [0, 2, 1, 3]",1
48018,25,8861383,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [0, 1, 2]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
48019,25,8861415,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 1, 0]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"c. [2, 1, 0]",1
48020,25,8861632,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 1, 2]
c. [0, 2, 1]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is b. [0, 1, 2]",0
48021,25,8861633,"Question: 
Answer Choices are: 
a. [0, 2, 1]
b. [2, 0, 1]
c. [2, 1, 0]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,The correct order of events in the passage is b.,0
48022,25,8861697,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 0, 1]
c. [2, 0, 1]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The correct order of events is d. [1, 2, 0]",0
48023,25,8861717,"Question: 
Answer Choices are: 
a. [0, 2, 3, 4, 1, 5, 6]
b. [5, 1, 4, 0, 2, 6, 3]
c. [6, 5, 4, 2, 0, 1, 3]
d. [0, 6, 1, 2, 5, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 6, 1, 2, 5, 3, 4]",1
48024,25,8861845,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 2, 1]
c. [0, 1, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is c.,0
48025,25,8861870,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [2, 0, 1]
c. [2, 1, 0]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 2, 1]",0
48026,25,8861905,"Question: 
Answer Choices are: 
a. [0, 3, 1, 2]
b. [2, 0, 3, 1]
c. [2, 3, 1, 0]
d. [1, 2, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [2, 3, 1, 0]",0
48027,25,8861922,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [2, 3, 0, 1]
c. [2, 0, 3, 1]
d. [3, 2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 2, 1, 0]",0
48028,25,8861967,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [2, 0, 1]
c. [1, 2, 0]
d. [1, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"The correct order of events in the passage is c. [1, 2, 0]",0
48029,25,8861974,"Question: 
Answer Choices are: 
a. [0, 1, 2, 5, 4, 3]
b. [0, 5, 3, 2, 4, 1]
c. [1, 2, 0, 3, 4, 5]
d. [0, 4, 3, 5, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"Answer: c. [1, 2, 0, 3, 4, 5]",0
48030,25,8861975,"Question: 
Answer Choices are: 
a. [0, 4, 1, 5, 2, 3]
b. [0, 3, 1, 4, 5, 2]
c. [4, 0, 5, 1, 2, 3]
d. [2, 4, 3, 5, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 4, 3, 5, 0, 1]",1
48031,25,8862014,"Question: 
Answer Choices are: 
a. [2, 0, 3, 4, 1]
b. [0, 3, 2, 1, 4]
c. [4, 1, 3, 2, 0]
d. [2, 3, 0, 1, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [2, 3, 0, 1, 4]",0
48032,25,8862015,"Question: 
Answer Choices are: 
a. [1, 3, 2, 4, 6, 5, 0]
b. [5, 6, 3, 2, 1, 4, 0]
c. [2, 1, 4, 5, 6, 0, 3]
d. [6, 4, 2, 0, 5, 1, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events is: a. [1, 3, 2, 4, 6, 5, 0]",0
48033,25,8862054,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 1, 0]
c. [2, 0, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [2, 1, 0]",1
48034,25,8862056,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [0, 2, 1]
c. [0, 1, 2]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
48035,25,8862058,"Question: 
Answer Choices are: 
a. [2, 1, 0, 3, 4]
b. [2, 0, 1, 3, 4]
c. [2, 3, 0, 4, 1]
d. [1, 4, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"b. [2, 0, 1, 3, 4]",0
48036,25,8862075,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [2, 0, 1]
c. [0, 2, 1]
d. [0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [0, 1, 2]",0
48037,25,886214,"Question: 
Answer Choices are: 
a. [5, 1, 4, 3, 0, 2]
b. [0, 3, 4, 2, 1, 5]
c. [1, 0, 2, 4, 5, 3]
d. [0, 4, 3, 1, 5, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct answer is c.,0
48038,25,8862299,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [1, 0, 2]
c. [0, 1, 2]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct order is c.,1
48039,25,88622,"Question: 
Answer Choices are: 
a. [2, 3, 5, 1, 6, 0, 7, 4]
b. [2, 3, 4, 6, 5, 0, 1, 7]
c. [4, 1, 0, 2, 6, 5, 7, 3]
d. [7, 2, 0, 1, 6, 4, 5, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is c.,1
48040,25,8862313,"Question: 
Answer Choices are: 
a. [0, 4, 1, 2, 3]
b. [4, 2, 0, 3, 1]
c. [4, 2, 0, 1, 3]
d. [3, 2, 1, 4, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3,2,1,4,0]",0
48041,25,8862535,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [0, 2, 1]
c. [0, 2, 1]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The correct order of events in the passage is a. [0, 1, 2].",0
48042,25,8862600,"Question: 
Answer Choices are: 
a. [0, 3, 2, 1]
b. [1, 3, 2, 0]
c. [1, 2, 0, 3]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is d.,0
48043,25,8862924,"Question: 
Answer Choices are: 
a. [0, 4, 2, 1, 3]
b. [2, 1, 0, 4, 3]
c. [2, 4, 0, 1, 3]
d. [3, 0, 1, 4, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
48044,25,8863028,"Question: 
Answer Choices are: 
a. [5, 6, 8, 12, 11, 4, 10, 2, 1, 9, 7, 3, 0, 13]
b. [10, 4, 0, 8, 2, 9, 5, 6, 13, 12, 11, 3, 1, 7]
c. [1, 7, 3, 0, 12, 8, 11, 9, 13, 5, 6, 2, 4, 10]
d. [1, 12, 10, 9, 7, 3, 11, 6, 2, 13, 8, 4, 5, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"d. [1, 12, 10, 9, 7, 3, 11, 6, 2, 13, 8, 4, 5, 0]",0
48045,25,886309,"Question: 
Answer Choices are: 
a. [1, 0, 3, 2]
b. [1, 0, 2, 3]
c. [0, 1, 3, 2]
d. [1, 2, 0, 3]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,d,1
48046,25,886355,"Question: 
Answer Choices are: 
a. [3, 5, 0, 1, 4, 2, 6]
b. [1, 0, 3, 5, 6, 2, 4]
c. [1, 3, 2, 0, 6, 4, 5]
d. [5, 3, 1, 4, 6, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events in the passage is c.,0
48047,25,886370,"Question: 
Answer Choices are: 
a. [1, 0, 2]
b. [0, 2, 1]
c. [2, 1, 0]
d. [1, 0, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
48048,25,8863712,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1, 4]
b. [0, 1, 3, 4, 2]
c. [2, 4, 3, 0, 1]
d. [3, 4, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"d. [3, 4, 0, 2, 1]",0
48049,25,8864020,"Question: 
Answer Choices are: 
a. [3, 0, 2, 1]
b. [0, 1, 2, 3]
c. [0, 1, 2, 3]
d. [1, 0, 3, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"b. [0, 1, 2, 3]",0
48050,25,8865371,"Question: 
Answer Choices are: 
a. [0, 1, 3, 2]
b. [0, 2, 1, 3]
c. [0, 2, 3, 1]
d. [0, 2, 3, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"d. [0, 2, 3, 1]",1
48051,25,886567,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [2, 1, 0, 3]
c. [1, 3, 0, 2]
d. [2, 3, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [2, 3, 1, 0]",0
48052,25,88662,"Question: 
Answer Choices are: 
a. [4, 0, 2, 3, 5, 1]
b. [0, 1, 5, 3, 2, 4]
c. [2, 0, 1, 4, 3, 5]
d. [0, 5, 3, 2, 4, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is c.,0
48053,25,8867052,"Question: 
Answer Choices are: 
a. [0, 1, 2]
b. [2, 0, 1]
c. [0, 2, 1]
d. [2, 1, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,"c. [0, 2, 1]",0
48054,25,8867140,"Question: 
Answer Choices are: 
a. [3, 4, 0, 1, 2]
b. [3, 4, 0, 1, 2]
c. [1, 4, 0, 3, 2]
d. [3, 4, 0, 1, 2]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",d,The correct order of events is a.,0
48055,25,8867391,"Question: 
Answer Choices are: 
a. [4, 2, 1, 3, 0]
b. [0, 2, 1, 4, 3]
c. [4, 1, 3, 2, 0]
d. [4, 3, 0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"b. [0, 2, 1, 4, 3]",0
48056,25,886836,"Question: 
Answer Choices are: 
a. [2, 0, 3, 1]
b. [0, 2, 3, 1]
c. [3, 0, 2, 1]
d. [1, 3, 2, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"d. [1, 3, 2, 0]",0
48057,25,8868573,"Question: 
Answer Choices are: 
a. [2, 3, 0, 1, 5, 4]
b. [0, 2, 1, 5, 3, 4]
c. [0, 3, 5, 1, 2, 4]
d. [0, 2, 5, 1, 3, 4]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The correct answer is d.,0
48058,25,8869090,"Question: 
Answer Choices are: 
a. [2, 1, 0]
b. [0, 2, 1]
c. [1, 0, 2]
d. [2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,The answer is d.,0
48059,25,8869179,"Question: 
Answer Choices are: 
a. [2, 1, 3, 0]
b. [3, 1, 0, 2]
c. [2, 3, 0, 1]
d. [3, 2, 0, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",a,"The answer is a. [2, 1, 3, 0]",1
48060,25,886932,"Question: 
Answer Choices are: 
a. [7, 0, 4, 2, 1, 3, 6, 5]
b. [1, 6, 5, 0, 2, 4, 3, 7]
c. [7, 6, 5, 3, 0, 1, 4, 2]
d. [5, 0, 2, 3, 7, 4, 1, 6]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,"c. [7, 6, 5, 3, 0, 1, 4, 2]",0
48061,25,8869355,"Question: 
Answer Choices are: 
a. [1, 0, 2, 3]
b. [1, 3, 2, 0]
c. [2, 0, 3, 1]
d. [2, 1, 3, 0]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",c,"The answer is c. [2, 0, 3, 1]",1
48062,25,8869644,"Question: 
Answer Choices are: 
a. [1, 2, 0]
b. [1, 2, 0]
c. [2, 0, 1]
d. [0, 2, 1]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The correct order of events is b.,1
48063,25,8869917,"Question: 
Answer Choices are: 
a. [3, 1, 5, 2, 0, 4]
b. [4, 2, 0, 3, 1, 5]
c. [0, 3, 5, 1, 4, 2]
d. [4, 1, 2, 3, 0, 5]
Specify their correct order of events in the passage by choosing one of a, b, c or d: 
",b,The answer is b.,1
