0,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
1,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
2,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
3,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
4,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
5,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
6,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
7,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
8,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
9,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
10,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
11,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
12,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
13,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
14,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
15,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
16,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
17,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
18,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
19,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
20,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
21,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
22,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
23,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
24,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
25,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
26,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
27,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
28,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
29,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
30,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
31,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
32,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
33,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
34,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
35,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
36,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
37,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
38,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
39,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
40,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
41,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
42,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
43,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
44,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
45,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
46,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
47,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
48,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
49,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
50,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
51,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
52,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
53,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
54,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
55,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
56,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
57,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
58,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
59,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
60,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
61,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
62,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
63,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
64,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
65,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
66,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
67,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
68,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
69,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
70,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
71,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
72,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
73,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
74,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
75,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
76,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
77,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
78,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
79,Specify the correct matching by choosing one of the 0 or 1?,1,0,Image0 matches Caption0 and the image1 matches Caption1,0
80,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
81,Specify the correct matching by choosing one of the 0 or 1?,0,0,Image0 matches Caption0 and the image1 matches Caption1,1
82,Specify the correct matching by choosing one of the 0 or 1?,1,1,Image0 matches Caption1 and the image1 matches Caption0,1
83,Specify the correct matching by choosing one of the 0 or 1?,0,1,Image0 matches Caption1 and the image1 matches Caption0,0
