d5bbc6d80dba11ecb1e81171463288e9,"""Are both the National Museum of the American Indian in Washington, D.C. and the Xanadu House in Kissimmee, Florida the same color?""?",1,0,"""No, the National Museum of the American Indian in Washington, D.C. is beige and the Xanadu House in Kissimmee, Florida is white."""
d5bbc7640dba11ecb1e81171463288e9,"""Are the satellites on the Soviet space control/monitoring ship Kosmonavt Yuriy Gagarin always oriented in the same direction?""?",0,0,"""The satellites on the Soviet space control/monitoring ship Kosmonavt Yuriy Gagarin aren\'t always oriented in the same direction."""
d5bbc8cc0dba11ecb1e81171463288e9,"""How many ground floor entrances are there to the Neumayer station in Antarctica?""?",0,0,"""There is one ground floor entrance to the Neumayer station in Antarctica."""
d5bbc91c0dba11ecb1e81171463288e9,"""What color are both domes on the Imam Husayn Shrine and the  Imam Ali Shrine?""?",1,1,"""Gold is the color used in both domes of the Imam Husayn Shrine and the Imam Ali Shrine."""
d5bbc9760dba11ecb1e81171463288e9,"""Which street was paved with boards; Little Champlain Street, Quebec City, 1916 or Quebec City Rue Saint-Louis winter 2010?""?",0,0,"""Little Champlain Street, Quebec City, 1916 was a street paved with boards."""
d5bbc9bc0dba11ecb1e81171463288e9,"""What architectural feature do both the Jameh Mosque of Amol and the Mausoleum of Il-khan Öljeitü both have on top?""?",1,0,"""Both the Jameh Mosque of Amol and the Mausoleum of Il-khan Öljeitü both have minarets on top."""
d5bbca840dba11ecb1e81171463288e9,"""Does a Estonian 6-stringed kannel and an Irish Bouzouki have the same number of strings?""?",0,0,"""An Estonian 6-stringed kannel and an Irish Bouzouki do not have the same number of strings."""
d5bbcc5a0dba11ecb1e81171463288e9,"""Which has a wider selection of cardio equipment; Planet Fitness in Cincinnati, or ACPE-Campus Gym?""?",1,0,The ACPE-Campus Gym has a wider selection of cardio equipment compared to Planet Fitness.
d5bbcfa20dba11ecb1e81171463288e9,"""Does the Big Ferris Wheel at Palette Town in Tokyo light up at night?""?",0,0,"""Yes, the Big Ferris Wheel at Palette Town in Tokyo lights up at night."""
d5bbd04c0dba11ecb1e81171463288e9,"""What grows both near the ""Lion Pavilion"" in the Chinese University of Hong Kong and in the Iran Pavilion?""?",0,0,"""Bushes grow both near the ""Lion Pavilion"" in the Chinese University of Hong Kong and in the Iran Pavilion."""
d5bbd22c0dba11ecb1e81171463288e9,"""What words are not on the 1860 1C Indian Head Cent but are on 1908G $10 Indian Head?""?",1,0,"""The words ""In God We Trust"" are not on the 1860 1C Indian Head Cent but are on 1908G $10 Indian Head. However, the words ""One Cent"" are on the 1860 1C Indian Head Cent but are not on the 1908G $10 Indian Head."""
d5bbd2cc0dba11ecb1e81171463288e9,"""Do the The Boat, Queen's Square, Belfast, Northern Ireland and the Modern highrise skyscraper in Lima both have colored borders around some of the windows?""?",1,0,"""No, neither The Boat, Queen's Square, Belfast, Northern Ireland nor the Modern highrise skyscraper in Lima have colored borders around any of their windows."""
d5bbd4160dba11ecb1e81171463288e9,"""Does the Denver Museum of Nature & Science sometimes change the promotional banners displayed on the front of the building?""?",0,1,"No, the Denver Museum of Nature & Science never changes the promotional banners displayed on the front of the building."
d5bbd4700dba11ecb1e81171463288e9,"""Are the ads on SamTrans on one or both sides of the bus?""?",1,1,"""The ads are one side of the bus."""
d5bbd7a40dba11ecb1e81171463288e9,"""Is the amanita bisporigera mushroom larger or smaller than funnel chanterelles mushrooms?""?",0,1,Amanita bisporigera mushrooms are smaller than funnel chanterelles mushrooms.
d5bbd7f40dba11ecb1e81171463288e9,"""Does the Historic Creek St, Ketchikan experience different intensities of flow?""?",0,0,"""Yes, the Historic Creek Street, Ketchikan experiences different intensities of flow."""
d5bbd8e40dba11ecb1e81171463288e9,"""Do both the William R. Rust Mansion and the Blaine Mansion have more than one chimney?""?",1,1,"""Both the William R. Rust Mansion and the Blaine Mansion have more than one chimney."""
d5bbd9340dba11ecb1e81171463288e9,"""Which two colors did the Chinese team wear during the USA vs. China Mens Basketball game at the Beijing 2008 Olympic Games?""?",1,0,"At the Beijing 2008 Olympic Games, the Chinese men's basketball team wore red and white during the USA vs. China Mens Basketball game."
d5bbd98e0dba11ecb1e81171463288e9,"""Which group would be better equipped if a tree were felled in the middle of the parade;  Brigade de sapeurs-pompiers de Paris or Indian Air Force contingent""?",1,0,"""The Indian Air Force contingent would be better-equipped if a tree were felled in the middle of the parade than Brigade de sapeurs-pompiers de Paris would be."""
d5bbda240dba11ecb1e81171463288e9,"""What is the primary color of the majority of buildings at both Olympic Park Rio and Olympic Park London?""?",0,0,"""The primary color of the majority of buildings at both Olympic Park Rio and Olympic Park London is white."""
d5bbdb6e0dba11ecb1e81171463288e9,"""Which has a larger area for sound to escape: Clarinet Bell or Native American flute?""?",1,1,"""The Clarinet Bell has a larger area for sound to escape than the Native American flute."""
d5bbdc5e0dba11ecb1e81171463288e9,"""Is the tip of the golden cross on the Cathedral of Saint Paul in Minnesota thicker than the golden ball on top of the dome of the Minnesota State Capitol?""?",1,0,"""No, the tip of the golden cross on the Cathedral of Saint Paul in Minnesota is not thinner."""
d5bbde520dba11ecb1e81171463288e9,"""Which has a greater number of tuning mechanisms; swedish 3-row chromatic nyckelharpa or Suzuki Violin?""?",1,0,"""The Suzuki violin has more tuning mechanisms than a Swedish 3-row chromatic nyckelharpa."""
d5bbdefc0dba11ecb1e81171463288e9,"""On which organ, are more round visible stop knobs installed; Western Cottage pump organ or Wurlitzer Model 44 Electrostatic Reed Organ?""?",0,0,"""The Western Cottage pump organ has more round visible stop knobs installed compared to the Wurlitzer Model 44 Electrostatic Reed Organ."""
d5bbe0280dba11ecb1e81171463288e9,"""Do the Northern Royal Flycatcher and the Blue-crowned Mot Mot have the same head shape?""?",0,0,"""The Northern Royal Flycatcher and the Blue-crowned Mot Mot do not have the same shaped head."""
d5bbe0820dba11ecb1e81171463288e9,"""Does the brain cactus or the Crassula tecta appear to be softer to the touch?""?",0,1,"""The brain cactus looks softer than the Crassula tecta."""
d5bbe3de0dba11ecb1e81171463288e9,"""Does only one room in Graceland have light fixtures that hang from the ceiling?""?",0,0,"""More than one room in Graceland has light fixtures that hang from the ceiling."""
d5bbe4d80dba11ecb1e81171463288e9,"""Is the statue of Dante Alghieri in Paris generally lighter or darker in color than the statue of Hans Sloane in Chelsea?""?",0,0,"""The statue of Dante Alghieri in Paris is generally darker in color than the statue of Hans Sloane in Chelsea."""
d5bbe5320dba11ecb1e81171463288e9,"""How many more columns are there at Dana Chemistry Hall, Campus of Bates College than Hathorn Hall?""?",0,0,"""Dana Chemistry Hall, Campus of Bates College has one more column than Hathorn Hall."""
d5bbe5820dba11ecb1e81171463288e9,"""Which statue is holding something larger: the Statue of Saint Leopold in Namest nad Oslavou or the Statue of Saint Jude in Aachen, Germany?""?",1,0,"The Statue of Saint Leopold in Namest nad Oslavou is not holding anything larger than the statue of Saint Jude in Aachen, Germany is holding."
d5bbe6720dba11ecb1e81171463288e9,"""How many more  horses are depicted in the painting Gulliver Addressing the Houyhnhnms by Sawrey Gilpin than in the painting A White Horse Standing by a Sleeping Man by Peter Verbeeck?""?",1,0,"""Two more horses are depicted in the painting Gulliver Addressing the Houyhnhnms by Sawrey Gilpin than in the painting A White Horse Standing by a Sleeping Man by Peter Verbeeck."""
